vote_id,summary,vote_type,vote_type_explanation
115497,"The European Parliament adopted by 565 votes to 34, with 62 abstentions, a resolution on the People’s Republic of China national security law for Hong Kong and the need for the EU to defend Kong Kong’s high degree of autonomy.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and ECR groups.
Parliament deplored Beijing's unilateral imposition of the National Security Act on Hong Kong, which constitutes a comprehensive assault on the city's autonomy, rule of law and fundamental freedoms and seriously threatens the principle of ‘one country, two systems’ enshrined in the 1984 Sino-British Joint Declaration and the 1990 Basic Law of the Hong Kong Special Administrative Region (SAR)…",substantive,The vote is on a substantive policy action related to the defense of Hong Kong's autonomy and rule of law.
115498,"Borders must be reopened respecting the principle of non-discrimination
Recovery Plan for Schengen needed urgently
Schengen rules should be revised to ensure a truly European governance",substantive,"This vote discusses policy actions related to the reopening of borders and revising Schengen rules, which are substantive matters citizens would care about."
115499,"Increase national and cross-border labour inspections
Decent housing conditions must be decoupled from remuneration
Commission to check whether existing EU laws are fit for purpose and pandemic-proof",substantive,This vote concerns policy actions related to labor inspections and EU laws' fitness for pandemic-proof conditions
116208,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116209,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116210,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116211,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116212,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116282,"EU Employment Guidelines must be revised in light of COVID-19 outbreak
Fiscal flexibility for EU countries has to reflect the scale and duration of the crisis
Close gender pay-, pension- and employment gaps",substantive,"This vote concerns a policy action to revise employment guidelines in response to COVID-19 and aims to address gender pay-, pension-, and employment gaps."
116283,"€485 million to ensure urgent humanitarian aid to refugees in Turkey can continue
€100 million to support refugees and host communities in Jordan and Lebanon",substantive,"This vote concerns the allocation of funds for humanitarian aid, a real policy decision that citizens would care about."
116284,"The European Parliament adopted by 553 votes to 106, with 29 abstentions, a resolution on the proposal for a decision of the European Parliament and of the Council on the mobilisation of the Contingency Margin in 2020 to continue humanitarian support to refugees in Turkey.
Parliament approved the decision annexed to this resolution in which it agreed to the mobilisation, in connection to financing included in Draft amending budget No 5 to the general budget of the European Union for 2020, of the Contingency Margin for an amount of EUR 481 572 239 in commitment appropriations over and above the commitment ceiling of heading 4 (Global Europe) of the multiannual financial framework…",substantive,This vote is on a policy decision related to humanitarian support for refugees in Turkey
116285,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116286,"The European Parliament adopted by 415 votes to 252, with 20 abstentions, a resolution objecting to the draft Commission implementing regulation amending Implementing Regulation (EU) No 540/2011 as regards the extension of the approval periods of the active substances beflubutamid, benalaxyl, benthiavalicarb, bifenazate, boscalid, bromoxynil, captan, cyazofamid, dimethomorph, ethephon, etoxazole, famoxadone, fenamiphos, flumioxazine, fluoxastrobin, folpet, formetanate, metribuzin, milbemectin, Paecilomyces lilacinus strain 251, phenmedipham, phosmet, pirimiphos-methyl, propamocarb, prothioconazole and Smetolachlor.
Parliament considered that the draft Commission implementing regulation exceeds the implementing powers provided for in…",substantive,This vote is on a substantive policy action related to the extension of approval periods for certain active substances in pesticides.
116287,"More storage is needed to secure supply, as solar and wind have a variable electricity output
MEPs propose options to develop hydrogen and batteries
Decentralised storage should be promoted through home and car batteries",substantive,This vote discusses policy measures related to energy storage and renewable electricity output
116290,"The European Parliament adopted by 438 votes to 133, with 17 abstentions, a resolution on the recommendation of the European Parliament to the Council and the Commission on the conclusion of an agreement, under negotiation, between the European Union and New Zealand on the exchange of personal data between the European Union Agency for Law Enforcement Cooperation (Europol) and the New Zealand authorities competent for fighting serious crime and terrorism.
Parliament encouraged the Commission to start negotiations with New Zealand at an early date on the exchange of personal data between Europol and the New Zealand authorities competent for fighting serious crime and terrorism in accordance with the negotiating directives adopted by the…",substantive,This vote concerns a policy decision on data exchange between the EU and New Zealand for law enforcement purposes
116291,"The European Parliament adopted by 579 votes to 18, with 84 abstentions, a resolution on the Chemicals Strategy for Sustainability.
The Commission announced, in its communication of 11 December 2019 on the European Green Deal, the presentation of a Chemicals Strategy for Sustainability by summer 2020.
However, the EU and its Member States have failed to meet goal 12 of the Sustainable Development Goals (SDGs), which calls for sound management of chemicals and all wastes throughout their life cycle, in accordance with agreed international frameworks, and for a significant reduction in their release to air, water and soil in order to minimise their adverse impacts on human health and the environment by 2020…",substantive,"The vote is on a substantive policy action related to the Chemicals Strategy for Sustainability, which has concrete policy measures impacting human health and the environment."
116294,"Harmonised anti-money laundering policies across the EU
High-quality registers of beneficial ownership
Beefed up EU-level supervision and information sharing between member states",substantive,This vote concerns a significant policy action against money laundering in the EU
116295,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference in capacity between the Member States’ healthcare systems, and demonstrated that, in circumstances where an unexpected health threat emerges, some Member States may become reliant on their neighbouring countries having sufficiently resilient systems…",substantive,"The vote is on a public health strategy post-COVID-19, which is a real policy decision citizens would care about."
116296,"Legislation on Trans-European Energy networks to be revised this year
MEPs give early input on upcoming proposal
Vote follows plenary debate on 4th list of Projects of Common Interest (PCI)",substantive,This vote is related to a policy decision on Trans-European Energy networks
116298,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116299,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116401,"The European Parliament adopted by 465 votes to 150, with 67 abstentions, a resolution tabled by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups on the conclusions of the extraordinary European Council meeting of 17-21 July 2020.
Members welcomed the EU Heads of State and Governments’ acceptance of a recovery fund to kick-start the economy, as proposed by Parliament in May 2020, which represents a historic move for the EU. However, they regretted the reduction of the grant component in the final agreement as well as the legal basis chosen to set up the recovery instrument which does not give a formal role to elected Members of the European Parliament.
Parliament challenged the political agreement on the MFF 2021-2027, deploring the…",substantive,"This vote is on a substantive policy action as it concerns the adoption of a resolution about the recovery fund for the EU economy, a matter citizens would care about."
116785,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
116786,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
117083,"EU must be able to own common equipment and directly assist member states when national capacities are overstretched
Parliamentary oversight needed on amounts allocated to prevention, preparedness and response
Negotiations must start immediately with Council for the new system to become operational as of 2021",substantive,"This vote concerns a policy decision on the EU's ability to own common equipment and assist member states, with parliamentary oversight on funds allocated."
117085,"Parliament in favour of 40% reduction in CO2 by 2030
Maritime transport to be included in EU Emissions Trading System (ETS)
An “Ocean Fund” to contribute to protecting marine ecosystems",substantive,"This vote concerns a policy decision on reducing CO2 emissions and includes the inclusion of maritime transport in the EU Emissions Trading System, as well as the creation of an 'Ocean Fund'. These are substantive matters that citizens would care about."
117088,"The European Parliament adopted by 552 votes to 61, with 78 abstentions, a resolution on the implementation of the EU Association Agreement with Georgia.
The entry into force of its revised Constitution in December 2018 concluded Georgia’s transition to a full parliamentarian system. Progress has been made in the implementation of the Association Agreement between the EU and Georgia (AA), including the move to a fully proportional electoral system as of 2024.
Parliament welcomed the continuous deepening of EU-Georgia relations and the firm support that Georgia’s chosen path of European and Euro-Atlantic integration enjoys across the political spectrum and in society. It reiterated, however, the need to continue implementing and monitoring…",substantive,This vote is on a substantive policy action related to the implementation of the EU Association Agreement with Georgia.
117090,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
117092,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
117094,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
117267,"Continuing deterioration of judicial independence and the rule of law
Council needs to resume the Article 7 procedure against Poland
Call for a broader interpretation that should include all EU core principles",substantive,This vote concerns a significant policy issue related to the rule of law in Poland.
117268,"The European Parliament adopted by 671 votes to 15, with 10 abstentions, a resolution on a strategic approach to pharmaceuticals in the environment.
The resolution was tabled by the Committee on the Environment, Public Health and Food Safety.
Members pointed out that pharmaceuticals harm ecosystems when released into the environment and reduce the future effectiveness of medicines, in particular by causing antibiotic resistance. Pharmaceuticals and their residues are particularly present in waterbodies and are not completely removed by conventional treatment plants.
Parliament insisted on the need for a holistic approach, including all relevant stakeholders, to combat pharmaceutical pollution, taking into account the entire life cycle of…",substantive,"The vote is on a strategic approach to pharmaceuticals in the environment, which is a real policy decision citizens might care about."
117269,"The European Parliament adopted by 526 votes to 77, with 94 abstentions, a resolution on maximising the energy efficiency potential of the EU building stock.
Buildings account for approximately 40% of the EU's energy consumption and 36% of its CO2 emissions. A major ‘renovation wave’ is of major importance to achieve the EU's goal of achieving zero net greenhouse gas emissions by 2050.
Rising renovation rates of almost 3% and the renovation of 210 million existing buildings could create up to 2 million jobs in the construction sector, which accounts for around 9% of EU GDP and is an important part of the EU's recovery strategy from the COVID-19 crisis.
Parliament underlined the role that energy districts and communities, as well as other…",substantive,This vote is on a policy action related to energy efficiency and CO2 emissions reduction in EU buildings.
117270,"Increase pharmaceutical manufacturing in Europe
Create an emergency European pharmacy
40% of medicines marketed in the EU originate in non-EU countries",substantive,This vote concerns a real policy decision about pharmaceutical manufacturing in the EU
117271,"Binding objectives for member states to promote social inclusion and end school segregation
Compensation for survivors of forced and coercive sterilisation
COVID-19 aggravates discrimination and marginalisation",substantive,This vote concerns a real policy decision related to social inclusion and ending school segregation.
117272,"Turkey to should refrain from unilateral actions
Concern about the current state of EU-Turkey relations
Further sanctions to be considered",substantive,It concerns EU-Turkey relations and potential further sanctions
117273,"The European Parliament adopted by 574 votes to 37, with 82 abstentions, a resolution on the situation in Belarus.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and ECR groups.
In line with the position of the European Council, Parliament rejected the results of the so-called presidential election held in Belarus on 9 August 2020, as it was conducted in clear violation of all internationally recognised standards. It will therefore not recognise Alexander Lukashenko as President of Belarus when his term ends on 5 November 2020.
Members strongly condemned the Belarusian authorities for their violent repression of peaceful demonstrations in favour of justice, freedom and democracy following…",substantive,The vote is on a substantive policy action related to the situation in Belarus
117274,"The European Parliament adopted by 532 votes to 84, with 72 abstentions, a resolution on the situation in Russia: the poisoning of Alexei Navalny.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and ECR groups.
Members strongly condemned the attempted assassination of Alexei Navalny, one of the main figures of the political opposition in Russia, using a nerve agent from the Novitchok group, a chemical weapon designed for the military structures and secret services in Russia, who are the only ones to have access to it.
Parliament expressed its deepest concern about the repeated use of nerve agents against Russian citizens, recalling that the use of chemical weapons is in all circumstances a…",substantive,The vote is on a substantive policy action related to the situation in Russia and the poisoning of Alexei Navalny
117276,"The European Parliament adopted by 626 votes to 7, with 52 abstentions, a resolution on the situation in the Philippines, including the case of Maria Ressa.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR and GUE/NGL groups.
Members expressed their deep concern about the rapidly deteriorating human rights situation in the Philippines under President Duterte. They strongly condemned the thousands of extrajudicial executions and other serious human rights violations linked to the ‘war on drugs’, stressing that the fight against drug trafficking must be pursued in full compliance with due process of law, in conformity with national and international law and with an emphasis on public…",substantive,The vote is on a substantive matter related to human rights situation in the Philippines
117277,"The European Parliament adopted a resolution by 654 votes to 5, with 26 abstentions, on the case of Dr Denis Mukwege in the Democratic Republic of the Congo (DRC).
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR and GUE/NGL groups.
Members expressed serious concern about the grave danger experienced by Dr Mukwege, winner of the Nobel Peace Prize in 2018 and the European Parliament's Sakharov Prize in 2014 for dedicating his life to treating victims of sexual violence in the DRC. They condemned the recent death threats against him and his family as well as members of the staff at the Panzi hospital where he works and where nearly 55 000 survivors were treated until August 2018…",substantive,The vote concerns a real policy decision related to human rights and safety of Dr. Denis Mukwege in the Democratic Republic of the Congo.
117278,"The European Parliament adopted by 616 votes to 13, with 57 abstentions, a resolution on the humanitarian situation in Mozambique.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and ECR groups.
Members expressed deep concern about the deteriorating security situation in northern Mozambique, particularly in the province of Cabo Delgado where the terrorist group Al-Chabab, reportedly linked to the armed group calling itself the ‘Islamic State of the Central African Province’, has since October 2017 committed more than 500 violent attacks killing more than 1500 people, causing the displacement of more than 250 000 people and leading to more than 700 000 people in need of assistance…",substantive,"The vote is on a humanitarian situation in Mozambique, which is a real policy decision citizens might care about."
117279,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
117281,"The European Parliament adopted by 372 votes to 275, with 39 abstentions, a resolution on the draft Commission regulation amending Annexes II, III and IV to Regulation (EC) No 396/2005 of the European Parliament and of the Council as regards maximum residue levels for cycloxydim, flonicamid, haloxyfop, mandestrobin, mepiquat, Metschnikowia fructicola strain NRRL Y-27328 and prohexadione in or on certain products.
Parliament opposed the adoption of the draft Commission Regulation as it was not compatible with the aim and content of Regulation (EC) No 396/2005 on maximum residue levels (MRLs) of pesticides in or on food and feed of plant and animal origin.
In support of its objection, Parliament put forward the following considerations:…",substantive,This vote is on a substantive policy action related to the regulation of maximum residue levels for certain pesticides in food and feed.
117282,"The European Parliament adopted by 598 votes to 42, with 46 abstentions, a resolution on the cultural recovery of Europe.
The text adopted in plenary had been tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR and GUE/NGL groups.
Parliament expressed its solidarity with performers, artists, creators, authors, publishers, companies and all other creators and professionals in the cultural sector, including amateur creators, who are all seriously affected by the COVID-19 pandemic. It called for a significant part of the economic recovery package to be earmarked for the cultural and creative sectors in order to allow creative forces to continue working in the coming months and survive the crisis…",substantive,The vote is on a resolution that provides concrete policy measures for the cultural recovery of Europe during the COVID-19 pandemic
117283,"Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",substantive,This vote concerns a substantive policy action related to COVID-19 response and health measures
117284,"The European Parliament adopted by 593 votes to 80, with 13 abstentions, a resolution tabled by the Committee on the Environment, Public Health and Food Safety on the European Year of Greener Cities 2022.
Members pointed out that 72% of EU citizens now live in towns and cities or in the suburbs, and that the share of the urban population continues to grow and could reach 80% in 2020. These figures underline the important role that greener cities can play in achieving the objectives of the Paris agreement and in strengthening the EU's capacity to adapt to climate change.
The Commission is invited to establish a new European strategy for greener cities and to propose measures in the framework of the European green deal to address in particular…",substantive,"The vote is on a resolution for the European Year of Greener Cities 2022, which involves concrete policy measures related to climate change and urban development."
118191,"The European Parliament adopted by 521 votes to 152, with 21 abstentions, a resolution on the establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights.
Members recalled that the last decade has been marked by blatant attacks on the Union's values. The rights of vulnerable groups, such as women, people with disabilities, Roma, LGBTI people and the elderly, as well as minority rights are still not fully respected in some Member States.
In the face of an unprecedented and growing crisis regarding its founding values, which threatens the long-term survival of the EU as a democratic peace project, Parliament expressed its deep concern about the rise and entrenchment of autocratic and illiberal tendencies, which are…",substantive,"The vote is on a resolution addressing EU values and rights, which citizens would care about."
118192,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118521,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118523,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118524,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118525,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118526,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118582,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118624,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118625,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118626,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
118627,"Solidarity for demands for justice, transparency and democracy
MEPs condemn police violence against protesters and journalists, unlawful audits into businesses
Constitutional reform process and plans to amend the electoral law just before the elections are troubling",substantive,"This vote concerns substantive policy matters related to justice, transparency, and democracy."
118628,"The European Parliament adopted by 542 votes to 63, with 89 abstentions, a resolution containing recommendations to the Commission on Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets.
Members reiterated that digital finance, which plays a key role in developing financial activities, shall be integral to the success of the Capital Markets Union (CMU) through increasing financing options for companies and citizens, as well as investment options. They stressed the increased need for a review of measures relating to the regulation of digital finance, taking particular account of the growing importance of this sector in the context of the COVID-19…",substantive,The vote is on a substantive policy action related to digital finance regulations.
118629,"The European Parliament adopted by 417 votes to 205, with 72 abstentions, a resolution on further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation.
Members stated that all actions taken to create a Capital Markets Union (CMU) should have as their core objective improving the range of more attractive, stable and sustainable financing options offered to companies and citizens, while safeguarding economic stability, minimising financial risk and adequately protecting the interests of retail investors, pensioners and consumers, in order to incentivise financial participation and turn savers into investors…",substantive,"The vote is on a substantive policy action related to the further development of Capital Markets Union (CMU), which impacts access to capital market finance, particularly for SMEs and retail investors."
118630,"More resources needed to support employment for young people
MEPs call for a ban on unpaid internships
Youth Guarantee must become a binding instrument to ensure that no one is left behind",substantive,This vote concerns a policy decision related to employment for young people
118631,"The European Parliament adopted by 663 votes to 19, with 13 abstentions, a resolution on Eritrea, notably the case of Dawit Isaak.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA, ECR and GUE/NGL groups.
As a reminder, Dawit Isaak, a dual citizen of Eritrea and Sweden, a journalist and co-owner of Eritrea’s first independent newspaper, the widely distributed Setit, was arrested by the Eritrean authorities on 23 September 2001, along with 21 other persons. The Eritrean Government accused him of being a ‘traitor’, although he has never been charged or brought to trial. The imprisonments occurred after the publishing of an open letter condemning the regime and calling on President Isaias Afwerki…",substantive,"The vote concerns a resolution on Eritrea's human rights situation and the case of Dawit Isaak, which is a real policy decision citizens would care about."
118632,"The European Parliament adopted by 609 votes to 21, with 64 abstentions, a resolution on the ‘Foreign Agents’ Law in Nicaragua.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and ECR groups.
On 22 September 2020, President Daniel Ortega’s government, presented a proposal for a Law for Regulation of Foreign Agents, modelled on Russia’s 2012 law on foreign agents, which, if adopted, shall oblige every person, organisation or institution, including media outlets and non-governmental organisations that receive funds from abroad, to be registered with the Ministry of the Interior (Migob) and to submit to financial monitoring by the Financial Analysis Unit (UAF)…",substantive,The vote is on a policy action related to the 'Foreign Agents’ Law in Nicaragua
118633,"The European Parliament adopted by 413 votes to 49, with 233 abstentions, a resolution on the situation of Ethiopian migrants in detention centres in Saudi Arabia.
The text adopted in plenary was tabled as a joint resolution by the S&D, Renew and Greens/EFA groups.
Migrant workers, including from African and Asian countries, make up an estimated 20 % of the population of Saudi Arabia and have played an essential role in the economies of Saudi Arabia and other countries in the region.
However, since April 2020, according to Human Rights Watch reports, around 30 000 Ethiopian migrants, including pregnant women and children, are being arbitrarily detained in Saudi Arabia under horrific conditions after having been forcibly expelled from war-torn…",substantive,The vote concerns a policy decision on the situation of Ethiopian migrants in detention centres in Saudi Arabia
121819,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
121820,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
121822,"The European Parliament adopted a resolution with 571 votes to 26, with 94 abstentions, with recommendations to the Commission on the Digital Services Act: Improving the functioning of the Single Market.
Parliament welcomed the Commission's commitment to propose legislation on digital services consisting of a proposal amending the E-Commerce directive and a proposal establishing ex ante rules on systemic operators with a gatekeeper role.
Parliament recommended that the proposed package:
- contributes to strengthening the internal market by ensuring the free movement of digital services and freedom of establishment, while guaranteeing a high level of consumer protection, including the improvement of users' online rights, trust and safety…",substantive,The vote is on a substantive policy action related to the Digital Services Act and its impact on the Single Market.
121828,"The European Parliament adopted by 464 votes to 90, with 137 abstentions, a recommendation to the Council and the Vice-President of the European Commission/High Representative of the Union for Foreign Affairs and Security Policy on the implementation and governance of permanent structured cooperation (PESCO).
Parliament considered permanent structured cooperation (PESCO) to be an important step towards achieving the objective of gradually developing a common EU defence policy, leading to the establishment of a common defence. PESCO should be used to put into practice the duty of mutual aid and assistance set out in the EU Treaty, in order to better prepare Member States to show solidarity towards another Member State if that State is the…",substantive,This vote concerns a significant policy action related to the development of a common EU defense policy.
121829,"Parliament adopted by 554 votes to 70, with 65 abstentions, a resolution on the implementation of the EU Association Agreement with the Republic of Moldova.
With the association agreement and the deep and comprehensive free trade area, the EU and Moldova has committed to promoting political association and achieving economic integration. It has committed itself to incorporating the EU acquis into its own laws and practices in a wide range of areas.
To support these efforts, the Union is committed to providing substantial financial and budgetary assistance to Moldova, provided that fundamental European values and principles, such as the rule of law, human rights and democratic rights, are respected…",substantive,"The vote is on a substantive policy action related to the implementation of an EU Association Agreement with Moldova, which includes concrete policy measures and financial assistance."
122255,"The European Parliament adopted by 637 votes to 26, with 28 abstentions, a resolution with recommendations to the Commission on a Digital Services Act: adapting commercial and civil law rules for commercial entities operating online.
Parliament called on the Commission to present without delay a package of legislative proposals constituting a digital services act with an adequate material, personal and territorial scope, defining the key concepts and including the recommendations made in its resolution.
The new digital services act should include a Regulation establishing contractual rights for content management, setting transparent, fair, binding and uniform standards and procedures for content moderation, and ensuring independent and…",substantive,"The vote is on a substantive policy action related to adapting commercial and civil law rules for online entities, which citizens would care about."
122256,"The European Parliament adopted by 566 votes to 45, with 80 abstentions, a resolution on the Digital Services Act and fundamental rights issues posed.
Members stressed that fundamental rights, such as the protection of privacy and personal data, the principle of non-discrimination, as well as freedom of expression and information, need to be ingrained at the core of a successful and durable EU policy on digital services.
Parliament urged the Commission to adopt a tailored regulatory approach in addressing the differences that still persist between online and offline worlds and the challenges raised by the diversity of actors and services offered online. It considered it essential to apply different regulatory approaches to illegal and legal…",substantive,The vote is on a substantive policy action related to the Digital Services Act and fundamental rights issues.
122257,"Finding balance between protecting citizens and fostering technological development
A future-oriented civil liability system to protect private persons and businesses
Effective intellectual property system and safeguards for developers",substantive,This vote pertains to a substantive policy decision regarding the balance between citizen protection and technological development.
122258,"Finding balance between protecting citizens and fostering technological development
A future-oriented civil liability system to protect private persons and businesses
Effective intellectual property system and safeguards for developers",substantive,This vote pertains to a substantive policy decision regarding the balance between citizen protection and technological development.
122259,"Finding balance between protecting citizens and fostering technological development
A future-oriented civil liability system to protect private persons and businesses
Effective intellectual property system and safeguards for developers",substantive,This vote pertains to a substantive policy decision regarding the balance between citizen protection and technological development.
123171,"EU sanctions must include Aliaksandr Lukashenka, who is not the legitimate president
Violence in Belarus must end
New, free and fair elections must be held under international supervision
Sviatlana Tsikhanouskaya’s Coordination Council is the legitimate representative of the people",substantive,This vote concerns real policy decisions related to Belarus' political situation
123172,"The European Parliament adopted by 641 votes to 5, with 47 abstentions, a recommendation to the Council and the Vice-President of the Commission / High Representative of the Union for Foreign Affairs and Security Policy concerning the preparation of the 2020 Non-Proliferation of Nuclear Weapons Treaty (NPT) review process, nuclear arms control and nuclear disarmament options.
Members recalled that the Treaty on the Non-Proliferation of Nuclear Weapons has undoubtedly been the most important international instrument for regulating the nuclear regime for the last 50 years. It prompted the abandonment of nuclear weapons by a number of countries, in Europe, Latin America, Africa, Asia and the Pacific. It enabled the peaceful development of…",substantive,This vote concerns a significant policy decision related to nuclear arms control and disarmament.
123176,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
123177,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
124011,"EU consumption represents around 10 % of global deforestation
Voluntary initiatives have failed to halt deforestation
Traceability obligations for companies on the EU market must be set up
Since 1990, forests covering an area larger than South Africa have been lost",substantive,"This vote concerns a policy decision on setting up traceability obligations for companies on the EU market related to deforestation, which is a real policy decision citizens might care about."
124013,"Women play a pivotal role as peace brokers in conflict-ridden countries
Gender mainstreaming should be systematically integrated into the EU’s foreign and security policy
85% of official development assistance should go to programmes that include gender equality as one of the main objectives",substantive,"This vote concerns a policy decision on gender mainstreaming and foreign aid, which citizens may care about."
124015,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements."
124017,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements."
124019,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements."
124723,"The European Parliament adopted by 483 votes to 178, with 25 abstentions, a resolution objecting to the draft Commission implementing decision authorising the placing on the market of products containing genetically modified maize MON 87427 × MON 89034 × MIR162 × NK603 and genetically modified maize combining two or three of the single events MON 87427, MON 89034, MIR162 and NK603.
The application for marketing authorisation was submitted by Monsanto Europe N.V., on behalf of Monsanto, USA, to the competent authority of the Netherlands on 15 February 2016. On 22 May 2019, the European Food Safety Authority (EFSA) adopted an opinion in favour of the application.
Members recalled that Member States have forwarded numerous critical comments to…",substantive,This vote is on a substantive policy action related to genetically modified maize authorization
124724,No snippet available for this vote.,substantive,"No specific policy action details provided, but the vote seems to be related to a regulation or directive, which falls under substantive policy actions."
