question_en,file_name,vote_id,summary,similarity_score,match_id,pair_valid,pair_explanation,question_type,question_type_explanation,vote_type,vote_type_explanation,survey_date,vote_date,survey_before_vote
QA6.4 To what extent do you agree or disagree with the following statements about the Conference on the Future of Europe:-The Conference should deal in priority with how the EU could better handle crises such as the coronavirus outbreak,,110480,"The European Parliament adopted by 430 votes to 190, with 34 abstentions, a resolution on the 2019 UN Climate Change Conference in Madrid, Spain (COP 25).
The resolution was tabled by the Committee on the Environment, Public Health and Food Safety and the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
Parliament stated that climate change is one of the most important challenges facing humanity and that all states and players worldwide must do their utmost to fight it and that timely international cooperation, solidarity and a coherent and unwavering commitment to joint action is the only solution to fulfil our collective responsibility of safeguarding the entire planet…",0.5660337805747986,bf5c524df61306f6aae40ebbef6fa7fa58e9e9e5ac96ec6b94980fbbc6d7bac4,False,"The survey question is about handling crises such as the coronavirus outbreak, while the vote is about climate change, which is a different specific topic.",opinion_forward,"The question asks for citizens' opinion about what the EU should do in handling crises, specifically the coronavirus outbreak.",substantive,The vote is on a substantive policy action related to climate change,,2019-11-28 12:28:00,False
"QB1.2. To what extent do you agree or disagree with each of the following statements. :-All EU Member States should respect the core values of the EU, such as fundamental rights, rule of law and democracy",,118191,"The European Parliament adopted by 521 votes to 152, with 21 abstentions, a resolution on the establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights.
Members recalled that the last decade has been marked by blatant attacks on the Union's values. The rights of vulnerable groups, such as women, people with disabilities, Roma, LGBTI people and the elderly, as well as minority rights are still not fully respected in some Member States.
In the face of an unprecedented and growing crisis regarding its founding values, which threatens the long-term survival of the EU as a democratic peace project, Parliament expressed its deep concern about the rise and entrenchment of autocratic and illiberal tendencies, which are…",0.5659230351448059,4bdc71b37ee6ecc42962ffcc2e384386f246cb97d529e1786e53ae07a304918a,True,"The survey asks about respecting core values of the EU, such as fundamental rights, rule of law and democracy. The vote acts on the same specific topic by establishing an EU Mechanism on Democracy, Rule of Law and Fundamental Rights.",opinion_forward,"The question asks for citizens' opinion about what the EU should do (respect core values), which is forward-looking.",substantive,"The vote is on a resolution addressing EU values and rights, which citizens would care about.",,2020-10-07 13:23:00,False
"QA32.3 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-Allowing national governments to make public deficit to support the economy in these exceptional circumstances.",,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",0.5658596754074097,c2c0f6b4a97b784823e3837b924ee3c286206b28aa0e8295a47615ac422d3eee,False,"The survey question is about the EU's response to the economic effects of the Coronavirus pandemic, while the vote is about the implementation of the Common Foreign and Security Policy annual report 2020, which does not directly match the specific topic asked in the survey.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do in response to the economic effects of the Coronavirus pandemic.,substantive,"The vote is on a substantive policy action as it concerns the implementation of the Common Foreign and Security Policy, which has concrete policy measures related to the EU's foreign relations.",,2021-01-20 15:34:00,False
QA15 The EU is currently making subsidy payments to farmers for carrying out agricultural practices beneficial to the climate and the environment. Are you in favour or opposed to the EU continuing to do so? (M) (ONE ANSWER ONLY),,124015,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5658047795295715,e4a822273f10ae86d62e31097b33dbb53332c930fe08bd67200cd50c82f1d6ff,True,"The survey asks about the EU continuing to make subsidy payments for climate- and environmentally-friendly practices, which matches the vote's focus on providing more support for these practices.",opinion_forward,The question asks for citizens' opinion about what the EU should continue to do in the future,substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements.",,2020-10-23 16:26:00,False
QA15 The EU is currently making subsidy payments to farmers for carrying out agricultural practices beneficial to the climate and the environment. Are you in favour or opposed to the EU continuing to do so? (M) (ONE ANSWER ONLY),,124019,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5658047795295715,77a75302daeca85d906be5720f57df7b87f73b9c89d03884753e1fc269da1e1e,True,"The survey asks about the EU continuing to make subsidy payments for climate- and environmentally-friendly practices, which matches the vote's focus on providing more support for these practices.",opinion_forward,The question asks for citizens' opinion about what the EU should continue to do in the future,substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements.",,2020-10-23 16:26:00,False
QA15 The EU is currently making subsidy payments to farmers for carrying out agricultural practices beneficial to the climate and the environment. Are you in favour or opposed to the EU continuing to do so? (M) (ONE ANSWER ONLY),,124017,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5658047795295715,546a0e952286f986a30543e15f565bbbadbdb5abffdb1c17a70a29f792f6b435,True,"The survey asks about the EU continuing to make subsidy payments for climate- and environmentally-friendly practices, which matches the vote's focus on providing more support for these practices.",opinion_forward,The question asks for citizens' opinion about what the EU should continue to do in the future,substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements.",,2020-10-23 16:26:00,False
QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,,135106,"The European Parliament adopted by 518 votes to 130, with 47 abstentions, amendments to the proposal for a decision of the European Parliament and of the Council on a General Union Environment Action Programme to 2030 (8th Environment Action Programme).
The matter was referred back to the competent committee for inter-institutional negotiations.
The main amendments adopted in plenary are as follows
As the EU's overall action programme for the environment, the 8th EAP should build on the European Green Deal , in line with the long-term objective ‘live well, within the planetary boundaries’ by 2050. It should also be consistent with the UN 2030 Agenda and its Sustainable Development Goals (SDGs) and enable a systemic shift towards a sustainable…",0.5655295848846436,38f15da7aa9c2bfcd3d7407d77d6f482e201b73bc3d9b9ada521dc126370c62c,False,"The survey question specifically asks about the Common Agricultural Policy (CAP) and its role in protecting the environment and tackling climate change. The vote is about a General Union Environment Action Programme to 2030, which while related to the environment, does not directly address the CAP or its specific impact on environmental protection and climate change.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP) regarding protecting the environment and tackling climate change.,substantive,"The vote concerns the adoption of an environmental action program for 2030, which is a real policy decision citizens would care about.",,,False
"QB2.7. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-The free movement of EU citizens who can live, work, study and do business anywhere in the EU",,111546,"Concerns about the UK EU Settlement Scheme and the set-up of the independent authority
Freedom of movement, the length of the transition period and limiting the damage to EU and UK citizens’ lives at the heart of the debate",0.5652675032615662,8c50004ce5a14d336633526e5862f70b40fb771a4e2fa9de7da21aaa714e3744,False,"The survey question is about the free movement of EU citizens in general, while the vote summary discusses specific concerns about the UK EU Settlement Scheme and an independent authority, which does not directly match the exact topic asked in the survey.",opinion_forward,"The question asks for citizens' opinion on what the EU should do (free movement of EU citizens), which is a forward-looking policy preference.",substantive,Discusses a significant policy matter related to the UK EU Settlement Scheme and freedom of movement,,2020-01-15 13:06:00,False
"Q13 What impact, if any, do you think the introduction of the euro will have on prices in (THIS COUNTRY)? | Base: All",,129471,"The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",0.5652313232421875,a9ef5210e716f973707a5fffeb902208a75982ef578e646bf326afbb167ca700,False,"The survey question asks about the impact of the euro on prices in a specific country, while the vote is about strengthening the international role of the euro, not directly related to prices in individual countries.",opinion_forward,The question asks for citizens' forward-looking opinion about the potential impact of the euro on prices in their country.,substantive,The vote is on a substantive policy action related to strengthening the international role of the euro.,,2021-03-25 18:27:00,False
QA18.4. To what extent do you agree or disagree with each of the following statements?:- The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY),,125484,"The European Parliament adopted by 593 votes to 50, with 50 abstentions, a resolution on the EU Trade Policy Review.
Following the COVID-19 outbreak in 2020 global supply chains and production lines have been disrupted, bringing to the fore the fact that the EU is dependent on non-EU sources, especially for some strategic sectors such as the medical and the pharmaceutical sectors. According to the resolution, the EU was already lagging behind other economies in terms of competitiveness before the pandemic. The disruption to international trade resulting from the COVID-19 pandemic has now exacerbated already significant economic losses.
The EU’s trade policy review is taking place at a time when globally many politically-steered actions are…",0.5645244717597961,64caf204b5df2a211eeac3017d8240c3574ec1cd1dd20242df3d67d8bf11078c,False,"The survey question is about access to COVID-19 vaccines in the country, while the vote is about the EU Trade Policy Review which does not directly address this specific topic.",opinion_forward,"The question asks for citizens' opinion about the role of the EU in ensuring access to COVID-19 vaccines, which is a forward-looking policy preference.",substantive,The vote is on a substantive policy action related to the EU Trade Policy Review and its impact on the competitiveness of the EU in strategic sectors.,,,False
"QA32.4 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-Public subsidies to companies that face difficulties.",,130848,"The European Parliament adopted by 616 votes to 29, with 45 abstentions, a resolution on the accessibility and affordability of COVID testing.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR, The Left groups.
The resolution highlighted that effective testing is considered as a decisive tool to contain the spread of SARS-CoV-2 and its variants of concern, detect infections and limit isolation and quarantine measures, and will continue to play a key role in facilitating the free movement of people and to ensure cross-border transport and cross-border provision of services during the pandemic.
The accessibility and affordability of these tests differs greatly between the Member States, especially when it comes to…",0.5631977915763855,c89f08f7203db4d9628f41b02d7ea17338a02378c97571659e232f0d4c2074e9,False,"The survey question is about public subsidies to companies, while the vote is about the accessibility and affordability of COVID testing.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do in response to the economic effects of the Coronavirus pandemic.,substantive,The vote is on a substantive policy action related to the accessibility and affordability of COVID testing.,,2021-04-29 15:47:00,False
"QE5. The European Union has designed a recovery plan of more than 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",,114514,"Recovery fund must be added to the long-term EU budget, not serve as an argument to reduce it
Commission should abstain from using “financial wizardry” or misleading figures
Funds to be disbursed mostly through grants",0.5627337694168091,69a3f54350a262179036b3844a017431f32c06ab765a5e46c4f83ffcaf9fa728,False,"The survey asks about the effectiveness of a recovery plan, while the vote discusses its addition to the long-term EU budget and disbursement methods, not directly matching the specific topic.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do (policy preference that parliament could act on),substantive,This vote concerns a significant policy decision about the EU budget and recovery fund,,2020-05-15 09:30:00,False
"QB6.2. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-A common defence and security policy among EU Member States",,129463,"The European Parliament adopted by 470 votes to 96, with 121 abstentions, a resolution on the implementation of Directive 2009/81/EC concerning procurement in the fields of defence and security, and of Directive 2009/43/EC, concerning the transfer of defence-related products.
The Defence Package directives are needed to further develop a common European security and defence culture, based on the Union's shared values and objectives. However, progress is still needed to fully achieve the objectives of these directives: in addition to the usual hurdles to market entry, such as geographical distance, language barriers and lack of knowledge of cross-border markets, SMEs in the defence sector face major difficulties in participating in public…",0.5625753998756409,2102dd73adc52a030f3864036e7275e0149e8cbd9c9fbd82d19a9cac513fe854,False,"The survey question is about a common defense and security policy among EU Member States, while the vote is about the implementation of directives concerning procurement in the fields of defense and security, not directly addressing the establishment of a common defense and security policy.",opinion_forward,"The question asks for citizens' opinion on what the EU should do (a common defense and security policy among EU Member States), which is forward-looking.",substantive,"This vote is on the implementation of Directives related to defense and security procurement, which is a real policy decision citizens might care about.",,2021-03-25 18:27:00,False
QA18.4. To what extent do you agree or disagree with each of the following statements?:- The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY),,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.5617995858192444,2d5b433185b7616a09b0be94b091d631e1f51831e2d55fa44f79a00178594360,False,"The survey asks about access to COVID-19 vaccines in the respondent's country, while the vote is about the EU's institutional shortcomings and the need for reforms, not directly addressing vaccine availability.",opinion_forward,"The question asks for citizens' opinion about the role of the EU in ensuring access to COVID-19 vaccines, which is a forward-looking policy preference.",substantive,"Discusses institutional shortcomings and reforms related to COVID-19, which are substantive policy matters.",,2020-06-18 12:56:00,False
"QE5. The European Union has designed a recovery plan of more than 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",,128967,"The European Parliament adopted by 400 votes to 103, with 186 abstentions, a resolution on the European Semester for Economic Policy Coordination: Annual Sustainable Growth Strategy 2021.
Noting the close link between the European Semester and the Recovery and Resilience Facility (RRF), Parliament called on the Commission to examine the recovery and resilience plans in depth to ensure that the recovery generates European added value, improves Member States' long-term competitiveness and sustainable growth prospects, and enables European economies to meet the challenges of the ecological and digital transitions, the European Pillar of Social Rights (EPSR) and the UN Sustainable Development Goals (SDGs)…",0.5616609454154968,a57723f8e96b4f41b559d9f1bf164972e89ad018bb779a196c6c7d51cd244e84,False,"The survey question asks about the effectiveness of a specific recovery plan, while the vote is about the European Semester for Economic Policy Coordination and the Recovery and Resilience Facility (RRF), which does not directly map to a yes/no position on the effectiveness of the specific recovery plan mentioned in the survey.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do (policy preference that parliament could act on),substantive,The vote is on a substantive policy action related to the European Semester for Economic Policy Coordination and Recovery and Resilience Facility.,,2021-03-11 12:12:00,False
QA6.4 To what extent do you agree or disagree with the following statements about the Conference on the Future of Europe:-The Conference should deal in priority with how the EU could better handle crises such as the coronavirus outbreak,,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",0.5616024732589722,6ecedba257b8be719ce2c9807fb78bd4fc495c1739a349f92933aecedca75e7e,False,"The survey question is about the Conference on the Future of Europe dealing with crises like COVID-19, while the vote is about the implementation of the Common Foreign and Security Policy – annual report 2020 which does not directly address the specific topic of handling crises like COVID-19.",opinion_forward,"The question asks for citizens' opinion about what the EU should do in handling crises, specifically the coronavirus outbreak.",substantive,"The vote is on a substantive policy action as it concerns the implementation of the Common Foreign and Security Policy, which has concrete policy measures related to the EU's foreign relations.",,2021-01-20 15:34:00,False
"SD20. Generally speaking, do you think that the life of those in the EU who are children today will be easier, more difficult or about the same as the life of those from your own generation? ",,128975,"The European Parliament adopted by 545 votes to 24, with 119 abstentions, a resolution on children’s rights in view of the EU Strategy on the rights of the child.
A child is first and foremost a child, regardless of the child’s ethnic origin, gender, nationality or social and economic background, ability, or migration or residency status. The best interests of the child must be embedded in all EU policies, procedures and actions that concern children.
The resolution highlighted the massive toll the COVID-19 crisis is having on children, further exacerbating their risk of poverty, severely affecting access to education, compromising their physical and mental health and increasing the danger of violence and abuse…",0.5614551901817322,49ae2f629fd1a7917c132c0a0aaabc234ade0950497f0eb91f4d609ee8da457f,False,The survey question is about the future life conditions of children today compared to the respondent's own generation. The vote is about children's rights in general and does not directly address the specific comparison between generations.,opinion_forward,"The question asks for a citizen's opinion about the future, which is forward-looking.",substantive,"The vote is on a resolution concerning children's rights in the EU, which is a substantive policy decision.",,2021-03-11 15:50:00,False
"Q8_4 Do you think that the euro...? Has made it easier to compare prices and shop in different EU countries, including online | Base: All",,134347,"Erosion of EU values jeopardises the European Union as a whole
Commission’s approach welcomed, but needs various improvements
Need for a comprehensive mechanism with specific recommendations for future annual reports",0.5608125925064087,4ef856b72495665040580b4661805bc02636dd23079c80d2efbc7cca4572c8d4,False,"The survey question is about comparing prices and shopping in different EU countries, while the vote is about erosion of EU values and improvements to the Commission's approach.",opinion_forward,"The question asks for citizens' opinion about the impact of the euro, which can be considered a forward-looking opinion about what the euro should achieve.",substantive,Discusses a policy issue and suggests improvements,,2021-06-24 16:51:00,False
"QA32.4 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-Public subsidies to companies that face difficulties.",,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.5606584548950195,d6d89c2d62cb60a4e16f707a6e153cae169460f8fbb831317745c3d0a66cb923,False,"The survey question is about public subsidies to companies facing difficulties due to the COVID-19 pandemic, while the vote is about the role of EU's development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic in developing countries.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do in response to the economic effects of the Coronavirus pandemic.,substantive,"The vote is on a resolution addressing the consequences of the COVID-19 pandemic in developing countries, which is a real policy decision citizens might care about.",,2021-06-23 19:50:00,False
"QA13.3. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-   The EU should be given the means to better deal in the future with crises, such as the coronavirus pandemic ",,133728,"The European Parliament adopted by 355 votes to 263, with 71 abstentions, a resolution on ‘Meeting the global COVID-19 challenge’.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew and Greens/EFA groups.
Members recalled that there have been approximately 172 000 000 cases of COVID-19, resulting in over 3.7 million deaths worldwide and that 11 billion doses are needed to vaccinate 70 % of the world’s population, although only a fraction of this amount has been produced.
Expressing its deep concern about the evolution of the pandemic, particularly in low- and middle-income countries, Parliament called for support for negotiations on the text of a temporary waiver of the World Trade Organisation (WTO) Agreement…",0.5605279803276062,2c84b721f869f5cee8840c968672963666ba183d7e6c03bba7b81984b32d24b6,False,"The survey question is about giving the EU means to better deal with crises in general, while the vote is specifically about negotiating a temporary waiver of the World Trade Organisation (WTO) Agreement for COVID-19 vaccines and treatments.",opinion_forward,"The question asks for citizens' opinion about what the EU should do in the future, which is forward-looking.",substantive,The vote is on a substantive policy action related to the global COVID-19 challenge,,2021-06-09 22:22:00,False
QA4.3 Please tell me to what extent you agree or disagree with each of the following statements.:-There is still work to be done to protect democracy in the EU (N),,111153,"The European Parliament adopted by 496 votes to 113, with 103 abstentions, a resolution on human rights and democracy in the world and the EU's policy on the matter - annual report 2018.
Members expressed deep concern about the attacks on democracy and the rule of law worldwide in 2018, reflecting the rise of authoritarianism as a political project, embodying disregard for human rights, repression of dissent, politicisation of justice and elections, shrinking space for civil society and limitations on freedom of assembly and expression. They stressed the need to ensure full respect for, and adherence to, the principle that human rights are universal, while regretting that a number of countries have still not put in place a moratorium on the…",0.5603944063186646,fee924af15236f7e7028da893050aa02ef90af63db1094f8bebb8b4ff0ee13cc,False,"The survey question is about protecting democracy in the EU, while the vote is about human rights and democracy worldwide and the EU's policy on the matter. Although related, they are not the same specific topic.",opinion_forward,The question asks for citizens' opinion about what SHOULD be done to protect democracy in the EU,substantive,The vote is on a substantive policy action related to human rights and democracy in the world.,,2020-01-15 13:11:00,False
QA5.3 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring reasonable food prices for consumers,,110249,"The European Parliament adopted by 459 votes to 145 with 66 abstentions, a non-legislative resolution on the draft Council decision on the draft Council decision on the conclusion of the Agreement between the United States of America and the European Union on the allocation to the United States of a share in the tariff rate quota for high quality beef referred to in the revised memorandum of understanding regarding the importation of beef from animals not treated with certain growth-promoting hormones and increased duties applied by the United States to certain products of the European Union (2014).
Parliament welcomed this agreement with the US on the allocation of a share in the TRQ for high-quality beef as a solution to a longstanding…",0.5603166818618774,6367a853e70e8c28f244e347c74ee2b1d592d2dff5063da84712f81ea5025c26,False,"The survey question is about the role of the EU in ensuring reasonable food prices for consumers, while the vote is specifically about an agreement on the allocation of a share in the TRQ for high-quality beef between the US and the EU, which does not directly address the issue of food prices for consumers.",opinion_forward,"The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP), specifically ensuring reasonable food prices for consumers.",substantive,This vote concerns a policy decision on the agreement between the US and EU regarding beef trade quotas,,2019-11-28 11:44:00,False
"QC4. In your opinion, among the following subjects, which are those that most create a feeling of community among EU citizens? (MAX. 3 ANSWERS)",,111599,"Thematic Agoras to involve citizens of all backgrounds from across Europe
Trigger EU reform in a bottom-up, transparent, inclusive, participatory and well-balanced approach
Allow for treaty change and establish permanent mechanism for citizen participation",0.5598994493484497,e5b63a313ebf8d29c6bbcabf8c43a8c7258591eb6a96c76a713bca9c6e610b1c,False,"The survey asks about subjects that create a feeling of community among EU citizens, while the vote is about establishing a mechanism for citizen participation. Although they are related, they do not directly match as the survey question does not ask specifically about mechanisms for citizen participation.",opinion_forward,"The question asks for citizens' opinion on what creates a feeling of community among EU citizens, which is forward-looking as it suggests potential actions or changes.",substantive,This vote is about a policy decision related to citizen participation and EU reform,,2020-01-15 13:39:00,False
"QA32.2 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-EU financial support to keep people in jobs.",,130848,"The European Parliament adopted by 616 votes to 29, with 45 abstentions, a resolution on the accessibility and affordability of COVID testing.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR, The Left groups.
The resolution highlighted that effective testing is considered as a decisive tool to contain the spread of SARS-CoV-2 and its variants of concern, detect infections and limit isolation and quarantine measures, and will continue to play a key role in facilitating the free movement of people and to ensure cross-border transport and cross-border provision of services during the pandemic.
The accessibility and affordability of these tests differs greatly between the Member States, especially when it comes to…",0.5590186715126038,fe22b7a8bb6f5ae4f8be08f74646432c34011292a2b44e626088fea038b8e3b6,False,"The survey question is about EU financial support to keep people in jobs, while the vote is about the accessibility and affordability of COVID testing.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do to respond to the economic effects of the Coronavirus pandemic.,substantive,The vote is on a substantive policy action related to the accessibility and affordability of COVID testing.,,2021-04-29 15:47:00,False
"QB5. The European Union has designed a recovery plan of 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",,128967,"The European Parliament adopted by 400 votes to 103, with 186 abstentions, a resolution on the European Semester for Economic Policy Coordination: Annual Sustainable Growth Strategy 2021.
Noting the close link between the European Semester and the Recovery and Resilience Facility (RRF), Parliament called on the Commission to examine the recovery and resilience plans in depth to ensure that the recovery generates European added value, improves Member States' long-term competitiveness and sustainable growth prospects, and enables European economies to meet the challenges of the ecological and digital transitions, the European Pillar of Social Rights (EPSR) and the UN Sustainable Development Goals (SDGs)…",0.558289647102356,1d0190d8ef59098d366c721bf5e2ce9d26f6edd858e92e35539d433732c75f80,False,"The survey question asks about the effectiveness of a specific recovery plan (NextGenerationEU), while the vote is about the European Semester for Economic Policy Coordination and the Recovery and Resilience Facility (RRF), which are related but not the exact same topic as the survey.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do (policy preference that parliament could act on),substantive,The vote is on a substantive policy action related to the European Semester for Economic Policy Coordination and Recovery and Resilience Facility.,,2021-03-11 12:12:00,False
"QA32.3 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-Allowing national governments to make public deficit to support the economy in these exceptional circumstances.",,116295,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference in capacity between the Member States’ healthcare systems, and demonstrated that, in circumstances where an unexpected health threat emerges, some Member States may become reliant on their neighbouring countries having sufficiently resilient systems…",0.5577831864356995,6a0446f6c57a9dd9a69afc96b64c734297f2bf5fa392e42adf67bb9b059a8e1c,False,"The survey question is about the effectiveness of measures to respond to the economic effects of the Coronavirus pandemic, while the vote is about the EU's public health strategy post-COVID-19. Although both are related to COVID-19, they do not directly match on a specific measure or action.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do in response to the economic effects of the Coronavirus pandemic.,substantive,"The vote is on a public health strategy post-COVID-19, which is a real policy decision citizens would care about.",,2020-07-10 17:11:00,False
"QA17.5 For each of these values, please tell me if they are best embodied by the EU, by other countries (or groups of countries) in the world or by both?:-Freedom of opinion",,118191,"The European Parliament adopted by 521 votes to 152, with 21 abstentions, a resolution on the establishment of an EU Mechanism on Democracy, the Rule of Law and Fundamental Rights.
Members recalled that the last decade has been marked by blatant attacks on the Union's values. The rights of vulnerable groups, such as women, people with disabilities, Roma, LGBTI people and the elderly, as well as minority rights are still not fully respected in some Member States.
In the face of an unprecedented and growing crisis regarding its founding values, which threatens the long-term survival of the EU as a democratic peace project, Parliament expressed its deep concern about the rise and entrenchment of autocratic and illiberal tendencies, which are…",0.5570390224456787,845ce3fdd457411cabe8dff1cf2168953d39808c60fb5c7b76c580f80345a5d6,False,"The survey question is about freedom of opinion, while the vote is about establishing a mechanism on democracy, rule of law, and fundamental rights. Although they are related, they do not directly match.",opinion_forward,"The question asks for citizens' opinion about what values are best embodied by the EU, which is a forward-looking opinion.",substantive,"The vote is on a resolution addressing EU values and rights, which citizens would care about.",,2020-10-07 13:23:00,False
QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,,124015,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5564125180244446,a16f1b193d467550f8d2a6e33c9eab09598f530ad57ce98791405c1d6175d4b1,True,"The survey asks about the EU's role in protecting the environment and tackling climate change, which matches the vote's focus on environmentally-friendly practices, animal welfare, and higher sanctions for infringing rules related to the environment.",opinion_forward,The question asks for citizens' opinion about what the EU SHOULD do through the Common Agricultural Policy (CAP) regarding protecting the environment and tackling climate change.,substantive,"This vote concerns climate- and environmentally-friendly practices, SME support, crisis management for farmers, and increased sanctions for rule infringements.",,2020-10-23 16:26:00,False
