question_id,question_text,file_name,vote_id,vote_summary,similarity_score,llm_score,llm_explanation,llm_go
QD5_6,"QD5.6. Have you ever heard, read or seen anything about the following EU legislation?:-GDPR, which provides a set of rules across the EU to help individuals control the collection and processing of their personal information","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_BP.xlsx",150936,"The European Parliament adopted by 625 votes to 3, with 2 abstentions, following a special legislative procedure (consultation), a legislative resolution on the proposal for a Council regulation amending Regulation (EU) No 389/2012 as regards the exchange of information maintained in the electronic registers concerning economic operators who move excise goods between Member States for commercial purposes.
Parliament approved the Commission proposal without amendments.
Council Regulation (EU) No ",0.6659016609191895,9,Both topics concern EU legislation,True
QD5_6,"QD5.6. Have you ever heard, read or seen anything about the following EU legislation?:-GDPR, which provides a set of rules across the EU to help individuals control the collection and processing of their personal information","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_B.xlsx",150936,"The European Parliament adopted by 625 votes to 3, with 2 abstentions, following a special legislative procedure (consultation), a legislative resolution on the proposal for a Council regulation amending Regulation (EU) No 389/2012 as regards the exchange of information maintained in the electronic registers concerning economic operators who move excise goods between Member States for commercial purposes.
Parliament approved the Commission proposal without amendments.
Council Regulation (EU) No ",0.6659016609191895,9,Both topics concern EU legislation,True
QD5_6,"QD5.6. Have you ever heard, read or seen anything about the following EU legislation?:-GDPR, which provides a set of rules across the EU to help individuals control the collection and processing of their personal information","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_BP.xlsx",159752,"The European Parliament adopted by 481 votes to 31, with 71 abstentions, a resolution on the proposal for a regulation of the European Parliament and of the Council on harmonised rules on fair access to and use of data (Data Act).
Parliament’s position adopted at first reading following the ordinary legislative procedure amended the Commission proposal as follows:
The new legislation establishes rules on sharing data generated by the use of connected products or related services (e.g. Internet o",0.665824294090271,9,Both discuss EU data regulations,True
QD5_6,"QD5.6. Have you ever heard, read or seen anything about the following EU legislation?:-GDPR, which provides a set of rules across the EU to help individuals control the collection and processing of their personal information","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_B.xlsx",159752,"The European Parliament adopted by 481 votes to 31, with 71 abstentions, a resolution on the proposal for a regulation of the European Parliament and of the Council on harmonised rules on fair access to and use of data (Data Act).
Parliament’s position adopted at first reading following the ordinary legislative procedure amended the Commission proposal as follows:
The new legislation establishes rules on sharing data generated by the use of connected products or related services (e.g. Internet o",0.665824294090271,9,Both discuss EU data regulations,True
QC2,"QC2. Thinking about the EU's response to the coronavirus pandemic, to what extent do you trust the EU or not to make the right decisions in the future?",Lien_vers_eb98_volume_B.xlsx,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, d",0.6656332612037659,6,"The vote discusses foreign and security policy, while the survey question is about trust in the EU's response to the coronavirus pandemic.",False
QA5_5,QA5.5. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Ensuring a sustainable way to produce food,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,155937,"The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",0.6653347611427307,8,"The vote discusses sustainable food production through self-sufficiency and reducing waste, which aligns with ensuring a sustainable way to produce food.",True
Q5_1,Q5_1 Through the EU Recovery Plan ‘NextGenerationEU’ Member States agreed to provide financial support to each other to emerge stronger from the COVID-19 pandemic. Do you think that this is a good or bad approach…?…for [COUNTRY] | Base: All,Lien_vers_fl_515_volume_B.xlsx,140921,"The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas",0.6651360988616943,8,Both discuss EU financial support for Member States during COVID-19 recovery,True
QE2_7,QE2.7. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,183225,"The European Parliament adopted by 395 votes to 197, with 70 abstentions, a resolution on the implementation of the common security and defence policy - annual report 2025.
Parliament stressed that Russia represents the principal and most significant threat to the EU and its Member States and emphasised the gravity and urgency of the threats that Russia and its allies, such as Belarus, Iran, and North Korea, pose to European security. It reaffirmed its unwavering support for the sovereignty and ",0.6646627187728882,6,"The vote discusses Russia's threat to EU security, which is a context relevant to Ukraine's potential EU membership.",False
QE5,"QE5. The European Union has designed a recovery plan of more than 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",Lien_vers_eb98_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.664574921131134,9,Both discuss the EU recovery plan and its effectiveness in addressing economic challenges,True
Q10_10,"Q10_10 How confident are you in the following when it comes to defending democracy in [COUNTRY]? EU institutions, including the European Court of Justice",Lien_vers_fl_522_volume_B.xlsx,164555,"Democracy, the rule of law, and fundamental rights at risk across the EU
Civil society, media, independent authorities, and vulnerable groups under threat in several member states
MEPs point to specific or systemic threats in Spain, France, Greece, Slovakia, Malta and Hungary",0.6645578145980835,9,Both discuss confidence in EU institutions defending democracy,True
Q13,"Q13 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 723 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_538_volume_B.xlsx,151811,"The European Parliament adopted by 459 votes to 33, with 56 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2021.
Members recalled that 2021 was a challenging year in which the impact of the COVID-19 pandemic required the adaptation of control strategies and a focus on prevention through specific mitigating measures and targeted actions to detect irregularities and fraud.
In 2021, EU funding was available under the Multian",0.6641621589660645,6,"The vote is about EU financial matters and fraud prevention, while the survey question is about the COVID-19 recovery plan.",False
Q7_1,"Q7_1 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. The EU’s plan aiming to tackle climate change and transform the EU into a competitive, green, climate neutral economy by 2050., i.e. the European Green Deal",Lien_vers_fl_539_volume_B.xlsx,117284,"The European Parliament adopted by 593 votes to 80, with 13 abstentions, a resolution tabled by the Committee on the Environment, Public Health and Food Safety on the European Year of Greener Cities 2022.
Members pointed out that 72% of EU citizens now live in towns and cities or in the suburbs, and that the share of the urban population continues to grow and could reach 80% in 2020. These figures underline the important role that greener cities can play in achieving the objectives of the Paris ",0.6641353964805603,9,Both the vote and the survey question are about promoting green initiatives in the EU.,True
T124,"QB3.8 For each of the following statements, please tell me whether you totally agree, tend to agree, tend to disagree or totally disagree. :-Each EU Member State should have a minimum wage for workers",eb_93_volume_B.xlsx,147342,"The minimum wage should ensure a decent standard of living
EU rules to respect national wage-setting practices
Collective bargaining to be strengthened in countries where it covers fewer than 80% of workers
Right to redress for workers, their representatives and trade union members if rules are violated",0.6638383269309998,9,"The vote discusses minimum wage and workers' rights, which are central to the survey question about a minimum wage for workers.",True
Q4_1,"Q4_1 In fact, all citizens of the EU Member States are “citizens of the European Union” since 1993. Do you know if, as an EU citizen, you have the following rights? The right to reside in any Member State of the European Union, subject to certain conditions like having sufficient resources for yourself and your family members | Base: All",Lien_vers_fl_528_volume_B.xlsx,163001,"The European Parliament adopted by 437 votes to 158, with 41 abstentions, a resolution on the implementation of Treaty provisions on EU citizenship.
Members believe that EU citizenship comprises the shared and common European democratic identity and the specific rights, civic duties and freedoms attached to it, and that the exercise of those rights, both online and offline, strengthens citizens' link with the EU and its democratic legitimacy, as well as offering them additional rights.
The poten",0.6632581353187561,9,Both discuss EU citizenship rights,True
Q6,Q6 The next European elections will be held in June 2024. How likely do you think you are to vote in these elections?,Lien_vers_fl_539_volume_B.xlsx,178399,"The European Parliament adopted by 388 votes to 186, with 34 abstentions, a resolution on the stocktaking of the European elections 2024.
The 2024 European elections recorded the highest turnout of any European Parliament election in the last 25 years, with 50.74% of voters turning out to vote (a slight increase compared to 2019, when turnout was 50.66%), providing a strong and positive signal of European citizens' interest in European affairs. Turnout figures vary considerably across Member Sta",0.6631371378898621,9,"The vote is about the European elections in 2024, which is the same topic as the survey question.",True
Q12,Q12 The European Commission has decided to make 2022 the ‘European Year of Youth’ to support the generation that has sacrificed the most during the COVID-19 pandemic. What are the key themes you think the European Year of Youth should focus on? You can select up to three answers. [MULTIPLE ANSWERS] | Base: All,Lien_vers_fl_502_volume_B.xlsx,147522,"The European Parliament adopted by 522 votes to 12, with 79 abstentions, a resolution on the impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU.
In the aftermath of the Covid-19 pandemic, Europe's youth face a mental health crisis. The closure of early childhood education and care provision facilities, schools, universities, spaces for youth welfare and youth work, as well as of extracurricular activities, cultural spaces and ",0.6630882620811462,9,"The vote focuses on the impact of COVID-19 on youth, which aligns with the survey question's theme of supporting Europe's youth during the pandemic.",True
QA5_6,QA5.6. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Protecting the environment and tackling climate change,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,137260,"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",0.6630619764328003,9,"The vote strengthens biodiversity and adheres to EU environmental and climate laws, which are key aspects of protecting the environment and tackling climate change as per the survey question.",True
QA5_6,QA5.6. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Protecting the environment and tackling climate change,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,137271,"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",0.6630619764328003,9,"The vote strengthens biodiversity and adheres to EU environmental and climate laws, which are key aspects of protecting the environment and tackling climate change as per the survey question.",True
QA5_6,QA5.6. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Protecting the environment and tackling climate change,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,137235,"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",0.6630619764328003,9,"The vote strengthens biodiversity and adheres to EU environmental and climate laws, which are key aspects of protecting the environment and tackling climate change as per the survey question.",True
QE5,"QE5. The European Union has designed a recovery plan of more than 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",Lien_vers_eb98_volume_B.xlsx,140921,"The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas",0.6628060936927795,9,"The vote concerns the EU's recovery plan, which includes NextGenerationEU, the same plan mentioned in the survey question.",True
T88,"QA25 Thinking about EU's response to the Coronavirus outbreak, to what extent do you trust or not the EU to make the right decisions in the future? (N)",eb_93_volume_B.xlsx,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.6620541214942932,8,Both discuss the EU's response to the Coronavirus outbreak,True
QA7_2,QA7.2. How important do you think the following priorities of the Common Agricultural Policy (CAP) are?  :-Strengthening the farmer's role in the food chain,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.661920428276062,8,"The vote focuses on supporting farmers and reducing administrative burden, which aligns with strengthening the farmer's role in the food chain as mentioned in the survey question.",True
Q5_5,Q5_5 To what extent do you agree or disagree with each of the following statements? The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY) | Base: All,Lien_vers_fl_505_volume_B.xlsx,136905,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccine",0.6615868806838989,9,"The vote is about ensuring transparency in the development, purchase and distribution of COVID-19 vaccines at EU level, which directly relates to the survey question about access to vaccines.",True
Q5_5,Q5_5 To what extent do you agree or disagree with each of the following statements? The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY) | Base: All,fl_494_volume_B.xlsx,136905,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccine",0.6615868806838989,9,"The vote is about ensuring transparency in the development, purchase and distribution of COVID-19 vaccines at EU level, which directly relates to the survey question about access to vaccines.",True
Q7_1,"Q7_1 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. The EU’s plan aiming to tackle climate change and transform the EU into a competitive, green, climate neutral economy by 2050., i.e. the European Green Deal",Lien_vers_fl_539_volume_B.xlsx,135106,"The European Parliament adopted by 518 votes to 130, with 47 abstentions, amendments to the proposal for a decision of the European Parliament and of the Council on a General Union Environment Action Programme to 2030 (8th Environment Action Programme).
The matter was referred back to the competent committee for inter-institutional negotiations.
The main amendments adopted in plenary are as follows
As the EU's overall action programme for the environment, the 8th EAP should build on the European",0.6611735224723816,9,"The vote is adopting amendments to an environment action program that aims to tackle climate change and transform the EU into a green economy by 2030, which directly aligns with the survey question's topic of the European Green Deal.",True
T25,QA8.3 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Encouraging young people to enter the agricultural sector (N),ebs_504_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.660760760307312,8,"The vote aims to remove barriers and provide support for farmers, which could potentially encourage young people to enter the agricultural sector.",True
T25,QA14 The Coronavirus crisis made you reflect on the future of the European Union:,ebs_500_volume_B.xlsx,116295,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference",0.659907341003418,9,"The vote is about the EU's response to a health crisis, which aligns closely with the reflection on the future of the EU prompted by the Coronavirus crisis in the survey question.",True
T78,"QA21a.2 In general, how satisfied are you with the measures taken to fight the Coronavirus outbreak by .? (N):-The European Union institutions",eb_93_volume_B.xlsx,142375,"The European Parliament adopted by 499 votes to 67, with 5 abstentions, a resolution on the discharge for implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control.
This resolution includes, for the EU agencies, the cross-cutting observations accompanying the discharge decisions.
Members welcomed the agencies' efforts to maintain high standards of work and high quality outputs despite the limitations imposed by the COVI",0.6585148572921753,8,The vote discusses measures taken to fight the Coronavirus outbreak by EU institutions.,True
QA20_2,"QA20.2. Compared with ten years ago, do you think that the level of food security in the EU has increased, stayed the same or decreased in…  :-The EU as a whole",Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,146836,"The European Parliament adopted by 602 votes to 15, with 20 abstentions, a resolution on addressing food security in developing countries.
Parliament recalled that hunger and food insecurity are again increasing across the world (around 660 million people might continue to face hunger by 2030) and that it is highly unlikely that the nutritional targets will be met by 2025 or that hunger will be eradicated by 2030 which is the ambition by SDG2 ‘ Zero Hunger ’.
Recalling that the right to food is ",0.6575798988342285,8,"Both discuss food security, although one is global and the other EU-focused",True
Q10_2,Q10_2 How much do you agree or disagree with each of the following statements? Democracy is under threat in the EU,Lien_vers_fl_514_volume_B.xlsx,151796,"The European Parliament adopted by 438 votes to 75, with 121 abstentions, a resolution on human rights and democracy in the world and the European Union’s policy on the matter – annual report 2022.
Members express deep concerns at the grave threats to human rights and democracy worldwide, noting that the number of democracies has continued to decline, while the number of authoritarian regimes has grown and nearly 75 % of the world’s population have experienced a deterioration in the situation of",0.6575264930725098,9,"The vote discusses threats to democracy worldwide, which is closely related to the statement about democracy being under threat in the EU.",True
Q3,Q3 Are you aware that the EU regional policy supports the economic recovery in the context of the COVID-19 pandemic? | Base: All,fl_497_volume_B.xlsx,153347,"The European Parliament adopted by 319 votes to 171, with 138 abstentions, a resolution on the European Semester for economic policy coordination: employment and social priorities for 2023.
Members highlighted the fact that the swift and coordinated EU policy action during the COVID-19 pandemic mitigated economic shocks and protected the population from the most adverse consequences of the crisis. They consider that although the fallout from Russia’s war of aggression against Ukraine poses multi",0.6575104594230652,9,The vote discusses the EU's policy action during the COVID-19 pandemic which is directly related to the economic recovery support mentioned in the survey question.,True
T13,"QE8.2 Do you think that currently, the EU is successful in driving positive, sustainable change around the world, in the following areas: :- In addressing climate change",ebs_512_volume_B.xlsx,126261,"The European Parliament adopted by 550 votes to 80, with 59 abstentions, a resolution on the EU strategy on adaptation to climate change.
According to estimates by the European Environment Agency (EEA), extreme weather and climate events accounted for EUR 426 billion in monetary terms in the EU-28 over the period 1980-2017. Damage costs from climate change are expected to be high, even if the Paris Agreement is implemented. Only an ambitious global mitigation policy can significantly reduce clim",0.6574921011924744,9,"The vote is about addressing climate change in the EU, which aligns closely with the survey question's focus on the EU's role in addressing climate change globally.",True
QA8_3,QA8.3. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Encouraging young people to enter the agricultural sector,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.657321572303772,9,"The vote aims to remove barriers and provide support for farmers, which could potentially encourage young people to enter the agricultural sector.",True
T11,QA5.5 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a sustainable way to produce food,ebs_504_volume_B.xlsx,155937,"The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",0.657249391078949,8,The vote discusses aspects of food production and waste reduction which are relevant to ensuring a sustainable way to produce food as per the survey question.,True
Q1,Q1 Are you familiar with the term “citizen of the European Union”? | Base: All,Lien_vers_fl_528_volume_B.xlsx,163001,"The European Parliament adopted by 437 votes to 158, with 41 abstentions, a resolution on the implementation of Treaty provisions on EU citizenship.
Members believe that EU citizenship comprises the shared and common European democratic identity and the specific rights, civic duties and freedoms attached to it, and that the exercise of those rights, both online and offline, strengthens citizens' link with the EU and its democratic legitimacy, as well as offering them additional rights.
The poten",0.6570944786071777,9,"The vote is about EU citizenship, which includes the term 'citizen of the European Union', directly addressing the survey question's topic.",True
QC1,"QC1. Bearing in mind the experience of Covid-19, do you think that the EU is now better prepared to respond to a new pandemic?",Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their ef",0.6569432616233826,9,"The vote discusses the EU's response to a pandemic, specifically in developing countries, which is directly related to the survey question about preparedness for a new pandemic.",True
Q10_1,Q10_1 The following statements are about interference by foreign countries in the politics and democracy of the European Union and its Member States. To what extent do you agree or disagree with each of the statements? It is justified that foreign countries aim to influence the outcome of elections in the EU to defend their interests | Base: All,Lien_vers_fl_528_volume_B.xlsx,171271,"The European Parliament adopted by 441 votes to 178, with 34 abstentions, a decision on setting up a special committee on the European Democracy Shield, and defining its responsibilities, numerical strength and term of office.
Member recalled that foreign interference constitutes a serious violation of the universal values and principles on which the Union is founded, such as human dignity, freedom, equality, solidarity, respect for human rights and fundamental freedoms, democracy and the rule o",0.6569038033485413,9,"The vote is about addressing foreign interference in EU elections, which aligns closely with the survey question's topic.",True
T72,QA31 And what should the European Union now prioritise in its response to the Coronavirus pandemic? MAX. 3 ANSWERS,ebs_500_volume_B.xlsx,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, d",0.6567650437355042,2,"The vote is about foreign and security policy, not the Coronavirus pandemic response.",False
Q7_1,"Q7_1 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. The European Green Deal, i.e. the EU’s plan aiming to tackle climate change and transform the EU into a competitive, green economy, climate neutral by 2050.",fl_500_volume_B.xlsx,117284,"The European Parliament adopted by 593 votes to 80, with 13 abstentions, a resolution tabled by the Committee on the Environment, Public Health and Food Safety on the European Year of Greener Cities 2022.
Members pointed out that 72% of EU citizens now live in towns and cities or in the suburbs, and that the share of the urban population continues to grow and could reach 80% in 2020. These figures underline the important role that greener cities can play in achieving the objectives of the Paris ",0.6567043662071228,9,Both the vote and the survey question are about promoting green initiatives within the EU.,True
QB3,"QB3. The European Union has designed a recovery plan of 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges",Lien_vers_Eurobaromètre_Standard_STD102_Autumn_2024_volume_B.xlsx,140921,"The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas",0.6566086411476135,9,"The vote concerns the EU's recovery plan, specifically the Multiannual Financial Framework (MFF), which includes NextGenerationEU. This directly relates to the survey question about the effectiveness of the EU's recovery plan.",True
T13,QA6.4 To what extent do you agree or disagree with the following statements about the Conference on the Future of Europe:-The Conference should deal in priority with how the EU could better handle crises such as the coronavirus outbreak,ebs_500_volume_B.xlsx,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.6564854383468628,9,"The vote discusses the EU's response to a crisis and advocates for reforms driven by the Conference on the Future of Europe, which aligns closely with the survey question's focus on the EU handling crises such as the coronavirus outbreak.",True
QE2_6,QE2.6. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Providing financial support to Ukraine,Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,150407,"The European Parliament adopted by 490 votes to 39, with 23 abstentions, a legislative resolution on the draft Council regulation amending Regulation (EU, Euratom) 2020/2093 laying down the multiannual financial framework for the years 2021 to 2027.
Parliament gave its consent to the draft Council regulation.
Following Russia's war of aggression against Ukraine, the EU is supporting Ukraine through a series of financial measures. This support is provided on an ad hoc basis for a limited period o",0.6563571691513062,9,"The vote provides financial support to Ukraine, which is a direct response to Russia's invasion of Ukraine as mentioned in the survey question.",True
QE2_6,QE2.6. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Providing financial support to Ukraine,Lien_vers_eb98_volume_B.xlsx,150407,"The European Parliament adopted by 490 votes to 39, with 23 abstentions, a legislative resolution on the draft Council regulation amending Regulation (EU, Euratom) 2020/2093 laying down the multiannual financial framework for the years 2021 to 2027.
Parliament gave its consent to the draft Council regulation.
Following Russia's war of aggression against Ukraine, the EU is supporting Ukraine through a series of financial measures. This support is provided on an ad hoc basis for a limited period o",0.6563571691513062,9,"The vote provides financial support to Ukraine, which is a direct response to Russia's invasion of Ukraine as mentioned in the survey question.",True
Q1_2,"Q1_2 Imagine a major crisis affecting [YOUR COUNTRY] and surrounding countries. How effective or not do you think the EU’s response would be in each of the following situations? Providing relief for large natural disasters (e.g. floods, wildfires, earthquakes)",Lien_vers_fl_546_volume_B.xlsx,169701,"Support from the EU Solidarity Fund for Italy, Slovenia, Austria, Greece, and France following severe floods in 2023
Assistance will cover part of the costs of emergency and recovery operations
EU aid should be expanded in view of the increasing number of natural disasters in Europe, MEPs say",0.655907928943634,10,The vote directly addresses the scenario of a major crisis affecting multiple countries and the EU's response to natural disasters.,True
T29,QA8.7 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Ensuring sustainable management of natural resources (N),ebs_504_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.6557995080947876,6,"The vote focuses on budget, payments, and barriers for farmers, not explicitly addressing sustainable management of natural resources.",False
T71,"QA30.2 In general, how satisfied are you with the measures taken to fight the Coronavirus pandemic by...?:-The European Union institutions",ebs_500_volume_B.xlsx,116295,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference",0.6552795171737671,9,"The vote is about the EU's public health strategy post-COVID-19, which directly relates to measures taken to fight the Coronavirus pandemic.",True
Q15_2,"Q15_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_508_volume_B.xlsx,137987,"The European Parliament adopted by 553 votes to 29, with 115 abstentions, a resolution on the evaluation of preventive measures for avoiding corruption, irregular spending and misuse of EU and national funds in case of emergency funds and crisis-related spending areas.
The Recovery and Resilience Facility, with an envelope of more than EUR 670 billion, and REACT-EU, with an envelope of more than EUR 50 billion, are powerful tools to help EU countries recover.
NextGenerationEU is a temporary reco",0.6548513770103455,8,Both discuss EU financial support for Member States during COVID-19 crisis,True
