question_id,question_clean,question_original,survey_file,survey_date,vote_id,vote_summary_original,vote_date,days_between,similarity_score,source,vote_summary_clean
gvsrdcc,How likely is it that governments in enough countries will take action to reduce climate change?,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 43And how likely do you think it is that governments in enough countries will take action that reduces climate change?",ESS8e02_3,2016-06-01,110615,"The European Parliament adopted by 429 votes to 225, with 19 abstentions, a resolution on climate and environmental emergency.
The text adopted in plenary had been tabled as a joint resolution by the S&D, Renew and GUE/NGL groups.
Parliament declared a climatic and environmental emergency, considering that immediate and ambitious action is crucial to limiting global warming to 1.5ºC and avoiding a massive loss of biodiversity. It undertook to take urgent and concrete measures to combat and conta",2019-11-28,1275,0.5544064044952393,ESS,"The European Parliament passed a resolution declaring a climate and environmental emergency, calling for immediate and ambitious action to limit global warming to 1.5°C and prevent biodiversity loss. The new Commission is tasked with assessing the climate and environmental impact of all legislative and budgetary proposals."
testji6,How likely is it that governments in enough countries will take action to reduce climate change?,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 91And how likely do you think it is that governments in enough countries will take action that reduces climate change?",ESS11e04_1,2023-06-01,181375,"The European Parliament adopted by 379 votes to 248, with 10 abstentions, amendments to the proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) 2021/1119 establishing the framework required to achieve climate neutrality.
The issue has been referred back to the committee responsible for interinstitutional negotiations.
Parliament supports the proposal to amend the European Climate Law, which sets a binding EU climate target for 2040 of reducing net gre",2025-11-13,896,0.5542080402374268,ESS,"The European Parliament passed an amendment to strengthen climate neutrality goals, aiming for a 90% reduction in greenhouse gas emissions by 2040 compared to 1990 levels. Further discussions on post-2030 targets are ongoing."
lkredcc,How likely is it that limiting energy use by many people would help reduce climate change?,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 43Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",ESS8e02_3,2016-06-01,147705,"Share of renewable energy to be raised to 45% by 2030
Energy savings targets increased to 40% of final energy consumption, and 42.5% of primary energy consumption
Revision of two laws will help fight climate change and boost energy security",2022-09-14,2296,0.5538169145584106,ESS,"The European Parliament voted to increase the share of renewable energy to 45% by 2030 and set higher energy savings targets (40% for final consumption, 42.5% for primary consumption), aiming to combat climate change and enhance energy security."
testii5,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 87How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,147705,"Share of renewable energy to be raised to 45% by 2030
Energy savings targets increased to 40% of final energy consumption, and 42.5% of primary energy consumption
Revision of two laws will help fight climate change and boost energy security",2022-09-14,835,0.5523038506507874,ESS,"The European Parliament voted to increase the share of renewable energy to 45% by 2030 and set higher energy savings targets (40% for final consumption, 42.5% for primary consumption), aiming to combat climate change and enhance energy security."
pltaviec,Do politicians in [country] consider the views of other European governments when making decisions?,In country politicians take into account the views of other European governments: STILL CARD 38And to what extent does this statement apply in [country]? Politicians in [country] take into account the views of other European governments before making decisions.,ESS6e02_7,2012-06-01,183397,"The European Parliament adopted by 392 votes to 179, with 83 abstentions, a resolution on the implementation of the common foreign and security policy - annual report 2025.
In an increasingly unstable international environment, Members asserted that, to remain influential on the international stage, the EU needs to pursue a determined, disciplined, and firm foreign policy that serves its own strategic objectives and continue to defend its interests worldwide. The EU's external action should be g",2026-01-21,4982,0.5522079467773438,ESS,"The European Parliament approved a resolution on the implementation of the common foreign and security policy for 2025, emphasizing the need for a decisive, disciplined, and firm EU foreign policy in an unstable global environment. The policy should uphold EU values such as democracy, rule of law, and human rights to maintain influence and protect interests worldwide."
icvacc19,Is a COVID-19 vaccine approved by the national regulatory authority and available to the public in Slovenia?,"COVID-19 vaccine approved by national regulatory authority and available to the public in country: INTERVIEWER: IS A CORONAVIRUS VACCINE APPROVED BY THE NATIONAL REGULATORY
AUTHORITY AND AVAILABLE TO THE PUBLIC IN SLOVENIA?",ESS10e03_3,2020-06-01,130848,"The European Parliament adopted by 616 votes to 29, with 45 abstentions, a resolution on the accessibility and affordability of COVID testing.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR, The Left groups.
The resolution highlighted that effective testing is considered as a decisive tool to contain the spread of SARS-CoV-2 and its variants of concern, detect infections and limit isolation and quarantine measures, and will continue to play a key role in facilitat",2021-04-29,332,0.5513569712638855,ESS,"The European Parliament passed a resolution (616-29, 45 abstentions) on COVID testing accessibility and affordability, emphasizing its role in controlling SARS-CoV-2 spread and facilitating free movement during the pandemic. However, access varies significantly among Member States."
testii8,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 88How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,147705,"Share of renewable energy to be raised to 45% by 2030
Energy savings targets increased to 40% of final energy consumption, and 42.5% of primary energy consumption
Revision of two laws will help fight climate change and boost energy security",2022-09-14,835,0.5488923788070679,ESS,"The European Parliament voted to increase the share of renewable energy to 45% by 2030 and set higher energy savings targets (40% for final consumption, 42.5% for primary consumption), aiming to combat climate change and enhance energy security."
testii2,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 86How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,147705,"Share of renewable energy to be raised to 45% by 2030
Energy savings targets increased to 40% of final energy consumption, and 42.5% of primary energy consumption
Revision of two laws will help fight climate change and boost energy security",2022-09-14,835,0.548398494720459,ESS,"The European Parliament voted to increase the share of renewable energy to 45% by 2030 and set higher energy savings targets (40% for final consumption, 42.5% for primary consumption), aiming to combat climate change and enhance energy security."
eqparep,Do you support or oppose a law that equally divides parliamentary seats between women and men?,"Dividing the number of seats in parliament equally between women and men: CARD 64Using this card, to what extent are you in favour or against a legal measure that requires dividing the number of seats in Parliament equally between women and men?",ESS11e04_1,2023-06-01,173708,"The European Parliament adopted by 377 votes to 279, with 16 abstentions, following a special legislative procedure (consultation), a legislative resolution on the proposal for a Council regulation on strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement.
Parliament approved the Commission's proposal subject to the following amendments:
The proposal provides that data ele",2025-04-02,671,0.5457480549812317,ESS,"The European Parliament approved, by a majority of 377 votes to 279, a regulation strengthening the security of identity cards and residence documents for EU citizens. The approval is subject to amendments requiring compliance with ICAO document 9303 specifications regarding data elements on identity cards."
gvsrdcc,How likely is it that governments in enough countries will take action to reduce climate change?,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 43And how likely do you think it is that governments in enough countries will take action that reduces climate change?",ESS8e02_3,2016-06-01,181375,"The European Parliament adopted by 379 votes to 248, with 10 abstentions, amendments to the proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) 2021/1119 establishing the framework required to achieve climate neutrality.
The issue has been referred back to the committee responsible for interinstitutional negotiations.
Parliament supports the proposal to amend the European Climate Law, which sets a binding EU climate target for 2040 of reducing net gre",2025-11-13,3452,0.5452867746353149,ESS,"The European Parliament passed an amendment to strengthen climate neutrality goals, aiming for a 90% reduction in greenhouse gas emissions by 2040 compared to 1990 levels. Further discussions on post-2030 targets are ongoing."
testjc38,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of  people limit energy use: STILL CARD 31How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS11e04_1,2023-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,40,0.5452605485916138,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
testjc41,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 32How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS11e04_1,2023-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,40,0.5451444387435913,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
testic35,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 32How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,1135,0.5451444387435913,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
inctxff,"Do you support increasing taxes on fossil fuels (oil, gas, coal) to help reduce climate change in [country]?","Favour increase taxes on fossil fuels to reduce climate change: ASK ALL CARD 44To what extent are you in favour or against the following policies in [country] to reduce climate change? Increasing taxes on fossil fuels, such as oil, gas and coal.READ OUT EACH STATEMENT AND CODE IN GRID",ESS8e02_3,2016-06-01,147705,"Share of renewable energy to be raised to 45% by 2030
Energy savings targets increased to 40% of final energy consumption, and 42.5% of primary energy consumption
Revision of two laws will help fight climate change and boost energy security",2022-09-14,2296,0.5443228483200073,ESS,"The European Parliament voted to increase the share of renewable energy to 45% by 2030 and set higher energy savings targets (40% for final consumption, 42.5% for primary consumption), aiming to combat climate change and enhance energy security."
testic38,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 33How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,1135,0.5441712141036987,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
testii6,How likely is it that governments in enough countries will take action to reduce climate change?,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 87And how likely do you think it is that governments in enough countries will take action that reduces climate change?",ESS10e03_3,2020-06-01,181375,"The European Parliament adopted by 379 votes to 248, with 10 abstentions, amendments to the proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) 2021/1119 establishing the framework required to achieve climate neutrality.
The issue has been referred back to the committee responsible for interinstitutional negotiations.
Parliament supports the proposal to amend the European Climate Law, which sets a binding EU climate target for 2040 of reducing net gre",2025-11-13,1991,0.5436764359474182,ESS,"The European Parliament passed an amendment to strengthen climate neutrality goals, aiming for a 90% reduction in greenhouse gas emissions by 2040 compared to 1990 levels. Further discussions on post-2030 targets are ongoing."
testjc35,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 30How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS11e04_1,2023-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,40,0.5431182980537415,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
gvbalc19,How do you think the government balanced protecting the economy and people's health during the COVID-19 response in [country]? (Scale provided),How the government balanced protecting the economy and people's health when responding to COVID-19 in country: CARD 95There are different views on how the [country] government balanced protecting the economy and protecting people's health when responding to the coronavirus pandemic. Please say how you think the [country] government responded using the scale on this card.,ESS10e03_3,2020-06-01,130841,"The European Parliament adopted by 597 votes to 51, with 43 abstentions a resolution on the COVID-19 pandemic in Latin America.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA and ECR groups.
Latin America has been the one of the regions worst hit by COVID-19. It has accumulated at present more than a fifth of global deaths from coronavirus.
COVID-19 disproportionately affects low and middle-income and developing countries and groups in situations of vulnerability, incl",2021-04-29,332,0.5427916646003723,ESS,"The European Parliament passed a resolution (597-51, 43 abstentions) addressing the COVID-19 crisis in Latin America, a region heavily impacted by the pandemic. The text was proposed by multiple groups, focusing on the disproportionate impact on vulnerable populations and potential use of the crisis for repression."
gvconc19,Do you believe that COVID-19 is a result of deliberate and concealed actions by certain governments or organizations?,"COVID-19 is result of deliberate and concealed efforts of some government or organisation: CARD 97
Using this card, please tell me how much you agree or disagree with the following statement.Coronavirus is the result of deliberate and concealed efforts of some government or organisation",ESS10e03_3,2020-06-01,130841,"The European Parliament adopted by 597 votes to 51, with 43 abstentions a resolution on the COVID-19 pandemic in Latin America.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA and ECR groups.
Latin America has been the one of the regions worst hit by COVID-19. It has accumulated at present more than a fifth of global deaths from coronavirus.
COVID-19 disproportionately affects low and middle-income and developing countries and groups in situations of vulnerability, incl",2021-04-29,332,0.5421388149261475,ESS,"The European Parliament passed a resolution (597-51, 43 abstentions) addressing the COVID-19 crisis in Latin America, a region heavily impacted by the pandemic. The text was proposed by multiple groups, focusing on the disproportionate impact on vulnerable populations and potential use of the crisis for repression."
testii9,How likely is it that governments in enough countries will take action to reduce climate change?,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 88And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",ESS10e03_3,2020-06-01,181375,"The European Parliament adopted by 379 votes to 248, with 10 abstentions, amendments to the proposal for a regulation of the European Parliament and of the Council amending Regulation (EU) 2021/1119 establishing the framework required to achieve climate neutrality.
The issue has been referred back to the committee responsible for interinstitutional negotiations.
Parliament supports the proposal to amend the European Climate Law, which sets a binding EU climate target for 2040 of reducing net gre",2025-11-13,1991,0.5415102243423462,ESS,"The European Parliament passed an amendment to strengthen climate neutrality goals, aiming for a 90% reduction in greenhouse gas emissions by 2040 compared to 1990 levels. Further discussions on post-2030 targets are ongoing."
gvconc19,Do you believe that COVID-19 is a result of deliberate and concealed actions by certain governments or organizations?,"COVID-19 is result of deliberate and concealed efforts of some government or organisation: CARD 97
Using this card, please tell me how much you agree or disagree with the following statement.Coronavirus is the result of deliberate and concealed efforts of some government or organisation",ESS10e03_3,2020-06-01,136905,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccine",2021-10-21,507,0.5404495000839233,ESS,"The European Parliament passed a resolution, 458-149, urging full transparency in EU COVID-19 vaccine development, purchase, and distribution to boost citizens' trust. This is seen as crucial for future public health emergencies."
testic41,How likely is it that many people will voluntarily reduce their energy use to combat climate change?,"How likely, large numbers of people limit energy use: STILL CARD 34How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",ESS10e03_3,2020-06-01,156757,"Energy efficiency directive sets new savings targets for 2030
11,7% reduction in energy consumption at EU level
New law will help fight climate change and boost energy security",2023-07-11,1135,0.5396617650985718,ESS,"The Energy Efficiency Directive was approved, aiming for a 11.7% reduction in EU-level energy consumption by 2030. This move aims to combat climate change and enhance energy security."
prtclch,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS2e03_6,2004-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,7064,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtcldch,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS6e02_7,2012-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,4142,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtclcch,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS5e03_6,2010-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,4873,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtclech,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS7e02_3,2014-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,3412,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtclfch,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS8e02_3,2016-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,2681,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtclhch,What political party in Switzerland do you feel closest to?," Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS11e04_1,2023-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,125,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtclbch,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS4e04_6,2008-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,5603,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtclgch,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS9e03_3,2018-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,1951,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
prtclach,What political party in Switzerland do you feel closest to?,"Which party feel closer to, Switzerland: Which one? (Switzerland)",ESS3e03_7,2006-06-01,158469,"The European Parliament adopted by 538 votes to 42, with 43 abstentions, a resolution on EU-Switzerland relations.
Members recalled that the European Union and Switzerland are close cultural and political allies who share the same values, such as democracy, the rule of law, human rights, the protection of minorities, social equality and social and environmental sustainability. The EU and Switzerland are major economic partners with an interest in shared economic prosperity. They enjoy a long-sta",2023-10-04,6334,0.5385653376579285,ESS,"The European Parliament approved a resolution strengthening EU-Switzerland relations, emphasizing their shared values and economic partnership. The resolution underscores the EU's desire to collaborate with Switzerland on various issues."
ownrdcc,How likely does limiting personal energy use help in reducing climate change?,"How likely, limiting own energy use reduce climate change: STILL CARD 43How likely do you think it is that limiting your own energy use would help reduce climate change?",ESS8e02_3,2016-06-01,141284,"Energy infrastructure policy to help achieve climate neutrality goals
Funds should support hydrogen, and carbon capture and storage
Projects should also increase security of supply",2022-04-05,2134,0.5382680296897888,ESS,"The European Parliament voted to approve an energy infrastructure policy aimed at reaching climate neutrality. The policy focuses on funding for hydrogen and carbon capture and storage, as well as enhancing energy supply security."
hscopc19,How satisfied are you with the way health services in [country] handled the COVID-19 pandemic and its consequences?,"How satisfied with the way health services coped with COVID-19 and its consequences in country: STILL CARD 94Still using this card, please tell me how satisfied you are with the way health services in [country] coped with the coronavirus pandemic and its consequences?",ESS10e03_3,2020-06-01,130841,"The European Parliament adopted by 597 votes to 51, with 43 abstentions a resolution on the COVID-19 pandemic in Latin America.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA and ECR groups.
Latin America has been the one of the regions worst hit by COVID-19. It has accumulated at present more than a fifth of global deaths from coronavirus.
COVID-19 disproportionately affects low and middle-income and developing countries and groups in situations of vulnerability, incl",2021-04-29,332,0.5370985269546509,ESS,"The European Parliament passed a resolution (597-51, 43 abstentions) addressing the COVID-19 crisis in Latin America, a region heavily impacted by the pandemic. The text was proposed by multiple groups, focusing on the disproportionate impact on vulnerable populations and potential use of the crisis for repression."
trstep,How much do you personally trust the European Parliament (on a scale of 0-10)?,"Trust in the European Parliament: CARD 9Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out. 0 means you do not trust an institution at all, and 10 means you have complete trust. Firstly... ...the European Parliament?READ OUT...",ESS11e04_1,2023-06-01,168342,"The European Parliament adopted by 464 votes to 115, with 13 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council on the transparency and integrity of Environmental, Social and Governance (ESG) rating activities.
The European Parliament’s position adopted at first reading under the ordinary legislative procedure amends the proposal as follows:
This Regulation introduces a common regulatory approach to enhance the integrity, transpar",2024-04-24,328,0.536882221698761,ESS,"The European Parliament passed a regulation aimed at enhancing the transparency and integrity of Environmental, Social, and Governance (ESG) rating activities by 464 votes to 115, with 13 abstentions. The new regulation aims to improve the reliability and good governance of ESG ratings, contributing to the sustainable finance agenda of the Union."
gvimpc19,"How much do you trust your national government to handle the effects of COVID-19 in [country]? (0 = no trust, 10 = complete trust)","To what extent trust the government to deal with the impact of COVID-19 in country: CARD 96Using this card, please tell me to what extent you trust the national government in [country] to deal with the impact of the coronavirus pandemic. Please answer on a score of 0-10 where 0 means you do not trust the government at all and 10 means you have complete trust.",ESS10e03_3,2020-06-01,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their ef",2021-06-23,387,0.5367810726165771,ESS,"The European Parliament passed a resolution (443 votes, 40 against, 209 abstentions) to address the impact of COVID-19 on developing countries. The pandemic has worsened debt problems in these nations, hindering their progress towards Sustainable Development Goals (SDGs). The economic fallout from anti-COVID measures risks increasing global inequalities."
sclcptp,"Have you participated in any social clubs, clubs for the young, clubs for the retired/elderly, women's groups, or friendly societies within the last 12 months? (Check all that apply)","Social club etc., last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",ESS1e06_7,2002-06-01,160063,"The European Parliament adopted by 499 votes to 56, with 52 abstentions, a resolution on the implementation of the European Solidarity Corps programme 2021-2027.
Members stressed that the visibility of the programme is still relatively low, particularly among regional and local youth organisations. With the European Year of Youth in 2022 proving to be a unique opportunity to enhance the programme’s visibility, it is necessary to employ sufficient means to promote the programme more widely and cr",2023-11-21,7843,0.5351186394691467,ESS,"The European Parliament passed a resolution (499 votes in favor, 56 against, 52 abstentions) to boost visibility for the European Solidarity Corps program 2021-2027. Recognizing the need for increased awareness among youth organizations, particularly at regional and local levels, they aim to leverage the European Year of Youth in 2022 to enhance the program's visibility and establish a recognizable brand. The Commission and national agencies are encouraged to collaborate more closely on best practices, procedures, and promotion efforts."
inctxff,"Do you support increasing taxes on fossil fuels (oil, gas, coal) to help reduce climate change in [country]?","Favour increase taxes on fossil fuels to reduce climate change: ASK ALL CARD 44To what extent are you in favour or against the following policies in [country] to reduce climate change? Increasing taxes on fossil fuels, such as oil, gas and coal.READ OUT EACH STATEMENT AND CODE IN GRID",ESS8e02_3,2016-06-01,151046,"Faster procedures to issue permits for renewable energy installations
A boost for the EU’s domestic production amid energy crisis
The scheme will reduce dependence on fossil fuels imported from Russia",2022-12-14,2387,0.5338706374168396,ESS,"The European Parliament voted to expedite permit processes for renewable energy projects, aiming to increase domestic energy production and decrease reliance on Russian fossil fuels during the energy crisis."
prtclme,What political party in Montenegro do you feel closest to?,"Which party feel closer to, Montenegro: Which one? (Montenegro)",ESS9e03_3,2018-06-01,131714,"The European Parliament adopted by 595 votes to 66, with 34 abstentions, a resolution on the 2019-2020 Commission reports on Montenegro.
Parliament welcomed Montenegro's continued commitment to the EU integration process and the overall progress. It proposed the swift implementation of the revised enlargement methodology to speed up the overall negotiation process and provide clear and tangible incentives of interest to the citizens of Montenegro.
Members welcomed the fact that the elections of ",2021-05-19,1083,0.5335237979888916,ESS,"The European Parliament approved a resolution on Montenegro's EU integration progress, praising its commitment and recent democratic elections. They suggested accelerating negotiations by implementing revised enlargement methodology to motivate citizens."
prtclame,What political party in Montenegro do you feel closest to?,"Which party feel closer to, Montenegro: Which one? (Montenegro)",ESS10e03_3,2020-06-01,131714,"The European Parliament adopted by 595 votes to 66, with 34 abstentions, a resolution on the 2019-2020 Commission reports on Montenegro.
Parliament welcomed Montenegro's continued commitment to the EU integration process and the overall progress. It proposed the swift implementation of the revised enlargement methodology to speed up the overall negotiation process and provide clear and tangible incentives of interest to the citizens of Montenegro.
Members welcomed the fact that the elections of ",2021-05-19,352,0.5335237979888916,ESS,"The European Parliament approved a resolution on Montenegro's EU integration progress, praising its commitment and recent democratic elections. They suggested accelerating negotiations by implementing revised enlargement methodology to motivate citizens."
