vote_id,summary,summary_clean
145872,"The European Parliament adopted a resolution by 463 votes to 43, with 81 abstentions, on the future of EU-Africa trade relations.
Africa is a key geographical priority in the EU's new trade strategy. Given the importance of a strengthened dialogue between the EU and Africa, Parliament stressed that the EU should do more to ensure that the partnership goes beyond the traditional donor-recipient relationship. The Commission should deepen and better structure its cooperation with African partners and therefore establish a regular high-level political dialogue with a parliamentary dimension involving also the European Parliament.
Parliament stressed the importance of creating a resilient, competitive and robust industrial base and infrastructure…","The European Parliament passed a resolution (463-43, 81 abstentions) to strengthen EU-Africa trade relations, emphasizing the need for a more dynamic partnership beyond traditional donor-recipient roles. The Commission was urged to establish a regular high-level political dialogue with a parliamentary dimension, focusing on creating a resilient, competitive industrial base and infrastructure in Africa."
146551,"The European Parliament adopted by 529 votes to 45, with 14 abstentions, a resolution on the candidate status of Ukraine, the Republic of Moldova and Georgia.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR groups and Members.
As a reminder, Russia has been carrying out an unprovoked, unjustified and illegal war of aggression against Ukraine since 24 February 2022. Ukraine applied for accession to the European Union on 28 February 2022 and Moldova and Georgia did so on 3 March 2022.
The people of Ukraine, Moldova and Georgia have for years consistently demonstrated unwavering support for the European course of their countries, embracing European principles and values however there is no ‘fast-track’ for EU…","The European Parliament passed a resolution (529 votes in favor, 45 against) to grant candidate status to Ukraine, Moldova, and Georgia amid Russia's ongoing aggression. The text was proposed by multiple groups, supporting these countries' pursuit of EU membership despite no 'fast-track' process."
146588,"The European Parliament adopted by 588 votes to 11, with 31 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council on contestable and fair markets in the digital sector (Digital Markets Act).
The European Parliament's position adopted at first reading under the ordinary legislative procedure amends the Commission's proposal as follows:
The purpose of this Regulation is to contribute to the proper functioning of the internal market by laying down harmonised rules ensuring for all businesses, contestable and fair markets in the digital sector across the Union where gatekeepers are present, to the benefit of business users and end users…","The European Parliament passed, with a large majority, the Digital Markets Act aimed at creating contestable and fair digital markets. The Act amends proposals to regulate digital sectors, focusing on ensuring fair competition for all businesses across the Union."
146601,"The European Parliament adopted by 437 votes to 94, with 39 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2020.
The annual report on the protection of the European Union's financial interests and the fight against fraud in 2020 (PIF report) highlights the risks associated with the COVID-19 pandemic, both in terms of revenue and expenditure. Indeed, COVID-19 is likely to offer new opportunities to fraudsters, due to the increased risks related to crisis management and the introduction of simplified and emergency procedures in the context of the pandemic. Members called on all Member States to continue to subject emergency expenditure to a high level of control and…","The European Parliament passed a resolution (437-94) emphasizing the need for enhanced financial protection against fraud, particularly amid COVID-19, urging all Member States to maintain strict control over emergency spending."
146613,"MEPs acknowledge benefits of teleworking but warn about health and privacy risks
The right to disconnect must be legally recognised at EU level
Ensure training for workers to bridge the digital divide","Teleworking benefits acknowledged, but health and privacy concerns raised. EU-wide legal recognition of the right to disconnect proposed, along with training for workers to bridge the digital divide."
146621,"The European Parliament adopted by 539 votes to 45, with 48 abstentions, a legislative resolution on the proposal for a Council decision on the adoption by Croatia of the euro on 1 January 2023.
Parliament approved the Commission's proposal and expressed its support for Croatia's adoption of the euro on 1 January 2023 .
Members noted that the Commission's and ECB's positive assessments were made against the background of a longer than initially expected COVID-19 shock and the subsequent economic recovery in 2021. In addition, the Russian invasion of Ukraine had a limited impact on the historical data used for the convergence reports.
Parliament stressed that, notwithstanding the difficult socio-economic situation caused by the health crisis…","The European Parliament approved Croatia's adoption of the euro from January 2023, passing with 539 votes in favor and 45 against, amidst considerations of extended COVID-19 impacts and minimal influence from the Russian invasion on economic data."
146758,"The European Parliament adopted by 438 votes to 133, with 58 abstentions, a resolution on intersectional discrimination in the European Union: the socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent.
Parliament stressed the importance of developing EU policies to combat and eliminate intersectional discrimination , including through EU anti-discrimination and gender equality legislation and policies. It called for the promotion of an EU framework on intersectional discrimination with cross-cutting objectives and measures.
Members called for the development of a mainstreaming mechanism for cooperation and coordination of EU and national equality policies, so that all types of discrimination,…","The European Parliament passed a resolution (438-133) addressing intersectional discrimination against women of African, Middle-Eastern, Latin-American, and Asian descent. The resolution emphasizes the need for EU policies to combat and eliminate such discrimination, using anti-discrimination and gender equality legislation and policies. It also advocates for an EU framework on intersectional discrimination with cross-cutting objectives and measures."
146836,"The European Parliament adopted by 602 votes to 15, with 20 abstentions, a resolution on addressing food security in developing countries.
Parliament recalled that hunger and food insecurity are again increasing across the world (around 660 million people might continue to face hunger by 2030) and that it is highly unlikely that the nutritional targets will be met by 2025 or that hunger will be eradicated by 2030 which is the ambition by SDG2 ‘ Zero Hunger ’.
Recalling that the right to food is a human right, Parliament called on the EU to safeguard developing countries' right to food and self-sufficiency as a means of achieving nutritional security, poverty reduction and inclusive, sustainable and fair global supply chains and more…","The European Parliament passed a resolution (602 votes in favor, 15 against, 20 abstentions) aiming to improve food security in developing countries. The Parliament expressed concern over the rising hunger levels worldwide and the likelihood of 660 million people still facing hunger by 2030, as well as the uncertainty of meeting nutritional targets by 2025 or eradicating hunger by 2030 (SDG2 'Zero Hunger'). The resolution emphasized the human right to food and urged the EU to support developing countries' right to food self-sufficiency for nutritional security, poverty reduction, and fair global supply chains."
147005,"The European Parliament adopted by 479 votes to 81, with 75 abstentions, a resolution on the 2021 Commission report on Bosnia and Herzegovina.
Parliament called on Bosnia and Herzegovina to show commitment and make significant steps towards EU membership by advancing on the 14 key priorities, in particular by restoring the independence of the judiciary, strengthening the rule of law and its values and principles across state institutions, intensifying and enhancing the fight against corruption and organised crime, fostering and securing media freedom and an enabling environment for civil society, and protecting vulnerable groups.
Members regretted that regret that, more than 25 years after the end of the war, the country continues to face…","The European Parliament passed a resolution, with 479 votes in favor, 81 against, and 75 abstentions, urging Bosnia and Herzegovina to advance on 14 key priorities for EU membership, focusing on judicial independence, rule of law, anti-corruption, media freedom, civil society support, and protection of vulnerable groups. Regret was expressed over ongoing issues, 25 years post-war."
147044,"The European Parliament adopted by 450 votes to 132, with 55 abstentions, a resolution on national vetoes to undermine the global tax deal.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA groups and Members.
As of 4 November 2021, 137 out of 141 members of the OECD/G20 Inclusive Framework on Base Erosion and Profit Shifting, including all EU Member States, agreed on the reform of the international tax system through a two-pillar solution to address the challenges stemming from the digitalisation of the economy, including placing multilaterally agreed limitations on profit shifting and tax competition with the introduction of a global minimum rate of 15 % . The agreement is the result of a broad compromise and the…","The European Parliament passed a resolution, by 450 votes to 132, to oppose national vetoes that could undermine the global tax deal. The resolution was proposed by multiple groups, aiming to reform the international tax system, including a global minimum rate of 15%, in response to the digitalization of the economy."
147342,"The minimum wage should ensure a decent standard of living
EU rules to respect national wage-setting practices
Collective bargaining to be strengthened in countries where it covers fewer than 80% of workers
Right to redress for workers, their representatives and trade union members if rules are violated","The European Parliament voted to support minimum wages ensuring a decent living standard, while respecting national wage-setting practices. Strengthening collective bargaining is proposed in countries where it covers less than 80% of workers, with the right to redress for workers, their representatives, and union members if rules are violated."
147343,"The European Parliament adopted by 417 votes to 144, with 67 abstentions, a resolution on a new EU Forest Strategy for 2030 – Sustainable Forest Management in Europe.
The EU is home to approximately 5 % of the world’s total forest area, with forests accounting for 43 % of the EU’s land area. Forest ownership across Europe is diverse in terms of size and ownership structure, leading to a great diversity of management models. About 60 % of the EU’s forests are owned by 16 million private forest owners, of whom a significant share are small-holders, while approximately 40 % of the EU’s forests are under different forms of public ownership.
Parliament welcomed the new EU Forest Strategy and its ambition to increase the balanced contribution of…","The European Parliament approved a resolution for a new EU Forest Strategy for 2030, aiming to enhance sustainable forest management in Europe, passing with 417 votes in favor, 144 against, and 67 abstentions. The strategy addresses diverse forest ownership structures across Europe, with private and public ownership accounting for 60% and 40% respectively."
147369,"The European Parliament adopted by 488 votes to 37, with 106 abstentions, a European Parliament recommendation to the Commission and the Vice-President of the Commission/High Representative of the Union for Foreign Affairs and Security Policy on the renewed partnership with the Southern Neighbourhood - a new agenda for the Mediterranean.
The EU's investment in its Southern Neighbourhood is a priority. The security, stability, prosperity and climate resilience of the Union's Southern Neighbourhood will enhance the EU's security, stability, prosperity and climate resilience. The COVID-19 crisis and the food security implications of the war in Ukraine have increased the risk of further destabilisation, as its socio-economic consequences are…","The European Parliament approved a recommendation to strengthen EU partnership with the Southern Neighbourhood, prioritizing security, stability, prosperity, and climate resilience. The COVID-19 crisis and Ukraine war escalation underscore the need for this partnership."
147372,"The European Parliament has adopted by 522 votes to 49, with 11 abstentions, a resolution on EU border regions: living labs of European integration.
The EU and its immediate neighbours in the European Free Trade Association have 40 internal land borders and internal border regions . These regions cover 40% of the EU's territory, account for 30% of the EU's population, produce almost a third of the EU's GDP and have a strong potential to boost its economies.
Recalling that Article 174 TFEU recognises the difficulties faced by border regions, Parliament called for the Union to pay particular attention to these regions in its efforts to strengthen its economic, social and territorial cohesion. It stressed the need for effective use and better…","The European Parliament passed a resolution (522-49) focusing on EU border regions as key drivers of integration, aiming to boost their economies which account for 30% of the EU's population and produce almost a third of its GDP. The resolution emphasizes the need for the Union to address the unique challenges faced by these regions in strengthening economic, social, and territorial cohesion."
147458,"The European Parliament adopted by 497 votes to 79, with 53 abstentions, a resolution on the 2021 proposal for a revision of the Multiannual Financial Framework (MFF).
According to Parliament, new policy commitments and objectives need to be matched with fresh money and are not to be financed at the expense of other Union programmes and priorities.
In this regard, a broader revision of the current MFF is needed as it was already pushed to its limits in its first year. The resolution pointed to the multiple crises and challenges that the Union has been addressing, in particular the war in Ukraine and its repercussions, and the substantial financing needs it has generated…","The European Parliament approved a resolution (497-79) for revising the Multiannual Financial Framework (MFF), emphasizing that new policy commitments should be funded without compromising existing Union programs and priorities. A comprehensive MFF revision is deemed necessary due to its initial year's limits, given the multiple crises and financing needs, such as those arising from the Ukraine war."
147502,"An area larger than the EU was lost to deforestation from 1990 to 2020, with EU consumption representing around 10% of losses
Parliament also wants pigmeat, sheep and goats, poultry, maize, rubber, charcoal and printed paper products covered by the new rules
Human rights and the rights of indigenous people to be added as requirements","The European Parliament voted to expand regulations on forest protection, including livestock products, agricultural goods, and certain manufactured items, with a focus on human rights and indigenous peoples' rights. The proposal passed."
147522,"The European Parliament adopted by 522 votes to 12, with 79 abstentions, a resolution on the impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU.
In the aftermath of the Covid-19 pandemic, Europe's youth face a mental health crisis. The closure of early childhood education and care provision facilities, schools, universities, spaces for youth welfare and youth work, as well as of extracurricular activities, cultural spaces and sports facilities, has denied children and young people the opportunity to participate in activities which are essential for their overall development, their learning progression, their intellectual, physical, emotional and mental health and…","The European Parliament passed a resolution (522-12) addressing the impact of COVID-19 closures on EU children and youth's mental health. The closure of educational, cultural, youth, and sports facilities exacerbated a crisis due to limited opportunities for overall development, learning progression, and mental health support."
147524,"The European Parliament adopted by 503 votes to 40, with 18 abstentions, a resolution on the implementation of the updated new industrial strategy for Europe: aligning spending to policy.
Parliament considered that the Green Deal for Europe must be accompanied by an ambitious industrial policy in order to become a competitive front runner in a net-zero greenhouse gas (GHG) emissions and sustainable economy, and to create synergies between businesses, small and medium-sized enterprises (SMEs) and start-ups, and that it needs to be supported by an ambitious R&D policy and SME-friendly framework. The current energy and climate crisis and Russia's war of aggression against Ukraine have considerably reinforced this need. A functioning European…","The European Parliament passed a resolution (503-40, 18 abstentions) to align spending with a revised industrial strategy for Europe. The goal is to make Europe competitive in a net-zero greenhouse gas emissions and sustainable economy, with a focus on synergies between businesses, SMEs, and start-ups. The energy and climate crisis, as well as the Russia-Ukraine conflict, have heightened the need for this strategy."
147557,"The European Parliament adopted by 469 votes to 93, with 82 abstentions, amendments to the proposal for a Directive of the European Parliament and of the Council on energy efficiency (recast).
The matter was referred back to the committee responsible for inter-institutional negotiations.
The main amendments adopted in plenary are as follows
This Directive establishes a common framework of measures to promote energy efficiency within the Union in order to ensure that the binding Union's target on energy efficiency is met and enables further energy efficiency improvements, contributing to the implementation of the Paris Agreement and to the Union’s security of energy supply through reducing its dependence on energy imports, including fossil…","The European Parliament passed a Directive on energy efficiency enhancements by 469 votes, with 82 abstentions. The Directive aims to meet the EU's energy efficiency target, contribute to climate goals from the Paris Agreement, and reduce energy import dependence. Negotiations continue."
147705,"Share of renewable energy to be raised to 45% by 2030
Energy savings targets increased to 40% of final energy consumption, and 42.5% of primary energy consumption
Revision of two laws will help fight climate change and boost energy security","The European Parliament voted to increase the share of renewable energy to 45% by 2030 and set higher energy savings targets (40% for final consumption, 42.5% for primary consumption), aiming to combat climate change and enhance energy security."
148243,"The European Parliament adopted by 424 votes to 14, with 46 abstentions, a resolution on the situation in the Strait of Taiwan.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA and ECR groups.
The EU and Taiwan are like-minded partners that share the common values of freedom, democracy, human rights and the rule of law. Taiwan is located in a strategic position in terms of trade with the Taiwan Strait being the primary route for ships travelling from China, Japan, South Korea and Taiwan towards Europe. It dominates the semiconductor manufacturing markets, as its producers manufacture around 50 % of the world’s semiconductor output.
As a reminder, between 4 and 10 August 2022, the People’s Republic of China (PRC)…","The European Parliament, by a significant majority, passed a resolution reinforcing ties with Taiwan, emphasizing shared values of democracy and trade. The resolution was jointly tabled by multiple groups. Taiwan, strategically located for trade routes and a dominant force in semiconductor manufacturing, was the focus."
148324,"The European Parliament adopted by 611 votes to 3, with 9 abstentions, a resolution on the AccessibleEU Centre in support of accessibility policies in the EU internal market.
Parliament recalled that accessibility is an essential precondition for persons with disabilities to fully enjoy human rights and fundamental freedoms. It is one of the general principles of the Convention on the Rights of Persons with Disabilities, which is legally binding on the EU and its Member States.
More than 87 million people in the EU have some form of disability. Member States must ensure that the principle of accessibility is mainstreamed at all levels, not only in buildings, spaces and public transport, but also in health and education, and to increase the…","The European Parliament passed a resolution, with 611 votes in favor and 3 against, to support the AccessibleEU Centre, promoting accessibility policies within the EU internal market. The resolution emphasizes the importance of accessibility for people with disabilities to exercise human rights and fundamental freedoms, a principle enshrined in the Convention on the Rights of Persons with Disabilities. Over 87 million EU residents have disabilities, and the resolution calls for mainstreaming accessibility across various sectors, including health, education, and public transport."
148340,"Stricter limits for persistent organic pollutants (POPs)
Removal of POPs from recycling chains
New chemicals to be added to list of harmful substances","Parliament approved stricter limits for persistent organic pollutants (POPs) and voted to exclude these pollutants from recycling chains, also agreeing to add new chemicals to the list of harmful substances."
148588,"Target EU funds more effectively to meet needs of Roma people
Focus on children, youth and Roma participation to improve social inclusion
Support Roma people to leave inadequate settlements","The European Parliament voted to focus EU funds on improving social inclusion for Roma people, particularly children and youth, with a goal to help them leave inadequate settlements."
148915,"The European Parliament adopted by 504 votes to 26, with 36 abstentions, a resolution on Russia’s escalation of its war of aggression against Ukraine.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR groups and Members.
Russia, as a permanent member of the UN Security Council, bears special political responsibility for maintaining peace and security in the world, but has persistently been violating the principles of the UN Charter through its aggressive actions against the sovereignty, independence and territorial integrity of Ukraine. A successful Ukrainian counteroffensive launched in early September 2022 led to Russia losing a significant part of the territories it had occupied in Ukraine’s Kharkiv region and…","The European Parliament passed a resolution (504-26, with 36 abstentions) condemning Russia's escalation of aggression against Ukraine. The resolution, tabled by multiple groups, criticizes Russia for violating UN Charter principles and losing territories in Ukraine following a Ukrainian counteroffensive."
149039,"Faster roll-out of recharging stations needed on main EU roads
Easy to use and affordable recharging/refuelling
Fewer emissions in the maritime sector","The European Parliament voted to accelerate the deployment of charging stations on major highways, aiming for user-friendly and affordable electric refueling, with a focus on reducing emissions in the maritime sector."
149082,"Faster roll-out of recharging stations needed on main EU roads
Easy to use and affordable recharging/refuelling
Fewer emissions in the maritime sector","The European Parliament voted to accelerate the deployment of charging stations on major highways, aiming for user-friendly and affordable electric refueling, with a focus on reducing emissions in the maritime sector."
149085,"The European Parliament adopted by 349 votes to 275, with 14 abstentions, a resolution objecting to Commission Implementing Regulation (EU) 2022/1480 amending Implementing Regulation (EU) No 540/2011 as regards the extension of the approval periods of the active substances including 8-hydroxyquinoline, chlorotoluron and difenoconazole.
Parliament considered that the draft Commission implementing regulation exceeds the implementing powers provided for in Regulation (EC) No 1107/2009 and that it does not respect the precautionary principle. It stated that the decision to extend the approval periods for 8-hydroxyquinoline, chlorotoluron and difenoconazole is not in line with the safety criteria laid down in Annex II to Regulation (EC) No…","The European Parliament rejected, by a majority of 349 votes to 275, a Commission proposal to extend the approval periods of certain pesticide active substances (8-hydroxyquinoline, chlorotoluron, and difenoconazole), citing concerns over exceeding regulatory powers and disregard for the precautionary principle."
149824,"New legislation sets tighter requirements for businesses, administrations, infrastructure
Differing national cybersecurity measures make the EU more vulnerable
New “essential sectors” covered such as energy, transport, banking, health","The European Parliament passed new legislation to strengthen cybersecurity measures in essential sectors like energy, transport, banking, and health, aiming to reduce vulnerabilities due to varying national standards."
149827,"The European Parliament adopted by 442 votes to 114, with 42 abstentions, a resolution on racial justice, non-discrimination and anti-racism in the EU.
The EU anti-racism action plan 2020-2025 is the first EU policy instrument to recognise the structural dimension of racism. The action plan is a first, important step towards tackling racism and racial discrimination in the EU but lacks follow-up mechanisms, ambitious benchmarks and clear targets. A horizontal intersectional approach to EU policies and measures, as outlined in the gender and LGBTQI strategies, is instrumental to addressing racial discrimination. Minority groups including but not limited to Romani people, Muslims, Jewish people, people of African and Asian descent and Sami…","The European Parliament passed a resolution on racial justice, non-discrimination, and anti-racism in the EU by 442 votes, with 42 abstentions. The EU's first anti-racism action plan (2020-2025) was adopted, aiming to address structural racism, but lacks robust follow-up mechanisms, benchmarks, and targets. A horizontal, intersectional approach is crucial for tackling racial discrimination, as outlined in the gender and LGBTQI strategies."
150062,"Eleven essential sectors covered, including digital infrastructure, water, food and health
Harmonised rules and definitions to tighten the EU’s defences
National resilience strategies and better cross-border communication","The European Parliament voted to approve harmonized rules and definitions for eleven critical sectors (digital infrastructure, water, food, health), aiming to strengthen the EU's defenses by enhancing national resilience strategies and cross-border communication."
150067,"The European Parliament adopted by 469 votes to 67, with 104 abstentions, a legislative resolution on promoting regional stability and security in the broader Middle East region.
The countries in the broader Middle East region, which encompasses the area between the Mediterranean Sea and the Persian Gulf, are very diverse but strategic for the EU given its geographical position and common ties and requires a long-term approach and coordinated policy. The influence and role of different EU Member States in the region is also very unequal, owing to their specific historic, cultural and socioeconomic ties. These differences hamper a more coherent and effective approach by the EU. There are many state, ethnic and religious rivalries in the…","The European Parliament passed a resolution, with 469 votes in favor and 67 against, to promote regional stability and security in the Middle East. The resolution acknowledges the strategic importance of the region, but highlights the need for a unified, long-term policy due to unequal EU member state influence and diverse conflicts."
150122,"The European Parliament adopted by 440 votes to 117, with 77 abstentions, in the framework of a special legislative procedure (Parliament’s consultation), a legislative resolution approving the proposal for a Council decision amending Decision (EU, Euratom) 2020/2053 on the system of own resources of the European Union.
According to the resolution, the revenue from the application of a uniform rate of call equal to 100% (instead of 75%) of the revenue from the sale of certificates of the carbon adjustment mechanism at borders should constitute own resources entered in the EU budget.
Furthermore, if by the end of 2023 the process of ratification of the OECD/G20 (IF) Pillar 1 Agreement has not started in a critical mass of countries as defined…","The European Parliament approved, with 440 votes in favor and 117 against, a resolution to change the EU budget's own resources, making 100% of border carbon adjustment mechanism certificate sales contribute instead of the previous 75%. This decision is contingent on the ratification process of the OECD/G20 Pillar 1 Agreement starting in a significant number of countries by the end of 2023."
150123,"The European Parliament adopted by 461 votes to 35, with 78 abstentions, a resolution on the future European financial architecture for development.
Members recalled that the COVID-19 pandemic has deepened the already significant financing gap for the Sustainable Development Goals (SDGs) and caused an overall decrease in resources of USD 700 billion and, at the same time, an increase in needs of USD 1 000 billion. The pre-pandemic SDG annual funding gap in developing countries of USD 2.5 trillion is expected to increase by 70 % post-COVID-19, to USD 4.2 trillion. Russia’s military aggression in Ukraine has drastically exacerbated the situation of SDGs in Ukraine and its neighbouring countries…","The European Parliament passed a resolution, with 461 votes in favor and 35 against, to strengthen the European financial architecture for development, acknowledging a post-COVID-19 increase in funding needs for Sustainable Development Goals (SDGs) by 70%."
150133,"The European Parliament adopted by 474 votes to 80, with 78 abstentions, a resolution on the implementation of the borrowing strategy to finance NextGenerationEU, the Union’s recovery instrument.
Parliament recalled that the Own Resources Decision empowers the Commission to borrow funds of up to EUR 750 billion in 2018 prices between 2021 and 2026 on the capital markets on behalf of the Union for the sole purpose of addressing the consequences of the COVID ‑ 19 crisis through NextGenerationEU (NGEU), the EU’s recovery instrument. EUR 360 billion in 2018 prices may be used to provide loans to Member States and EUR 390 billion may be used directly for EU expenditure.
NGEU is the largest EU common borrowing programme and the first that not only…","The European Parliament approved a resolution, with 474 votes in favor, 80 against, and 78 abstentions, to authorize the Commission to borrow up to €750 billion for NextGenerationEU, the Union's recovery instrument, aimed at addressing the COVID-19 crisis. This program allows €360 billion for Member States loans and €390 billion for EU expenditure."
150134,"The European Parliament adopted by 519 votes to 23 with 92 abstentions a legislative resolution on the draft Council decision on the conclusion of the Protocol to the Euro-Mediterranean Interim Association Agreement on trade and cooperation between the European Community, of the one part, and the Palestine Liberation Organization (PLO) for the benefit of the Palestinian Authority of the West Bank and the Gaza Strip, of the other part, on a Framework Agreement between the European Union and the Palestinian Authority of the West Bank and the Gaza Strip on the general principles for its participation in Union programmes.
The European Parliament gave its consent to the conclusion of the Protocol…","The European Parliament approved a resolution, passing by 519 votes to 23 with 92 abstentions, on a trade and cooperation agreement between the EU and the Palestinian Authority, endorsing their participation in EU programs."
150162,"No alternatives should replace enlargement
•	Reform the decision-making process on accession and advance with accession negotiations by qualified majority instead of unanimity
Accession negotiations should be concluded by 2030","The European Parliament voted to maintain the current enlargement process, aiming to finalize accession negotiations by 2030, with decisions made by a qualified majority instead of unanimity."
150407,"The European Parliament adopted by 490 votes to 39, with 23 abstentions, a legislative resolution on the draft Council regulation amending Regulation (EU, Euratom) 2020/2093 laying down the multiannual financial framework for the years 2021 to 2027.
Parliament gave its consent to the draft Council regulation.
Following Russia's war of aggression against Ukraine, the EU is supporting Ukraine through a series of financial measures. This support is provided on an ad hoc basis for a limited period of time and requires considerable provisioning from the EU budget and Member States' guarantees.
Ukraine will need continued assistance to maintain the functioning of the state. Against the background of increased external instability, a structured…","The European Parliament approved a resolution to amend the multiannual financial framework for 2021-2027, providing temporary financial aid to Ukraine in response to Russia's aggression. The support requires significant budget provisioning and member state guarantees to sustain Ukraine's functioning amid increased external instability."
150936,"The European Parliament adopted by 625 votes to 3, with 2 abstentions, following a special legislative procedure (consultation), a legislative resolution on the proposal for a Council regulation amending Regulation (EU) No 389/2012 as regards the exchange of information maintained in the electronic registers concerning economic operators who move excise goods between Member States for commercial purposes.
Parliament approved the Commission proposal without amendments.
Council Regulation (EU) No 389/2012 establishes the legal basis for administrative cooperation between Member States. Each Member State maintains an electronic database containing registers with data of economic operators involved in the movement of excise goods. In the…","The European Parliament approved, by a large majority, a resolution to amend Regulation (EU) No 389/2012 for easier exchange of information among Member States about commercial movements of excise goods, without making any changes to the Commission's proposal. This regulation strengthens administrative cooperation between EU countries."
150954,"The European Parliament adopted by 455 votes to 114, with 44 abstentions, a resolution on the implementation of the New European Agenda for Culture and the EU strategy for international cultural relations.
Members acknowledged the overall satisfactory implementation of the New European Agenda for Culture and of the joint communication entitled ‘Towards an EU strategy for international cultural relations’. Nonetheless, they noted that the assessment of the implementation of the New European Agenda for Culture has highlighted shortcomings, mainly in terms of priorities. Even though the two documents have withstood the challenges posed by unforeseen crises such as the COVID-19 pandemic, their strategic framework needs to be updated to set out…","The European Parliament approved a resolution on the implementation of the New European Agenda for Culture and the EU strategy for international cultural relations, with 455 votes in favor, 114 against, and 44 abstentions. Despite acknowledging satisfactory overall implementation, members identified areas for improvement, particularly concerning priorities, to update the strategic framework in response to challenges like COVID-19."
151046,"Faster procedures to issue permits for renewable energy installations
A boost for the EU’s domestic production amid energy crisis
The scheme will reduce dependence on fossil fuels imported from Russia","The European Parliament voted to expedite permit processes for renewable energy projects, aiming to increase domestic energy production and decrease reliance on Russian fossil fuels during the energy crisis."
151508,"All work related to Qatar should be suspended, no access to Parliament for Qatari interest representatives
Set up an inquiry committee to investigate cases of corruption by third countries and a special committee on transparency
Call for EU-level ban on donations from third countries to MEPs and political parties
MEPs should file asset declarations at the beginning and end of their mandates","The European Parliament voted to suspend all work with Qatar, ban Qatari representatives from Parliament, establish committees for investigating corruption by third countries and enhancing transparency, and propose an EU-wide ban on donations from third countries to MEPs and political parties, with MEPs required to file asset declarations at the start and end of their terms."
151561,"Gamers must be better protected from manipulative practices and addiction
Children’s games must take into account their age, rights and vulnerabilities
Video game sector has enormous potential for growth and innovation, but it needs support","MEPs voted to strengthen protections for gamers against manipulative practices and addiction, focusing on children's games that should consider their age, rights, and vulnerabilities. The video game sector, with its potential for growth and innovation, was recognized as needing support."
151714,"The European Parliament adopted by 475 votes to 47, with 26 abstentions, a resolution on the control of the financial activities of the European Investment Bank - Annual Report 2021.
In 2021, the total EIB Group balance sheet stood at EUR 568 billion , which was an increase of EUR 11.9 billion compared to 31 December 2020. The bank’s new lending signatures amounted to EUR 65.4 billion which are close to the results of the previous years (EUR 66.1 billion in 2020 and EUR 63.3 billion in 2019). EUR 54.3 billion of this amount was under the bank’s own resources (compared to EUR 64.6 billion in 2020, also under the bank’s own resources).
The biggest share was allocated in Italy, France and Spain (16 %, 14 % and 12 % of the total signatures…","The European Parliament approved a resolution on the European Investment Bank's financial activities for 2021, with an increased balance sheet of €568 billion. The bank's new lending signatures amounted to €65.4 billion, with Italy, France, and Spain receiving the largest shares."
151771,"The European Parliament adopted by 459 votes to 93, with 85 abstentions, a resolution on the implementation of the common security and defence policy – annual report 2022.
Europe is facing the most complex combination of both military and non-military threats since the end of the Cold War, accentuated by Russia’s unprovoked, unjustified and illegal war of aggression against Ukraine. In response to these threats, the EU urgently needs to enhance the effectiveness of its foreign, security and defence policy to defend its interests, values and citizens, both within and outside its borders, to deliver peace, human security, sustainable development and democracy and to support its partners…","The European Parliament approved a resolution (459-93) on strengthening the EU's common security and defense policy in response to the complex military and non-military threats, exacerbated by Russia's invasion of Ukraine. The aim is to bolster the EU's foreign, security, and defense policy to safeguard its interests, values, and citizens, promoting peace, human security, sustainable development, and democracy."
151796,"The European Parliament adopted by 438 votes to 75, with 121 abstentions, a resolution on human rights and democracy in the world and the European Union’s policy on the matter – annual report 2022.
Members express deep concerns at the grave threats to human rights and democracy worldwide, noting that the number of democracies has continued to decline, while the number of authoritarian regimes has grown and nearly 75 % of the world’s population have experienced a deterioration in the situation of human rights in their country in the past year.
Parliament insists that the protection of human rights, fundamental freedoms and the dignity of every human being must be the cornerstone of the Union’s external policy…","The European Parliament passed a resolution (438-75) on global human rights and democracy, expressing concern over worldwide threats to these values, with many experiencing a decline in the past year. The Parliament emphasized that human rights protection should underpin the EU's external policy."
151811,"The European Parliament adopted by 459 votes to 33, with 56 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2021.
Members recalled that 2021 was a challenging year in which the impact of the COVID-19 pandemic required the adaptation of control strategies and a focus on prevention through specific mitigating measures and targeted actions to detect irregularities and fraud.
In 2021, EU funding was available under the Multiannual Financial Framework (MFF) 2014-2020, under the MFF 2021-2027 and under NextGenerationEU (NGEU). Together with NGEU, the new MFF 2021-2027 provides the EU with EUR 1.8 trillion. The unprecedented increase in EU spending under the 2021-2027 MFF and…","The European Parliament passed a resolution to strengthen financial fraud prevention efforts, particularly amid COVID-19 challenges, with a vote of 459 to 33. The new Multiannual Financial Framework (MFF) 2021-2027, along with NextGenerationEU, provides the EU with €1.8 trillion for combating fraud in EU funding."
