reference,url,summary_text,simplified_summary
2023/2126(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1770171,"The European Parliament
adopted by 485 votes to 77, with 70 abstentions, a recommendation
to the Council, the Commission and the Vice-President of the
Commission / High Representative of the Union for Foreign Affairs
and Security Policy concerning EU-US relations.

The US is the EU’s
most important ally. The transatlantic partnership and close
cooperation in foreign and security affairs is instrumental in
asserting and enhancing the principles of international law, the
rules-based international order and multilateral
cooperation.

EU-US transatlantic
dialogue and parliamentary diplomacy are indispensable in
addressing the current multifaceted threats and the most pressing
global challenges, such as climate change, the threat posed by
authoritarian and totalitarian regimes globally, including in
Europe and Asia, Russia’s war of aggression against Ukraine,
the worrying situation in the Middle East, the fight against global
criminal networks, making gender equality and anti-discrimination a
reality and ensuring sustainable modernisation.

Recommendations

Parliament recommended
that the Council, the Commission and the Vice-President of the
Commission/High Representative of the Union for Foreign Affairs and
Security Policy:

- work towards fostering
an even stronger, mutually beneficial partnership in
leadership and responsibility between the EU and the US, in order
to defend multilateralism and tackle the global
challenges;

- reiterate the common
transatlantic friendship with Ukraine and Israel based on our
joint and full condemnation of Russia’s war of aggression
against Ukraine, the joint condemnation of the despicable terrorist
attacks by Hamas against Israel, joint efforts to free all hostages
taken by Hamas and joint support of Israel’s right to defend
itself in line with humanitarian and international law, and express
deepest sorrow and full solidarity with the innocent victims on
both sides;

- work towards a transatlantic agenda that prioritises multilateral
cooperation for a more equitable and healthier world, the fight
against climate change, the promotion of peaceful resolution of
conflicts, arms control, disarmament, the fight against racism, and
reform of economic governance;

- reassert the continued relevance of the strategic transatlantic
relationship and its anchoring in our shared values for the
rebuilding and reinvigoration of the multilateral rules-based
international order;

- study the possibility of opening negotiations in
sectoral areas , including economic or trade, given the absence
of negotiations on a needed comprehensive trade, energy, investment
and public procurement agreement between the EU and the
US;

- further operationalise EU-NATO cooperation in
areas such as resilience and the protection of critical
infrastructure, emerging and disruptive technologies, space, the
security implications of climate change, the fight against maritime
piracy, as well as foreign information manipulation and
interference;

- significantly strengthen consultation, cooperation
and contingency planning for joint responses to geopolitical
developments and escalating situations such as the ongoing
Russian war of aggression against Ukraine, in particular by working
together to strengthen the NATO Alliance’s eastern
flank;

- put arms control and disarmament high on the
transatlantic and international agenda in international forums such
as the UN;

- deepen partnerships in the areas of
cooperation envisaged by the NATO Strategic Concept and the EU
Strategic Compass, particularly in the areas of military mobility,
cyber security, defence research, dual-use infrastructure,
resilience and inclusive joint exercises;

- enhance efforts in maintaining peace and stability
in the Taiwan Strait and oppose any unilateral actions, in
particular when based on threats or use of force, which undermine
cross-Strait peace and stability;

- coordinate with the US and other like-minded
partners on issues where China’s actions are contrary
to Euro-Atlantic security interests, giving priority to challenges
in the cyber, hybrid, emerging and disruptive technologies (EDT),
space, arms control and non-proliferation areas;

- continue the EU-US strategic partnership and
cooperation in the Western Balkans to secure peace and
stability in the region and ensure that the EU and NATO provide
more support to the countries of the Western Balkans in countering
malicious foreign interference and hybrid threats from third
countries;

- underline the urgent need to deepen EU-US
cooperation in the Middle East while supporting the good
bilateral engagements on our respective policies towards the Middle
East Peace Process and the two-state solution, as well as to
reinforce the coordination of efforts to encourage positive
developments, peace and stability in the wider region;

- continue to condemn Iran for its malign and
hostile influence in the Middle East, including its support for the
recent, despicable terrorist attacks by Hamas against
Israel;

- exchange information and jointly address the spread of Russian and Chinese influence and hybrid
activities, including information manipulation, cyber-attacks,
internal interference and economic and political
coercion;

- continue and enhance bilateral talks on technology
with the aim of taking the lead in developing international
standards for emerging technologies , including but not limited
to AI, cyber security and emerging technologies;

- pursue transatlantic cooperation in streamlining
procurement practices and the interoperability of technology and
move forward with the establishment of a transatlantic trade and
investment partnership;

- ensure that the US remains an important partner for
the EU’s energy security, as it has been, in particular, since
the Russian invasion of Ukraine.","The European Parliament passed a recommendation (485 votes to 77) to strengthen EU-US relations, emphasizing their importance as allies. The goal is to collaborate on global challenges such as climate change, security threats, and gender equality."
2023/2074(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1769968,"The European Parliament
adopted by 482 votes to 94, with 32 abstentions, a resolution on
mental health.

Preventing mental health
conditions and promoting mental health for all

Members recalled that everyone can face different
mental stressors and risk factors at different phases of their
lives, which can increase the risk of more severe or even chronic
mental health conditions. Mental health and well-being is shaped by
a combination of socio-economic, environmental, biological and
genetic factors.

The resolution stressed that addressing mental health
conditions requires a thorough understanding of the different
determinants of mental health and that a cross-sectoral approach is
needed to prevent and mitigate the impact on individuals,
communities and societies through an approach aimed at integrating mental health into all policies .

Members stressed the importance of a biopsychosocial approach to mental health and of social
policies that tackle the risk factors for social exclusion. They
also called on Member States to improve access to mental health
services for vulnerable populations and groups suffering from
certain pathologies.

Parliament encouraged Member States to develop
policies that prioritise the mental health of children,
adolescents and young adults by strengthening child protection
services to prevent mental disorders and suicides, and by providing
access to low-cost or free mental health services. It called for
the strengthening of support, listening and alert platforms for victims of sexual and gender-based violence, and stressed the
importance of combating gender inequality and violence against
women. It also called for action to be taken against online hate
speech, particularly targeting ethnic minorities and racially
discriminated persons, the LGBTQIA+ community and other vulnerable
groups.

Work and workplace

The Commission is called on to propose a legislative initiative , in consultation with the social
partners, on the management of psychosocial risks and well-being at
work, including online, in order to effectively prevent
psychosocial risks in the workplace, provide training for
management and workers, periodically assess progress and improve
the working environment. The resolution further called on the
Commission to adopt guidelines to support the access and return to
work of people with mental health conditions, including more
flexible work practices.

Member States are recommended to introduce measures to
provide flexible work practices that support employees who suffer
from disease, physical or emotional pain, stress or other health
crises.

Elderly people

Members noted with concern that, in the context of an
ageing society, the risks of mental health conditions in the
elderly are increasing, including isolation and stigmatisation,
which can lead to abuse, neglect and difficulties in coping with
depression and other disorders. The resolution also noted with
alarm that suicide rates among elderly people are high and believe
it is therefore essential to promote the active
participation of elderly people in community life, affordable
and equal access to healthcare, as well as public support
structures, community care, and infrastructure equipped with mental
health specialists.

Members States are called on to develop national
dementia plans in order to expand early diagnosis, support and
care for adults with dementia.

Strengthening mental health systems

The resolution stressed that the principles of
equitable, affordable and easily accessible care, empowerment of
people with mental health problems, choice of desired treatment and patient-centred approach should form the basis of mental
health systems throughout the EU.

Members stressed the need to invest more in public
health services and to provide them with a sufficient number of
mental health professionals. The European Commission should work
with Member States to improve the coordinated response to the
shortage of mental health professionals, including pan-European
mapping and best practice.

Early diagnosis and intervention

The resolution underlined the importance of early
diagnosis and intervention for mental health conditions with a
focus on vulnerable groups in society, as early intervention is
cost-effective and may prevent poor outcomes.

Early identification and treatment of depression and
substance use disorders are essential to reduce the suicide
rate by one third by 2030 , in line with the Member
States’ commitment under the WHO Mental Health Action Plan
2013–2030. Members recalled the need for prevention at an
early age via the education system.

Mental health support and treatment

Members stressed that people with mental health
conditions and psychosocial disabilities have the right to receive
evidence-based treatment and support tailored to their needs. The
integration of family and caregiver support services into mental
health service delivery models should be encouraged.

Mental health in the
EU

The resolution invited the
Commission to draw up a long-term, comprehensive and integrated
European Mental Health Strategy focusing particularly on the
most vulnerable groups in society. The European Mental Health
Strategy should focus on many areas in which young people’s
mental health can be improved in coordination with the European
Education Area with specific focus on bullying and cyber-bullying
in schools.

Financial support

Members consider
that:

- sufficient funding should be allocated to match the scale of the challenge and that
mental health must be further addressed in future financial
programmes such as the EU4Health programme 2028-2034 and Horizon
Europe;

- the EU lacks a direct fund
for mental health research and innovation and called on the
Commission to convert the flagship initiatives into concrete
actions with adequate financial support for vulnerable groups and
to create a mission on Mental Health from the Horizon Europe
programme and the future programme in the Multiannual Financial
Framework 2028-2035.

Lastly, Parliament called on
the Commission to follow the recommendations of the Conference on
the Future of Europe and designate next year as the European
Year of Mental Health .","The European Parliament passed a resolution promoting mental health for all, emphasizing the need for a cross-sectoral approach, biopsychosocial approach, and improved access to mental health services for vulnerable populations. Policies prioritizing children's and young adults' mental health were encouraged."
2023/2019(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1770181,"The European Parliament
adopted by 376 votes to 111, with 107 abstentions, a resolution on
the implementation of the 2018 Geo-blocking Regulation in the
Digital Single Market.

Revising EU rules on
geo-blocking

Parliament underlined the
importance of the Geo-blocking Regulation in creating a stronger,
more coherent, accessible and fair internal market for all EU
citizens and businesses, without discrimination or unjustified
obstacles, and irrespective of their nationality or place of
residence or establishment. However, further measures are needed to
exploit the full potential of the Regulation, in particular by
strengthening the legal framework to encourage cross-border trade
in goods and services.

Given the acceleration of
the digital transformation and the rise in online shopping in
recent years, Members stressed the need for a comprehensive
reassessment of the effectiveness of the Geographical Blocking
Regulation , including its effectiveness, taking into account
the changes in consumer and business behaviour brought about by the
COVID-19 pandemic (as a result of the pandemic, 12% of businesses
in the EU have started or intensified their efforts to sell goods
or services online).

Member States are invited
to fully implement and enforce the Geo-blocking Regulation ,
while the Commission should ensure reinforced enforcement to avoid
regulatory fragmentation and conduct an in-depth study on the
impact of the Regulation on cross-border transactions, with a
particular focus on small and medium-sized enterprises
(SMEs).

Extend the scope of the
Regulation

Parliament noted that one third of all
complaints received by responding competent authorities were not
actually covered by the Regulation, including, among other things, copyright-protected content and insurance services, which
shows that consumers perceive geo-blocking to be particularly
problematic in these areas. It emphasised the importance of
considering the potential benefits of extending the scope of the
regulation to new areas.

Members suggested
intensifying coordination efforts and developing strategies to
address the most common grounds for complaint; emphasises the need
to increase efforts put into awareness raising campaigns for both
traders and consumers.

Cross-border parcel
delivery

The resolution stressed that delivery limitations in
cross-border online sales still affect more than 50 % of shopping
attempts, frustrating consumer expectations. Members called on
Commission and the Member States to take further steps to ease
the access and operations of cross-border parcel delivery
services .

Members recalled that traders should not hinder third
party transport companies from enabling the cross-border delivery
of products to consumers, particularly in instances where the
trader does not provide such an option or when traders prohibit
self-collection at the store. The Commission should: (i) assess the
extent to which the identification of affordable cross-border
parcel delivery services remains a problem for online sellers; (ii)
consider including an even more explicit reference to such
third-party parcel delivery services in the Regulation.

Online payment
methods

Members deplored the fact
that some unjustified obstacles persist in the case of online
registration and payment methods, which may result in cross-border
customers often not being able to register on websites requiring
registration, or being able to pay for the requested service
without presenting data such as a local address or specific
national payment method, or even a national phone number,
undermining the Regulation’s objective of making it possible
to ‘shop like a local’ . The Commission is called on to cooperate with Member States and
stakeholders to address these obstacles and to conduct a
comprehensive analysis with the aim of proposing measures to
eliminate them.

Access to audiovisual services and sporting
events

Parliament regretted that, unlike music, e-books,
video games and software products and services, progress in the
audiovisual market to increase the availability of content across
catalogues has been limited.

The Commission and the Member States are invited to
examine carefully all ways of reducing unjustified and
discriminatory barriers linked to geographical blocking for access
to audiovisual services and sporting event, while taking into account the potential
impact on the diversity of business models and available funding
for the creative sector.

The Commission is invited
to present to the Parliament the detailed results of its dialogue
with stakeholders on the possible extension of the scope of the
Geo-blocking Regulation to audiovisual content , including
concrete measures and specific targets to improve the cross-border
findability of audiovisual content, thereby spreading the diversity
and richness of culture in Europe.

Keeping pace with market
developments

Parliament called on the
Commission to continue to monitor market developments with regard
to customer access to products and services in the Single Market,
focusing in particular on the impact of geo-blocking practices on
transport services, financial and health services and
telecommunications, in particular with a view to ending the
blocking of services provided by mobile operators in border regions
within the Union.","Parliament approved a resolution to strengthen EU rules against geo-blocking, aiming for a fairer digital market. Further measures are needed to boost cross-border trade, considering changes due to COVID-19. Member States are encouraged to enforce the regulation fully."
2023/0147(NLE),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1769939,"The European Parliament adopted by 536 votes to 36,
with 40 abstentions, a legislative resolution on the draft Council
decision on the conclusion, on behalf of the Union, of the Protocol
on the implementation of the Fisheries Partnership Agreement
between the European Community on the one hand, and the Republic of
Kiribati, on the other.

Parliament gave its consent to the conclusion
of the protocol.

The Fisheries Partnership Agreement (FPA) between the
European Community, on the one hand, and the Republic of Kiribati,
on the other, was signed on 28 April 2008, and entered into force
on 30 April 2008 for a duration of six years. The first Protocol on
the implementation of the FPA expired on 15 September 2012. The
second Protocol expired on 15 September 2015.

On 26 January 2015, the Council authorised the
Commission to open negotiations for a new Protocol between the
European Union and the Republic of Kiribati. Negotiations started
in 2015 but were interrupted by the IUU yellow-carding process and
the pandemic.

Following those negotiations, the new Protocol was
signed by the negotiators on 18 December 2022. The new Protocol is
in force for a period of five years from the date of its
provisional application, i.e. the date of signature by both
parties.

The aim of the new Protocol is to grant fishing
opportunities to EU Member State vessels in the fishing areas
within Kiribati waters in accordance with scientific advice and the
recommendations of the Western and Central Pacific Fisheries
Commission.

The new Protocol allows EU Member State vessels to
fish tuna species in Kiribati waters and offers fishing
opportunities to four tuna purse seiners, with access to Kiribati
waters for 160 days per year. Additional days per year can be made
available to EU Member State vessels on request.

The annual financial contribution from the Union is
EUR 760 000, distributed as follows:

- an annual amount fixed at EUR 360 000 for the
duration of the new Protocol to access fishery resources for the
categories provided for in the Protocol;

- support for the development of Kiribati’s
sectoral fisheries policy for an annual amount of EUR 400 000 for
the duration of the new Protocol.

The Commission will be empowered to approve, on behalf
of the EU, amendments to the Protocol adopted by the Joint
Committee established by the Partnership Agreement.","The European Parliament approved a new Fisheries Partnership Agreement between the EU and Kiribati, extending fishing rights for EU member states within Kiribati waters for five years."
2023/2945(RPS),,,nan
2023/2922(DEA),,,nan
2023/2995(RSP),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1770409,"The European Parliament adopted, by 382 votes to 153,
with 11 abstentions, a resolution objecting to the draft Commission
implementing decision renewing the authorisation for the placing on
the market of products containing, consisting of or produced from
genetically modified oilseed rape Ms8, Rf3 and Ms8 × Rf3
pursuant to Regulation (EC) No 1829/2003 of the European Parliament
and of the Council.

On 8 February 2021, BASF SE, based in Germany,
submitted on behalf of BASF Agricultural Solutions Seed US LLC,
based in the United States, an application to the Commission for
the renewal of the authorisation for the placing on the market of
products containing, consisting of or produced from genetically
modified (‘GM’) oilseed rape Ms8, Rf3 and Ms8 ×
Rf3.

On 26 April 2023, EFSA issued a favourable scientific
opinion. The GM oilseed rape has been engineered to be tolerant to
glufosinate.

Lack of assessment of the complementary
herbicide

Members pointed out that the vast majority of GM crops
have been genetically modified so that they are tolerant to one or
more ‘complementary’ herbicides which can be used
throughout the cultivation of the GM crop, without the crop dying,
as would be the case for a non-herbicide tolerant crop. A number of
studies show that herbicide-tolerant GM crops result in a higher
use of complementary herbicides, in large part because of the
emergence of herbicide-tolerant weeds.

Heightened reliance on complementary herbicides on
farms planting the GM crops accelerate the emergence and spread of
weeds resistant to those herbicides, thereby triggering the need
for even more herbicide use, a vicious circle known as ‘the
herbicide treadmill’.

The adverse impacts stemming from excessive reliance
on herbicides will worsen on soil health, water quality, and above
and below ground biodiversity, as well as leading to increased
human and animal exposure, potentially also via increased herbicide
residues on food and feed.

Undemocratic decision-making

In its ninth term, Parliament has already adopted 36
objections to placing GMOs on the market. Despite its own
acknowledgement of the democratic shortcomings, the lack of support
from Member States and the objections of Parliament, the Commission
continues to authorise GMOs.

Recommendations

Based on these considerations, Parliament considered
that the Commission's draft implementing decision was not
consistent with Union law and asked the Commission to withdraw its
draft implementing decision.

The Commission is also asked to:

- not authorise herbicide-tolerant GM crops, due to
the associated increased use of complementary herbicides and
therefore the increased risks to biodiversity, food safety and
workers’ health;

- take account of the EU's obligations under
international agreements, such as the Paris Climate Agreement, the
UN Convention on Biological Diversity (CBD) and the UN's SDGs, and
ensure that draft implementing acts explain how they uphold with
the principle of ‘do no harm’;

- not authorise GMOs when there is not a qualified
majority of Member States in favour and respect this
position.

The Council is called on to proceed with its work and
adopt a general approach on this file as a matter of
urgency.","The European Parliament rejected, by 382 votes to 153, a resolution to renew the authorization for genetically modified oilseed rape Ms8, Rf3, and their cross. Concerns were raised about increased reliance on complementary herbicides due to the genetic modification."
2023/2127(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1770173,"The European Parliament
adopted by 529 votes to 47, with 40 abstentions, a European
Parliament recommendation to the Council and the Vice-President of
the Commission / High Representative of the Union for Foreign
Affairs and Security Policy concerning EU-China
relations.

The People’s Republic of China (PRC) is simultaneously a partner and also increasingly a competitor and systemic rival to the EU . The EU’s policy has been,
and should continue to be, guided by the principle of cooperating
where possible, competing when needed and confronting where
necessary.

The Chinese Government is strengthening its role and
influence in international institutions and has both the intention
and, at the same time the economic, technological and military
means to reshape the international rules-based order.

The ruling Chinese Communist Party (CCP) does not
share the same values as European democracies, has become
increasingly authoritarian domestically and promotes governance
models internationally that contradict the EU’s
values.

The EU can only credibly defend its interests and
values against an increasingly assertive China if it acts with a single, united and determined approach and remains
consistent with its message. Europe needs a new approach towards
China based on European open strategic autonomy, reciprocity
and cooperation with like-minded partners, backed up by the
necessary legislative and non-legislative instruments to defend
itself against coercion.

The current strategy for relations between the EU and
China dates back to 2016, and was last updated in 2019, so it would
be advisable to carry out a review and update of it in light of the
new geopolitical context.

Parliament made the following recommendations to the
Council and the Vice-President of the Commission / High
Representative of the Union for Foreign Affairs and Security
Policy:

Engaging China to tackle global
challenges

- continue engaging pragmatically with China to tackle
global challenges such as climate change, the protection of
biodiversity, challenges to human health and pandemic preparedness,
food security, the reduction of the risk of disasters, debt relief
for the Global South, financial stability and humanitarian
assistance, and increase effective dialogue with China and
like-minded partners on security issues in view of China’s
increasingly critical role in global peace and stability,
particularly in the light of Russia’s unprovoked war of
aggression against Ukraine, but also in other conflict regions such
as the Korean Peninsula or the Middle East;

- demand that China uphold the rules-based
international order, especially the universal principles of human
rights;

- China, as the world’s largest carbon emitter,
must adhere to its own promises and act in line with the Paris
Agreement by peaking its CO2 emissions before 2030 and by
participating, proportionally to its economic power, in efforts to
financially support poorer countries affected by the negative
consequences of climate change in the context of the Loss and
Damage Fund;

- respond adequately to China’s increasing
efforts to change the multilateral rules-based order, through tools
such as the BRICS group, the Belt and Road Initiative.

Opposing China's human rights
violations

- insist that China will be held accountable for its
increasing human rights violations;

- develop a results-oriented EU strategy for human
rights in China and ensure a unified European response when China
uses its economic leverage to silence opposition against its human
rights abuses;

- condemn the use of the death penalty (the estimated
total number of executions in China exceeds that of all other
countries applying capital punishment in 2022);

- reverse all measures that disadvantage or harm
minorities, such as forced labour and political re-education,
including the arbitrary and discriminatory detention of members of
the Uighur community and other predominantly Muslim
groups;

- address China's systematic use of forced labour in
Xinjiang and Tibet by working with the private sector to diversify
supply chains;

- monitor the trials of political prisoners in Hong
Kong and call for their release;

- work to counteract foreign interference and
implement the recommendations and initiatives suggested in several
European Parliament resolutions on foreign interference in all
democratic processes in the Union, including
disinformation;

- evaluate the autonomous status of Hong Kong and
Macao in the light of the National Security Law, which should be
repealed.

De-risking from China to ensure Europe’s
open strategic autonomy

- work closely towards fostering unity among the
Member States’ approaches towards China and strengthen the
EU’s strategic autonomy to ensure that Europe is able to
defend its values and economic interests, as well as the global
rules-based order;

- advance the EU’s stated goal of de-risking
trade flows with the PRC to reinforce the EU’s open strategic
autonomy without aiming to decouple or turning inwards;

- work towards a more coordinated approach towards the
protection of critical infrastructure at EU level to limit control
by China, countering acts of hybrid tactics such as cyberattacks,
disinformation campaigns, surveillance of the Chinese diaspora and
espionage originating from China and taking place within the
European Union;

- uphold the EU’s engagement policy with Taiwan
to intensify cooperation and continue supporting democracy
there;

- fully leverage the Global Gateway strategy as a tool
to intensify the EU’s engagement in global development efforts
and business relations with partners from developing countries to
provide an alternative to Chinese-driven foreign investment
strategies;

- intensify cooperation with international financial
institutions and the private sector to mobilise the necessary
funding;

- fully implement the EU’s ‘5G security
toolbox’ guidelines to mitigate security risks in networks,
and propose additional security standards for Chinese suppliers of
5G. Members welcomed the decision of the EU institutions and
institutions in several EU Member States to suspend the TikTok
application on corporate devices, as well as personal devices
enrolled in the institutions’ mobile device
services.","The European Parliament approved a recommendation (529 votes in favor, 47 against) for a unified approach towards China, emphasizing cooperation, competition, and confrontation as needed, due to China's growing influence and contrasting values with EU democracies. This new strategy focuses on European open strategic autonomy, reciprocity, and partnership with like-minded partners."
2023/2031(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1770161,"The European Parliament adopted by 357 votes to 179
with 97 abstentions, a resolution on the role of EU development
policy in transforming the extractive industries for sustainable
development in developing countries.

Enhancing EU development
policy

Parliament stressed the
importance of mainstreaming sustainable development principles
across all EU external action and invited the EU to promote a partnership between equals between the EU and the developing
countries significantly dependent on the extractive industries.
It underlined that all EU projects in extractives in developing
countries should create win-win situations , including for
local communities, and should place people-centred and
environment-centred development at the heart of their objectives
and all operational policy frameworks.

Members called on the EU
to enhance its support for resource-rich developing countries in
reducing their dependency on the extractive industries and in
diversifying their economies, which are sensitive to economic
shocks and price volatility, by promoting sustainable
alternatives.

The Commission is called
on to put forward an EU Code of Conduct on Responsible
Investment in Extractive Industries in Developing Countries that
would be voluntary for businesses and development finance
institutions, drafted with inputs from industry and trade unions,
as well as from civil society organisations and from
representatives of indigenous communities and local
communities.

This code should cover, at
a minimum, commitments on:

- stakeholder involvement:
the agreements should be negotiated within the framework of
multi-stakeholder platforms meaningfully involving indigenous
people and local communities, complying effectively with the
principle of free, prior and informed consent and should be made
publicly accessible;

- transparency, including
proactive environmental, social and governance (ESG) reporting on
projects in developing countries, in line with the principle of
double materiality, as well as the publishing of contracts and
financial transactions, including detailing the payments made to
host governments;

- the rule of law and
preventing corruption;

- human rights issues,
such as the use of forced and child labour, workers’ rights,
displacement, discrimination, indigenous rights, women’s and
girls’ rights, education, health and safety, as well as safe
working conditions;

- environmental
protection, performance and impact;

- local content and
economic diversification, including opportunities for adding local
value, skills development and technology transfer to promote
economic diversification and inclusive growth in partner
countries;

- conservation and
biodiversity;

- capacity-building
initiatives, including training programmes and knowledge-sharing
platforms.

Parliament urged the EU to
redouble its efforts to combat child labour in the
extractive activities and increase technology transfers,
knowledge sharing and capacity building in relation to
sustainable resource management in developing countries.

The Commission is called
on to support incentives and capacity-building programmes,
particularly those involving women, for developing countries taking
steps to formalise the ASM sector and integrate it into the rural
and national economy.

EU actions at multilateral
level

Parliament called on the
Commission to propose a G20 initiative on making extractives
work for local sustainable development in resource-rich developing
countries. The initiative should be tailored to each context and
could comprise, inter alia, financial support, debt assistance,
debt relief and cancellation, capacity building in governance,
taxation and anti-corruption.

The Commission is asked to
support the reform and expansion of the Debt Service Suspension
Initiative to include vulnerable middle-income countries, many
of which are dependent on extractives, and to operationalise a
long-term Debt Swap Mechanism (DSM) to facilitate debt-for-climate
and nature swaps.

Members called on the EU
to support developing countries in building their capacity to
negotiate fair and transparent contracts with extractive industry
companies. They reaffirmed the urgent need for a UN binding
treaty on business and human rights and called on the
Commission and the Member States to play an active role in the
current negotiations on the instrument.

Strengthening the EU policy and
legal framework

Parliament welcomed the
fact that EU has taken steps to develop binding regulations in the
area of corporate due diligence. It called on the Commission to use
the 2023 review process of the Conflict Minerals Regulation, which
since 2021 has obliged EU companies to source their imports of tin,
tantalum, tungsten and gold responsibly and to ensure that their
supply chains do not contribute to funding armed conflict, as an
opportunity to assess thoroughly the impact of the regulation on
the ground and the possibility to include further mandatory
measures and cover other minerals. The Commission is called on to
better assess the impact of EU development assistance on
sustainable development in the extractive industries sector in
order to ensure effective and accountable use of EU financial
resources.","The European Parliament passed a resolution to strengthen EU development policy, emphasizing the need for sustainable transformation of extractive industries in developing countries. Key points include promoting equal partnerships, prioritizing win-win situations for local communities, and encouraging diversification of economies through sustainable alternatives. The Commission is urged to develop an EU Code of Conduct on Responsible Investment in Extractive Industries."
2022/2197(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1770154,"The European Parliament
adopted by 486 votes to 23, with 127 abstentions, a resolution on
the situation of children deprived of liberty in the
world.

Putting an end to the detention
of children

The resolution stated that
the deprivation of liberty of children also deprives them of their
childhoods and their futures. The right of children to unhindered
access to education and well-being activities, which are the best
means to alleviate the effects of poverty and ensure a better
future for them, their families and their communities. The relevant
institutions to ensure this right is effectively
applied.

Members also stressed that
deprivation of liberty may itself constitute a form of torture
or cruel, inhuman or degrading treatment, or punishment of
children , which violates international law, is explicitly
prohibited by the Convention on the Rights of the Child. They
called for the repeal of any legislation and practice which
continue to allow children’s life imprisonment and corporal
punishment. Moreover, children under the age of 18 years should
not, under any circumstances, be recruited by armed groups or
persons involved with them or participate in
hostilities.

Deploring the detention of
children, Parliament believes that the international community
should redouble its efforts to end the detention of children by 2030 through the use and explicit legal recognition of
diversion, and explore other non-custodial and restorative justice
measures.

The resolution called on
EU institutions and Member States to take the lead and launch a
global campaign to reduce the number of children held in detention,
including through the creation of a UN monitoring
mechanism.

Parliament also strongly
condemned the trafficking and exploitation of people, including
children . It encouraged Member State embassies and EU
delegations to ensure that civil society organisations, local
community leaders and religious actors are included in discussions
with the authorities with a view to eliminating harmful practices
against children, such as forced marriages or deprivation of
liberty based on faith or religion.

Children within the
administration of justice

Parliament invited the
EEAS and Commission to propose in all its cooperation programmes on
rule of law and justice capacity-building a specific chapter
focused on supporting third-country authorities to establish effective child justice systems . It called for intensified
efforts to ensure that all children in detention can enjoy the
rights enshrined in the UN Convention on the Rights of the Child
and are treated with humanity and with respect for the inherent
dignity of the human person. In addition, Members should refrain as
much as possible from detaining primary caregivers with very young
children.

Children with
disabilities

Members called urgently
for an end to discrimination against children with
disabilities in all laws, policies and practices that relate to the
right to personal liberty. The resolution highlighted that some of
the EU candidate countries still use closed institutions for
people, including children with disabilities. Members repeated
their call on EU candidate countries for further progress to ensure
that the rights of persons with disabilities are upheld and that
decent living conditions for people, including children, with
disabilities are ensured.

Gender identity

Members condemned all
forms of punishment leading to the deprivation of liberty of
children based on their sexual orientation or gender identity, on
having obtained an abortion or for consensual and non-exploitative
sexual activities between adolescents of similar ages, as well as
the deprivation of liberty stemming from ‘honour’-based
abuse.

Children in
migration

Members recalled that
migrant children should, as a rule, not be detained but be placed
in accommodation with special provisions for minors. States are
called on to put in place appropriate safeguards to protect all
children in migration present on their territory. Reception
conditions need to be adapted to the specific situation of minors
and their special reception needs, whether unaccompanied or with
their families, taking account of their security, including against
sexual and gender-based violence, physical and emotional care and
encourage their general development.

Children affected by
conflict

Pointing out that in 2022,
more than one child in six was living in a conflict zone, Members
reiterated that children detained as a result of occupation or
armed conflict must be considered first and foremost as
victims and must never be detained or punished solely for
belonging to armed forces or groups. They stressed the need to put
in place educational measures to enable children to reintegrate
their communities and find their place in society after conflict,
in order to prevent and prevent the transmission of violence to the
next generation.

Parliament called on the
Commission and the VP/HR to redouble their efforts to prevent and put an end to the serious violations committed against
children deprived of their liberty in the context of armed
conflicts, in particular brutal oppression, deportation, forced
separation of families and forced adoption, which amount to crimes
against humanity and represent a serious risk of genocide. Lastly,
European countries are invited to set up reintegration
programmes for EU national children born in fighters’ or
prison camps.","The European Parliament passed a resolution, with 486 votes in favor, aiming to end child detention worldwide. It emphasized the negative impact of child detention on their future, advocated for children's right to education and well-being, and condemned practices like life imprisonment, corporal punishment, and child recruitment by armed groups. The Parliament also urged the international community to work towards ending child detention by 2030, using diversion and restorative justice measures."
