sheet_id,question_en,question_fr,file_name,survey_date,question_clean
icvacc19,"COVID-19 vaccine approved by national regulatory authority and available to the public in country: INTERVIEWER: IS A CORONAVIRUS VACCINE APPROVED BY THE NATIONAL REGULATORY
AUTHORITY AND AVAILABLE TO THE PUBLIC IN SLOVENIA?",,ESS10e03_3,2020-06-01,Is a COVID-19 vaccine approved by the national regulatory authority and available to the public in Slovenia?
imfljob,"Immigrants help to fill jobs where there are shortage of workers: CARD 26Using this card, please say how much you agree or disagree with each of the following statements. Firstly...People who come to live and work here help to fill jobs where there are shortages of workersREAD OUT",,ESS1e06_7,2002-06-01,Do immigrants help to fill jobs where there are worker shortages?
imgrpc,"Immigrants from outside Europe: from rich/poor countries: And what about people who come to live in [country] nowadays from countries outside Europe, would you say that ...",,ESS1e06_7,2002-06-01,"What about immigrants currently living in [country] who originate from outside Europe, are they primarily from wealthy or less affluent nations?"
impcntr,Allow many/few immigrants from poorer countries outside Europe: STILL CARD 18How about people from the poorer countries outside Europe?Use the same card.,,ESS11e04_1,2023-06-01,Should we allow many or few immigrants from poorer countries outside Europe?
impvo,"Important in life: voluntary organisations: CARD 44Looking at this card, how important is each of these things in your life. Firstly... ...voluntary organisations?READ OUT",,ESS1e06_7,2002-06-01,How important are voluntary organizations in your life?
imrcntr,Allow many/few immigrants from richer countries outside Europe: STILL CARD 24To what extent do you think [country] should allow people from the richer countries outside Europe to come and live here?Use the same card,,ESS1e06_7,2002-06-01,Should [country] allow many or few immigrants from richer countries outside Europe?
imtcjob,"Immigrants take jobs away in country or create new jobs: CARD 28Using this card, would you say that people who come to live here generally take jobs away from workers in [country], or generally help to create new jobs?",,ESS7e02_3,2014-06-01,Do immigrants mainly take jobs away or help create new jobs in [country]?
imvtctz,"Immigrants only get the right to vote in national elections once they become citizens: STILL CARD 37And still thinking generally rather than about [country], how important do you think it is for democracy in general... ....that immigrants only get the right to vote in national elections once they become citizens?READ OUT...",,ESS6e02_7,2012-06-01,Is it important for democracy that immigrants can only vote after becoming citizens?
inctxff,"Favour increase taxes on fossil fuels to reduce climate change: ASK ALL CARD 44To what extent are you in favour or against the following policies in [country] to reduce climate change? Increasing taxes on fossil fuels, such as oil, gas and coal.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS8e02_3,2016-06-01,"Do you support increasing taxes on fossil fuels (oil, gas, coal) to help reduce climate change in [country]?"
jbcoedu,"Would someone applying for your job need education beyond compulsory: If someone was applying nowadays for the job you do now, would they need any education or vocational schooling beyond compulsory education?",,ESS5e03_6,2010-06-01,Do applicants for your current job require education beyond compulsory levels?
keydec,"Key decisions are made by national governments rather than the European Union: STILL CARD 35And still thinking generally rather than about [country], how important do you think it is for democracy in general... ...that key decisions are made by national governments rather than the European Union?READ OUT...",,ESS10e03_3,2020-06-01,Is it more important for key decisions to be made by national governments or the European Union for the sake of democracy in general?
keydecc,"In country key decisions are made by national governments rather than the European Union: STILL CARD 36And still using this card, please tell me to what extent you think each of the following statements applies in [country]. Key decisions in [country] are made by the national government rather than the European Union.READ OUT EACH STATEMENT",,ESS10e03_3,2020-06-01,Are key decisions in [country] primarily made by the national government or the European Union?
lklmten,"How likely, large numbers of people limit energy use: STILL CARD 43How likely do you think it is that large numbers of people will limit their energy use to try to reduce climate change?",,ESS8e02_3,2016-06-01,How likely is it that many people will limit their energy use to help combat climate change?
lkredcc,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 43Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS8e02_3,2016-06-01,How likely is it that limiting energy use by many people would help reduce climate change?
lwpeth,Law against promoting racial or ethnic hatred good/bad for a country: CARD 39How good or bad are each of these things for a country? Please use this card. Firstly...A law against promoting racial or ethnic hatredREAD OUT,,ESS1e06_7,2002-06-01,Is a law against promoting racial or ethnic hatred beneficial or harmful for a country?
mcpriv,Online/mobile communication undermines personal privacy: CARD 62To what extent would you say that online and mobile communication... ...undermines personal privacy?READ OUT...,,ESS10e03_3,2020-06-01,Does online and mobile communication undermine personal privacy to a great extent?
medcrgv,"The media are free to criticise the government: ASK ALL 
CARD 35Using this card, please tell me how important you think it is for democracy in general... ...that the media are free to criticise the government?READ OUT...",,ESS10e03_3,2020-06-01,How important is it for democracy that the media can freely criticize the government?
medcrgvc,"In country the media are free to criticise the government: CARD 36Using this card, please tell me to what extent you think each of the following statements applies in [country]. 0 means you think the statement does not apply at all and 10 means you think it applies completely. The media in [country] are free to criticise the government.READ OUT EACH STATEMENT",,ESS10e03_3,2020-06-01,How much do you agree that the media in [country] can freely criticize the government?
meprinf,"The media provide citizens with reliable information to judge the government: STILL CARD 37And still thinking generally rather than about [country], how important do you think it is for democracy in general... ...that the media provide citizens with reliable information to judge the government?READ OUT...",,ESS6e02_7,2012-06-01,How important is it for media to provide reliable information for citizens to judge governments in a democracy?
othvdm,"Other voluntary organisation, last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you donated money to any other voluntary organizations in the last 12 months, besides those already mentioned? (Check all that apply)"
othvmmb,"Other voluntary organisation, last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Are you a member of any other voluntary organizations in the last 12 months, besides those already mentioned? (Check all that apply)"
othvna,"Other voluntary organisation, last 12 months: no answer: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? No answerREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you been involved with any other voluntary organizations in the last 12 months, besides those already mentioned? (Code all that apply)"
othvnn,"Other voluntary organisation, last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you been involved in any other voluntary organizations in the last 12 months, besides those already mentioned? (Code all that apply)"
othvptp,"Other voluntary organisation, last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you participated in any other voluntary organizations in the last 12 months, besides those already mentioned? (Code all that apply)"
othvvw,"Other voluntary organisation, last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,"Have you done any voluntary work for other organizations in the last 12 months, such as those already mentioned or others not listed? (Check all that apply)"
ownrdcc,"How likely, limiting own energy use reduce climate change: STILL CARD 43How likely do you think it is that limiting your own energy use would help reduce climate change?",,ESS8e02_3,2016-06-01,How likely does limiting personal energy use help in reducing climate change?
panclobo,"How important for country to close its borders when fighting a pandemic: CARD 93Using this card, how important is it for [country] to close its borders when fighting a pandemic?",,ESS10e03_3,2020-06-01,How important is it for the country to close its borders during a pandemic?
panfolru,"More important to follow government rules or to make own decisions when fighting a pandemic: ASK IF GROUP 1 AT K3
Now some more questions on different government priorities when fighting a pandemic.
ASK IF GROUP 2 AT K3
Now some questions on different government priorities when fighting a pandemic.
ASK ALL
CARD 92Is it more important for you personally to follow government rules or to make your own decisions when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to follow government rules and 10 means it is much more important to make your own decisions.",,ESS10e03_3,2020-06-01,"Is it more important for you personally to follow government rules or make your own decisions during a pandemic (0 means follow government rules, 10 means make your own decisions)?"
panmonpb,"More important for governments to monitor and track the public or to maintain public privacy when fighting a pandemic: CARD 91Is it more important for governments to monitor and track the public or to maintain public privacy when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to monitor and track the public and 10 means it is much more important to maintain public privacy.",,ESS10e03_3,2020-06-01,"Is it more important for governments to monitor and track the public or maintain public privacy during a pandemic? Please rate on a scale of 0-10, with 0 indicating monitoring and tracking is more important and 10 indicating maintaining privacy is more important."
panpriph,"More important for governments to prioritise public health or economic activity when fighting a pandemic: ASK IF GROUP 1 AT K3
The next set of questions ask about your opinion on different government priorities when fighting a pandemic.
CARD 90Is it more important to prioritise public health or economic activity when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to prioritise public health and 10 means it is much more important to prioritise economic activity.",,ESS10e03_3,2020-06-01,"Is it more important for governments to prioritize public health or economic activity during a pandemic? (Please answer on a scale of 0-10, where 0 means prioritize public health and 10 means prioritize economic activity.)"
panresmo,"How important to restrict people's movement between different parts of country when fighting a pandemic: STILL CARD 93Still using this card, how important is it to restrict people's movement between different parts of [country] when fighting a pandemic?",,ESS10e03_3,2020-06-01,How important is it to restrict movement within the country during a pandemic?
plciplt,"Decisions and actions of police unduly influenced by political pressure: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The decisions and actions of the police are unduly influenced by pressure from political parties and politicians.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01,Are the decisions and actions of the police influenced by political pressure?
plcipvl,"Police stand up for values that are important to people like me: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The police stand up for values that are important to people like me.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01,"Do you agree or disagree with the statement: ""The police stand up for values that are important to people like me""?"
plcpvcr,"How successful police are at preventing crimes in country: CARD 31Based on what you have heard or your own experience how successful do you think the police are at preventing crimes in [country] where violence is used or threatened?Choose your answer from this card, where 0 is extremely unsuccessful and 10 is extremely successful.",,ESS5e03_6,2010-06-01,How successful do you think the police are at preventing violent crimes in [country]? (Choose a number between 0 and 10)
plcrgwr,"Police have the same sense of right and wrong as me: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The police generally have the same sense of right and wrong as I do.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01,Do the police share your sense of right and wrong?
pltavie,Politicians take into account the views of other European governments: STILL CARD 37And how important do you think it is for democracy in general... ...that politicians take into account the views of other European governments before making decisions?READ OUT...,,ESS6e02_7,2012-06-01,How important is it for democracy that politicians consider the views of other European governments before making decisions?
pltaviec,In country politicians take into account the views of other European governments: STILL CARD 38And to what extent does this statement apply in [country]? Politicians in [country] take into account the views of other European governments before making decisions.,,ESS6e02_7,2012-06-01,Do politicians in [country] consider the views of other European governments when making decisions?
poltran,"Decisions in country politics are transparent: STILL CARD 54How much would you say that decisions in [country] politics are transparent, meaning that everyone can see how they were made?",,ESS9e03_3,2018-06-01,Are decisions in [country] politics transparent and easy to understand for everyone?
pplvdmc,"In country people with extreme political views are prevented from expressing them: CARD 41Using this card, to what extent do you think those who hold extreme political views in [country] today are prevented from expressing them openly?",,ESS6e02_7,2012-06-01,Are extreme political views in [country] suppressed or allowed to be expressed openly?
pplvdmi,Important for democracy: prevent people from expressing extreme political views: CARD 40How important do you think it is for democracy in general that those who hold extreme political views are prevented from expressing them openly? Please use this card.,,ESS6e02_7,2012-06-01,How important is preventing the expression of extreme political views for democracy?
ppwwkp,Proportion of women at workplace: CARD 81What is the proportion of women at your workplace?,,ESS5e03_6,2010-06-01,What percentage of people at your workplace are women?
prtclabg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS4e04_6,2008-06-01,What political party in Bulgaria do you feel closest to?
prtclach,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS3e03_7,2006-06-01,What political party in Switzerland do you feel closest to?
prtclagb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS3e03_7,2006-06-01,What political party in the UK do you feel closest to?
prtclalt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS7e02_3,2014-06-01,What political party in Lithuania do you feel closest to?
prtclame,"Which party feel closer to, Montenegro: Which one? (Montenegro)",,ESS10e03_3,2020-06-01,What political party in Montenegro do you feel closest to?
prtclaru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS4e04_6,2008-06-01,What political party in the Russian Federation do you feel closest to?
prtclasi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS2e03_6,2004-06-01,What political party in Slovenia do you feel closest to?
prtclask,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS4e04_6,2008-06-01,What political party in Slovakia do you feel closest to?
prtclbbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS5e03_6,2010-06-01,What political party in Bulgaria do you feel closest to?
prtclbch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS4e04_6,2008-06-01,What political party in Switzerland do you feel closest to?
prtclbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS3e03_7,2006-06-01,What political party in Bulgaria do you feel closest to?
prtclbgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS8e02_3,2016-06-01,What political party in the UK do you feel closest to?
prtclblt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS9e03_3,2018-06-01,What political party in Lithuania do you feel closest to?
prtclbme,"Which party feel closer to, Montenegro: Which one? (Montenegro)",,ESS11e04_1,2023-06-01,What political party in Montenegro do you feel closest to?
prtclbru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS5e03_6,2010-06-01,What political party in the Russian Federation do you feel closest to?
prtclbsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS3e03_7,2006-06-01,What political party in Slovenia do you feel closest to?
prtclbsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS5e03_6,2010-06-01,What political party in Slovakia do you feel closest to?
prtclcbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS6e02_7,2012-06-01,What political party in Bulgaria do you feel closest to?
prtclcch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS5e03_6,2010-06-01,What political party in Switzerland do you feel closest to?
prtclcgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS9e03_3,2018-06-01,What political party in the UK do you feel closest to?
prtclch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS2e03_6,2004-06-01,What political party in Switzerland do you feel closest to?
prtclclt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS11e04_1,2023-06-01,What political party in Lithuania do you feel closest to?
prtclcru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS6e02_7,2012-06-01,What political party in the Russian Federation do you feel closest to?
prtclcsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS5e03_6,2010-06-01,What political party in Slovenia do you feel closest to?
prtclcsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS6e02_7,2012-06-01,What political party in Slovakia do you feel closest to?
prtcldbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS9e03_3,2018-06-01,What political party in Bulgaria do you feel closest to?
prtcldch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS6e02_7,2012-06-01,What political party in Switzerland do you feel closest to?
prtcldgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS11e04_1,2023-06-01,What political party in the UK do you feel closest to?
prtcldru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS8e02_3,2016-06-01,What political party in the Russian Federation do you feel closest to?
prtcldsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS6e02_7,2012-06-01,What political party in Slovenia do you feel closest to?
prtcldsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS9e03_3,2018-06-01,What political party in Slovakia do you feel closest to?
prtclebg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS10e03_3,2020-06-01,What political party in Bulgaria do you feel closest to?
prtclech,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS7e02_3,2014-06-01,What political party in Switzerland do you feel closest to?
prtclesi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS8e02_3,2016-06-01,What political party in Slovenia do you feel closest to?
prtclesk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS11e04_1,2023-06-01,What political party in Slovakia do you feel closest to?
prtclfbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS11e04_1,2023-06-01,What political party in Bulgaria do you feel closest to?
prtclfch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS8e02_3,2016-06-01,What political party in Switzerland do you feel closest to?
prtclfsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS10e03_3,2020-06-01,What political party in Slovenia do you feel closest to?
prtclgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS6e02_7,2012-06-01,What political party in the UK do you feel closest to?
prtclgch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS9e03_3,2018-06-01,What political party in Switzerland do you feel closest to?
prtclgsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS11e04_1,2023-06-01,What political party in Slovenia do you feel closest to?
prtclhch," Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS11e04_1,2023-06-01,What political party in Switzerland do you feel closest to?
prtcllt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS5e03_6,2010-06-01,What political party in Lithuania do you feel closest to?
prtclme,"Which party feel closer to, Montenegro: Which one? (Montenegro)",,ESS9e03_3,2018-06-01,What political party in Montenegro do you feel closest to?
prtclru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS3e03_7,2006-06-01,What political party in the Russian Federation do you feel closest to?
prtclsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS1e06_7,2002-06-01,What political party in Slovenia do you feel closest to?
prtclsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS2e03_6,2004-06-01,What political party in Slovakia do you feel closest to?
prtmbabg,"Member of which party, Bulgaria: Which one? (Bulgaria)",,ESS4e04_6,2008-06-01,What is the political party affiliation in Bulgaria?
prtmbach,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS3e03_7,2006-06-01,What is the political party affiliation of a Swiss individual?
prtmbagb,"Member of which party, United Kingdom: Which one? (United Kingdom)",,ESS3e03_7,2006-06-01,What is the political party affiliation in the UK?
prtmbanl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS2e03_6,2004-06-01,What is the political party affiliation in the Netherlands?
prtmbapt,"Member of which party, Portugal: Which one? (Portugal)",,ESS4e04_6,2008-06-01,What is the political party affiliation in Portugal?
prtmbasi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS2e03_6,2004-06-01,What is the political party affiliation in Slovenia?
prtmbask,"Member of which party, Slovakia: Which one? (Slovakia)",,ESS4e04_6,2008-06-01,What is the political party affiliation in Slovakia?
prtmbbbg,"Member of which party, Bulgaria: Which one? (Bulgaria)",,ESS5e03_6,2010-06-01,What is the political party affiliation in Bulgaria?
prtmbbch,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS4e04_6,2008-06-01,What is the political party affiliation of a Swiss individual?
prtmbbg,"Member of which party, Bulgaria: Which one? (Bulgaria)",,ESS3e03_7,2006-06-01,What is the political party affiliation in Bulgaria?
prtmbbnl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS4e04_6,2008-06-01,What is the political party affiliation in the Netherlands?
prtmbbpt,"Member of which party, Portugal: Which one? (Portugal)",,ESS5e03_6,2010-06-01,What is the political party affiliation in Portugal?
prtmbbsi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS3e03_7,2006-06-01,What is the political party affiliation in Slovenia?
prtmbbsk,"Member of which party, Slovakia: Which one? (Slovakia)",,ESS5e03_6,2010-06-01,What is the political party affiliation in Slovakia?
prtmbcch,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS5e03_6,2010-06-01,What is the political party affiliation of a Swiss individual?
prtmbch,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS2e03_6,2004-06-01,What is the political party affiliation of a Swiss individual?
prtmbcnl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS5e03_6,2010-06-01,What is the political party affiliation in the Netherlands?
prtmbcsi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS5e03_6,2010-06-01,What is the political party affiliation in Slovenia?
prtmbgb,"Member of which party, United Kingdom: Which one? (United Kingdom)",,ESS5e03_6,2010-06-01,What is the political party affiliation in the UK?
prtmblt,"Member of which party, Lithuania: Which one? (Lithuania)",,ESS5e03_6,2010-06-01,What is the political party affiliation in Lithuania?
prtmbnl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS3e03_7,2006-06-01,What is the political party affiliation in the Netherlands?
prtmbpt,"Member of which party, Portugal: Which one? (Portugal)",,ESS2e03_6,2004-06-01,What is the political party affiliation in Portugal?
prtmbsi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS1e06_7,2002-06-01,What is the political party affiliation in Slovenia?
prtmbsk,"Member of which party, Slovakia: Which one? (Slovakia)",,ESS2e03_6,2004-06-01,What is the political party affiliation in Slovakia?
prtsick,"Employees often pretend they are sick to stay at home: CARD 39Using this card, please say how much you agree or disagree with each of the following statements about people in [country]. Employees often pretend they are sick in order to stay at home.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS4e04_6,2008-06-01,Do employees frequently fake illness to work from home in [country]?
prtyban,"Ban political parties that wish overthrow democracy: CARD 12Using this card, please say to what extent you agree or disagree with each of the following statements Political parties that wish to overthrow democracy should be bannedREAD OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01,Should political parties aiming to overthrow democracy be banned?
prtyptp,"Political party, last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a political party? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01,Have you participated in a political party within the last 12 months? (Check all that apply)
reshhc19,Anyone living with respondent had COVID-19: CARD 99Has anyone living with you had coronavirus?Please answer using this card.,,ESS10e03_3,2020-06-01,Has anyone living with you been infected with COVID-19?
rfgbfml,"Granted refugees should be entitled to bring close family members: ASK ALL CARD 31Some people come to this country and apply for refugee status on the grounds that they fear persecution in their own country. Using this card, please say how much you agree or disagree with the following statements. Firstly...Refugees whose applications are granted should be entitled to bring in their close family membersREAD OUT",,ESS8e02_3,2016-06-01,Should refugees granted asylum be allowed to bring in their close family members?
rfgfrpc,"Most refugee applicants not in real fear of persecution own countries: ASK ALL CARD 31Some people come to this country and apply for refugee status on the grounds that they fear persecution in their own country. Using this card, please say how much you agree or disagree with the following statements. Firstly...Most applicants for refugee status aren't in real fear of persecution in their own countriesREAD OUT",,ESS8e02_3,2016-06-01,Do you agree or disagree: Most refugee applicants are not genuinely afraid of persecution in their home countries?
rfggvfn,"Financial support to refugee applicants while cases considered: CARD 40Using this card, please say how much you agree or disagree with the following statements. Firstly ...While their cases are being considered, the [country] government should give financial support to applicantsREAD OUT",,ESS1e06_7,2002-06-01,Should the [country] government provide financial support to refugee applicants while their cases are being considered?
rghmgpr,"The rights of minority groups are protected: ASK ALL
CARD 35Using this card, please tell me how important you think it is for democracy in general.... ...that the rights of minority groups are protected?READ OUT...",,ESS10e03_3,2020-06-01,How important is it for democracy that the rights of minority groups are protected?
rlgdeapt,"Religion or denomination belonging to in the past, Portugal: Which one? (Portugal)",,ESS11e04_1,2023-06-01,What was your religion or denomination in Portugal?
rlgdecy,"Religion or denomination belonging to in the past, Cyprus: ASK IF YES AT C13 (IF C13 = 1)Which one? (Cyprus)",,ESS11e04_1,2023-06-01,"What was your religion or denomination in Cyprus, if you had one? (Ask only if C13 is yes)"
rlgdehu,"Religion or denomination belonging to in the past, Hungary: ASK IF YES AT C13 (IF C13 = 1)Which one? (Hungary)",,ESS11e04_1,2023-06-01,"What was your religion or denomination in Hungary, if you had one? (Ask only if C13 is yes)"
rlgdept,"Religion or denomination belonging to in the past, Portugal: Which one? (Portugal)",,ESS6e02_7,2012-06-01,What was your religion or denomination in Portugal?
rlgders,"Religion or denomination belonging to in the past, Serbia: ASK IF YES AT C13 (IF C13 = 1)Which one? (Serbia)",,ESS9e03_3,2018-06-01,"What was your religion or denomination in Serbia, if you were previously affiliated? (If applicable)"
rlgdnais,"Religion or denomination belonging to at present, Iceland: ASK IF YES AT C11 (code 1)Which one? (Iceland)",,ESS11e04_1,2023-06-01,What is your current religion or denomination in Iceland? (If yes at C11)
rlgdnapt,"Religion or denomination belonging to at present, Portugal: Which one? (Portugal)",,ESS11e04_1,2023-06-01,What is your current religion or denomination in Portugal?
rlgdncy,"Religion or denomination belonging to at present, Cyprus: ASK IF YES AT C11 (IF C11 = 1)Which one? (Cyprus)",,ESS11e04_1,2023-06-01,What is your current religion or denomination in Cyprus? (If you answered yes at C11)
rlgdnhu,"Religion or denomination belonging to at present, Hungary: ASK IF YES AT C11 (IF C11 = 1)Which one? (Hungary)",,ESS11e04_1,2023-06-01,What is your current religion or denomination in Hungary? (Ask if yes at C11)
rlgdnis,"Religion or denomination belonging to at present, Iceland: ASK IF YES AT C11 (code 1)Which one? (Iceland)",,ESS8e02_3,2016-06-01,What is your current religion or denomination in Iceland? (If yes at C11)
rlgdnpt,"Religion or denomination belonging to at present, Portugal: Which one? (Portugal)",,ESS6e02_7,2012-06-01,What is your current religion or denomination in Portugal?
rlgdnrs,"Religion or denomination belonging to at present, Serbia: ASK IF YES AT C11 (IF C11 = 1)Which one? (Serbia)",,ESS9e03_3,2018-06-01,What is your current religion or denomination in Serbia? (Ask only if you answered 'Yes' at C11)
rlgueim,"Religious beliefs and practices undermined or enriched by immigrants: ASK ALL CARD 37Using this card, do you think the religious beliefs and practices in [country] are generally undermined or enriched by people coming to live here from other countries?",,ESS7e02_3,2014-06-01,Are religious beliefs and practices in [country] mainly undermined or enriched by immigrants?
sbprvpv,Social benefits/services prevent widespread poverty: CARD 49Using this card please tell me to what extent you agree or disagree that social benefits and services in [country]... ....prevent widespread poverty?READ OUT...,,ESS8e02_3,2016-06-01,Do you agree or disagree that social benefits and services in [country] help prevent widespread poverty?
sbsrnen,Favour subsidise renewable energy to reduce climate change: ASK ALL CARD 44To what extent are you in favour or against the following policies in [country] to reduce climate change? Using public money to subsidise renewable energy such as wind and solar power.READ OUT EACH STATEMENT AND CODE IN GRID,,ESS8e02_3,2016-06-01,Do you support using public funds to subsidize renewable energy (like wind and solar) to help reduce climate change in [country]?
