sheet_id,question_en,question_fr,file_name,survey_date
othvvw,"Other voluntary organisation, last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...any other voluntary organisation such as the ones I've just mentioned? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
ownrdcc,"How likely, limiting own energy use reduce climate change: STILL CARD 43How likely do you think it is that limiting your own energy use would help reduce climate change?",,ESS8e02_3,2016-06-01
panclobo,"How important for country to close its borders when fighting a pandemic: CARD 93Using this card, how important is it for [country] to close its borders when fighting a pandemic?",,ESS10e03_3,2020-06-01
panfolru,"More important to follow government rules or to make own decisions when fighting a pandemic: ASK IF GROUP 1 AT K3
Now some more questions on different government priorities when fighting a pandemic.
ASK IF GROUP 2 AT K3
Now some questions on different government priorities when fighting a pandemic.
ASK ALL
CARD 92Is it more important for you personally to follow government rules or to make your own decisions when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to follow government rules and 10 means it is much more important to make your own decisions.",,ESS10e03_3,2020-06-01
panmonpb,"More important for governments to monitor and track the public or to maintain public privacy when fighting a pandemic: CARD 91Is it more important for governments to monitor and track the public or to maintain public privacy when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to monitor and track the public and 10 means it is much more important to maintain public privacy.",,ESS10e03_3,2020-06-01
panpriph,"More important for governments to prioritise public health or economic activity when fighting a pandemic: ASK IF GROUP 1 AT K3
The next set of questions ask about your opinion on different government priorities when fighting a pandemic.
CARD 90Is it more important to prioritise public health or economic activity when fighting a pandemic? Please answer on a score from 0-10 using this card, where 0 means it is much more important to prioritise public health and 10 means it is much more important to prioritise economic activity.",,ESS10e03_3,2020-06-01
panresmo,"How important to restrict people's movement between different parts of country when fighting a pandemic: STILL CARD 93Still using this card, how important is it to restrict people's movement between different parts of [country] when fighting a pandemic?",,ESS10e03_3,2020-06-01
plciplt,"Decisions and actions of police unduly influenced by political pressure: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The decisions and actions of the police are unduly influenced by pressure from political parties and politicians.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
plcipvl,"Police stand up for values that are important to people like me: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The police stand up for values that are important to people like me.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
plcpvcr,"How successful police are at preventing crimes in country: CARD 31Based on what you have heard or your own experience how successful do you think the police are at preventing crimes in [country] where violence is used or threatened?Choose your answer from this card, where 0 is extremely unsuccessful and 10 is extremely successful.",,ESS5e03_6,2010-06-01
plcrgwr,"Police have the same sense of right and wrong as me: CARD 34Using this card, please say to what extent you agree or disagree with each of the following statements about the police in [country]. The police generally have the same sense of right and wrong as I do.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
pltavie,Politicians take into account the views of other European governments: STILL CARD 37And how important do you think it is for democracy in general... ...that politicians take into account the views of other European governments before making decisions?READ OUT...,,ESS6e02_7,2012-06-01
pltaviec,In country politicians take into account the views of other European governments: STILL CARD 38And to what extent does this statement apply in [country]? Politicians in [country] take into account the views of other European governments before making decisions.,,ESS6e02_7,2012-06-01
poltran,"Decisions in country politics are transparent: STILL CARD 54How much would you say that decisions in [country] politics are transparent, meaning that everyone can see how they were made?",,ESS9e03_3,2018-06-01
pplvdmc,"In country people with extreme political views are prevented from expressing them: CARD 41Using this card, to what extent do you think those who hold extreme political views in [country] today are prevented from expressing them openly?",,ESS6e02_7,2012-06-01
pplvdmi,Important for democracy: prevent people from expressing extreme political views: CARD 40How important do you think it is for democracy in general that those who hold extreme political views are prevented from expressing them openly? Please use this card.,,ESS6e02_7,2012-06-01
ppwwkp,Proportion of women at workplace: CARD 81What is the proportion of women at your workplace?,,ESS5e03_6,2010-06-01
prtclabg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS4e04_6,2008-06-01
prtclach,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS3e03_7,2006-06-01
prtclagb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS3e03_7,2006-06-01
prtclalt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS7e02_3,2014-06-01
prtclame,"Which party feel closer to, Montenegro: Which one? (Montenegro)",,ESS10e03_3,2020-06-01
prtclaru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS4e04_6,2008-06-01
prtclasi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS2e03_6,2004-06-01
prtclask,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS4e04_6,2008-06-01
prtclbbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS5e03_6,2010-06-01
prtclbch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS4e04_6,2008-06-01
prtclbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS3e03_7,2006-06-01
prtclbgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS8e02_3,2016-06-01
prtclblt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS9e03_3,2018-06-01
prtclbme,"Which party feel closer to, Montenegro: Which one? (Montenegro)",,ESS11e04_1,2023-06-01
prtclbru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS5e03_6,2010-06-01
prtclbsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS3e03_7,2006-06-01
prtclbsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS5e03_6,2010-06-01
prtclcbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS6e02_7,2012-06-01
prtclcch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS5e03_6,2010-06-01
prtclcgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS9e03_3,2018-06-01
prtclch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS2e03_6,2004-06-01
prtclclt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS11e04_1,2023-06-01
prtclcru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS6e02_7,2012-06-01
prtclcsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS5e03_6,2010-06-01
prtclcsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS6e02_7,2012-06-01
prtcldbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS9e03_3,2018-06-01
prtcldch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS6e02_7,2012-06-01
prtcldgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS11e04_1,2023-06-01
prtcldru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS8e02_3,2016-06-01
prtcldsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS6e02_7,2012-06-01
prtcldsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS9e03_3,2018-06-01
prtclebg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS10e03_3,2020-06-01
prtclech,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS7e02_3,2014-06-01
prtclesi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS8e02_3,2016-06-01
prtclesk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS11e04_1,2023-06-01
prtclfbg,"Which party feel closer to, Bulgaria: Which one? (Bulgaria)",,ESS11e04_1,2023-06-01
prtclfch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS8e02_3,2016-06-01
prtclfsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS10e03_3,2020-06-01
prtclgb,"Which party feel closer to, United Kingdom: Which one? (United Kingdom)",,ESS6e02_7,2012-06-01
prtclgch,"Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS9e03_3,2018-06-01
prtclgsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS11e04_1,2023-06-01
prtclhch," Which party feel closer to, Switzerland: Which one? (Switzerland)",,ESS11e04_1,2023-06-01
prtcllt,"Which party feel closer to, Lithuania: Which one? (Lithuania)",,ESS5e03_6,2010-06-01
prtclme,"Which party feel closer to, Montenegro: Which one? (Montenegro)",,ESS9e03_3,2018-06-01
prtclru,"Which party feel closer to, Russian Federation: Which one? (Russian Federation)",,ESS3e03_7,2006-06-01
prtclsi,"Which party feel closer to, Slovenia: Which one? (Slovenia)",,ESS1e06_7,2002-06-01
prtclsk,"Which party feel closer to, Slovakia: Which one? (Slovakia)",,ESS2e03_6,2004-06-01
prtmbabg,"Member of which party, Bulgaria: Which one? (Bulgaria)",,ESS4e04_6,2008-06-01
prtmbach,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS3e03_7,2006-06-01
prtmbagb,"Member of which party, United Kingdom: Which one? (United Kingdom)",,ESS3e03_7,2006-06-01
prtmbanl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS2e03_6,2004-06-01
prtmbapt,"Member of which party, Portugal: Which one? (Portugal)",,ESS4e04_6,2008-06-01
prtmbasi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS2e03_6,2004-06-01
prtmbask,"Member of which party, Slovakia: Which one? (Slovakia)",,ESS4e04_6,2008-06-01
prtmbbbg,"Member of which party, Bulgaria: Which one? (Bulgaria)",,ESS5e03_6,2010-06-01
prtmbbch,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS4e04_6,2008-06-01
prtmbbg,"Member of which party, Bulgaria: Which one? (Bulgaria)",,ESS3e03_7,2006-06-01
prtmbbnl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS4e04_6,2008-06-01
prtmbbpt,"Member of which party, Portugal: Which one? (Portugal)",,ESS5e03_6,2010-06-01
prtmbbsi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS3e03_7,2006-06-01
prtmbbsk,"Member of which party, Slovakia: Which one? (Slovakia)",,ESS5e03_6,2010-06-01
prtmbcch,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS5e03_6,2010-06-01
prtmbch,"Member of which party, Switzerland: Which one? (Switzerland)",,ESS2e03_6,2004-06-01
prtmbcnl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS5e03_6,2010-06-01
prtmbcsi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS5e03_6,2010-06-01
prtmbgb,"Member of which party, United Kingdom: Which one? (United Kingdom)",,ESS5e03_6,2010-06-01
prtmblt,"Member of which party, Lithuania: Which one? (Lithuania)",,ESS5e03_6,2010-06-01
prtmbnl,"Member of which party, Netherlands: Which one? (Netherlands)",,ESS3e03_7,2006-06-01
prtmbpt,"Member of which party, Portugal: Which one? (Portugal)",,ESS2e03_6,2004-06-01
prtmbsi,"Member of which party, Slovenia: Which one? (Slovenia)",,ESS1e06_7,2002-06-01
prtmbsk,"Member of which party, Slovakia: Which one? (Slovakia)",,ESS2e03_6,2004-06-01
prtsick,"Employees often pretend they are sick to stay at home: CARD 39Using this card, please say how much you agree or disagree with each of the following statements about people in [country]. Employees often pretend they are sick in order to stay at home.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS4e04_6,2008-06-01
prtyban,"Ban political parties that wish overthrow democracy: CARD 12Using this card, please say to what extent you agree or disagree with each of the following statements Political parties that wish to overthrow democracy should be bannedREAD OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
prtyptp,"Political party, last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a political party? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
reshhc19,Anyone living with respondent had COVID-19: CARD 99Has anyone living with you had coronavirus?Please answer using this card.,,ESS10e03_3,2020-06-01
rfgbfml,"Granted refugees should be entitled to bring close family members: ASK ALL CARD 31Some people come to this country and apply for refugee status on the grounds that they fear persecution in their own country. Using this card, please say how much you agree or disagree with the following statements. Firstly...Refugees whose applications are granted should be entitled to bring in their close family membersREAD OUT",,ESS8e02_3,2016-06-01
rfgfrpc,"Most refugee applicants not in real fear of persecution own countries: ASK ALL CARD 31Some people come to this country and apply for refugee status on the grounds that they fear persecution in their own country. Using this card, please say how much you agree or disagree with the following statements. Firstly...Most applicants for refugee status aren't in real fear of persecution in their own countriesREAD OUT",,ESS8e02_3,2016-06-01
rfggvfn,"Financial support to refugee applicants while cases considered: CARD 40Using this card, please say how much you agree or disagree with the following statements. Firstly ...While their cases are being considered, the [country] government should give financial support to applicantsREAD OUT",,ESS1e06_7,2002-06-01
rghmgpr,"The rights of minority groups are protected: ASK ALL
CARD 35Using this card, please tell me how important you think it is for democracy in general.... ...that the rights of minority groups are protected?READ OUT...",,ESS10e03_3,2020-06-01
rlgdeapt,"Religion or denomination belonging to in the past, Portugal: Which one? (Portugal)",,ESS11e04_1,2023-06-01
rlgdecy,"Religion or denomination belonging to in the past, Cyprus: ASK IF YES AT C13 (IF C13 = 1)Which one? (Cyprus)",,ESS11e04_1,2023-06-01
rlgdehu,"Religion or denomination belonging to in the past, Hungary: ASK IF YES AT C13 (IF C13 = 1)Which one? (Hungary)",,ESS11e04_1,2023-06-01
rlgdept,"Religion or denomination belonging to in the past, Portugal: Which one? (Portugal)",,ESS6e02_7,2012-06-01
rlgders,"Religion or denomination belonging to in the past, Serbia: ASK IF YES AT C13 (IF C13 = 1)Which one? (Serbia)",,ESS9e03_3,2018-06-01
rlgdnais,"Religion or denomination belonging to at present, Iceland: ASK IF YES AT C11 (code 1)Which one? (Iceland)",,ESS11e04_1,2023-06-01
rlgdnapt,"Religion or denomination belonging to at present, Portugal: Which one? (Portugal)",,ESS11e04_1,2023-06-01
rlgdncy,"Religion or denomination belonging to at present, Cyprus: ASK IF YES AT C11 (IF C11 = 1)Which one? (Cyprus)",,ESS11e04_1,2023-06-01
rlgdnhu,"Religion or denomination belonging to at present, Hungary: ASK IF YES AT C11 (IF C11 = 1)Which one? (Hungary)",,ESS11e04_1,2023-06-01
rlgdnis,"Religion or denomination belonging to at present, Iceland: ASK IF YES AT C11 (code 1)Which one? (Iceland)",,ESS8e02_3,2016-06-01
rlgdnpt,"Religion or denomination belonging to at present, Portugal: Which one? (Portugal)",,ESS6e02_7,2012-06-01
rlgdnrs,"Religion or denomination belonging to at present, Serbia: ASK IF YES AT C11 (IF C11 = 1)Which one? (Serbia)",,ESS9e03_3,2018-06-01
rlgueim,"Religious beliefs and practices undermined or enriched by immigrants: ASK ALL CARD 37Using this card, do you think the religious beliefs and practices in [country] are generally undermined or enriched by people coming to live here from other countries?",,ESS7e02_3,2014-06-01
sbprvpv,Social benefits/services prevent widespread poverty: CARD 49Using this card please tell me to what extent you agree or disagree that social benefits and services in [country]... ....prevent widespread poverty?READ OUT...,,ESS8e02_3,2016-06-01
sbsrnen,Favour subsidise renewable energy to reduce climate change: ASK ALL CARD 44To what extent are you in favour or against the following policies in [country] to reduce climate change? Using public money to subsidise renewable energy such as wind and solar power.READ OUT EACH STATEMENT AND CODE IN GRID,,ESS8e02_3,2016-06-01
sclcdm,"Social club etc., last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sclcmmb,"Social club etc., last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sclcna,"Social club etc., last 12 months: no answer: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? No answerREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sclcnn,"Social club etc., last 12 months: none apply: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? NoneREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sclcptp,"Social club etc., last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sclcref,"Social club etc., last 12 months: refusal: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? RefusalREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sclcvw,"Social club etc., last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a social club, club for the young, the retired/elderly, women, or friendly societies? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sgnptit,"Signed petition last 12 months: ASK ALLThere are different ways of trying to improve things in [country] or help prevent things from going wrong. During the last 12 months, have you done any of the following? Have you... ...signed a petition?READ OUT...",,ESS11e04_1,2023-06-01
sptcdm,"Sports/outdoor activity club, last 12 months: donated money: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...Firstly, a sports club or club for out-door activities? Donated moneyREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sptcmmb,"Sports/outdoor activity club, last 12 months: member: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...Firstly, a sports club or club for out-door activities? MemberREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
sptcvw,"Sports/outdoor activity club, last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...Firstly, a sports club or club for out-door activities? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
stfedu,"State of education in country nowadays: CARD 13Now, using this card, please say what you think overall about the state of education in [country] nowadays?",,ESS11e04_1,2023-06-01
stpldmi,"Important for democracy: government sticks to policies regardless of what most people think: ASK IF GOVERNMENT SHOULD STICK TO ITS PLANNED POLICIES AT D25 (IF D25 = 2)
CARD 40How important do you think it is for democracy in general that the government sticks to its planned policies regardless of what most people think?Please use this card.",,ESS10e03_3,2020-06-01
testic34,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 1 AT C33 (IF C33 = 1) 
CARD 32Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01
testic35,"How likely, large numbers of people limit energy use: STILL CARD 32How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01
testic36,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 32And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01
testic37,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 2 AT C33 (IF C33 = 2)
CARD 33Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01
testic38,"How likely, large numbers of people limit energy use: STILL CARD 33How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01
testic39,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 33And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01
testic40,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 3 AT C33 (IF C33 = 3)
CARD 34Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01
testic41,"How likely, large numbers of people limit energy use: STILL CARD 34How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01
testic42,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 34And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01
testii1,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 1 AT C33 (IF C33 = 1)
To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don’t try to remember what you answered before but treat them as if they were completely new questions.
CARD 86Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01
testii2,"How likely, large numbers of people limit energy use: STILL CARD 86How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01
testii3,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 86And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01
testii4,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 2 AT C33 (IF C33 = 2)
To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don’t try to remember what you answered before but treat them as if they  were completely new questions.
CARD 87Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01
testii5,"How likely, large numbers of people limit energy use: STILL CARD 87How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01
testii6,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 87And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01
testii7,"Imagine large numbers of people limit energy use, how likely reduce climate change: ASK IF GROUP 3 AT C33 (IF C33 = 3) 
To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don’t try to remember what you answered before but treat them as if they were completely new questions.
CARD 88Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS10e03_3,2020-06-01
testii8,"How likely, large numbers of people limit energy use: STILL CARD 88How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS10e03_3,2020-06-01
testii9,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 88And how likely do you think it is that governments  in enough countries will take action that reduces climate change?",,ESS10e03_3,2020-06-01
testjc34,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 30Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01
testjc35,"How likely, large numbers of people limit energy use: STILL CARD 30How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01
testjc36,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 30And how likely do you think it is that governments in enough countries40 will take action that reduces climate change?",,ESS11e04_1,2023-06-01
testjc37,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 31Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01
testjc38,"How likely, large numbers of  people limit energy use: STILL CARD 31How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01
testjc39,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 31And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01
testjc40,"Imagine large numbers of people limit energy use, how likely reduce climate change: CARD 32Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01
testjc41,"How likely, large numbers of people limit energy use: STILL CARD 32How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01
testjc42,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 32And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01
testji1,"Imagine large numbers of people limit energy use, how likely reduce climate change: To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don't try to remember what you answered before but treat them as if they were completely new questions.
CARD 90Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01
testji2,"How likely, large numbers of people limit energy use: STILL CARD 90How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01
testji3,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 90And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01
testji4,"Imagine large numbers of people limit energy use, how likely reduce climate change: To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don't try to remember what you answered before but treat them as if they were completely new questions.
CARD 91Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01
testji5,"How likely, large numbers of people limit energy use: STILL CARD 91How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01
testji6,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 91And how likely do you think it is that governments in enough countries will take action that reduces climate change?",,ESS11e04_1,2023-06-01
testji7,"Imagine large numbers of people limit energy use, how likely reduce climate change: To help us improve our questions in the future, here are some questions which are similar to previous ones. Please don't try to remember what you answered before but treat them as if they were completely new questions.
CARD 92Now imagine that large numbers of people limited their energy use. How likely do you think it is that this would reduce climate change?",,ESS11e04_1,2023-06-01
testji8,"How likely, large numbers of  people limit energy use: STILL CARD 92How likely do you think it is that large numbers of people will actually limit their energy use to try to reduce climate change?",,ESS11e04_1,2023-06-01
testji9,"How likely, governments in enough countries take action to reduce climate change: STILL CARD 92And how likely do you think it is that governments in enough countries40 will take action that reduces climate change?",,ESS11e04_1,2023-06-01
trfoct,"How likely to be caught if committed traffic offence: CARD 26Now just suppose you were to do any of these things in [country]. Using this card, please tell me how likely it is that you would be caught and punished if you... ...committed a traffic offence like speeding or crossing a red light?READ OUT...",,ESS5e03_6,2010-06-01
trfowr,How wrong to commit traffic offence: CARD 25Using this card please tell me how wrong it is to... ...commit a traffic offence like speeding or crossing a red light?READ OUT...,,ESS5e03_6,2010-06-01
trrenyr,How likely terrorist attack in Europe during next twelve months: ASK ALLDo you think that a terrorist attack somewhere in Europe during the next twelve months is?READ OUT...,,ESS4e04_6,2008-06-01
trrprsn,"Terrorist suspect in prison until police satisfied: READ OUT EACH STATEMENT AND CODE IN GRIDUsing this card, please say how much you agree or disagree with each of these statements If a man is suspected of planning a terrorist attack in [COUNTRY], the police should have the power to keep him in prison until they are satisfied he was not involved.",,ESS4e04_6,2008-06-01
