sheet_id,question_en,question_fr,file_name,survey_date
cnsoptp,"Consumer/automobile organisation, last 12 months: participated: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a consumer or automobile organisation? ParticipatedREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
cnsoref,"Consumer/automobile organisation, last 12 months: refusal: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a consumer or automobile organisation? RefusalREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
cnsovw,"Consumer/automobile organisation, last 12 months: voluntary work: CARD 43For each of the voluntary organisations I will now mention, please use this card to tell me whether any of these things apply to you now or in the last 12 months, and, if so, which. ...a consumer or automobile organisation? Voluntary workREAD OUT EACH ORGANISATION IN TURN. PROBE:'Which others?' CODE ALL THAT APPLY FOR EACH ORGANISATION",,ESS1e06_7,2002-06-01
cntbrth,Country of birth: In which country were you born?WRITE IN,,ESS1e06_7,2002-06-01
cntbrtha,Country of birth: In which country were you born?WRITE IN,,ESS3e03_7,2006-06-01
cntbrthb,Country of birth: In which country were you born?WRITE IN,,ESS5e03_6,2010-06-01
cntbrthc,Country of birth: ASK IF NO AT C22 (code 2)In which country were you born?WRITE IN,,ESS8e02_3,2016-06-01
cntbrthd,Country of birth: ASK IF NO AT C21 (IF C21 = 2)In which country were you born?TYPE IN,,ESS11e04_1,2023-06-01
colcom,"Communicate with colleagues about work via text, email or messaging apps, how often: STILL CARD 83How often do you communicate about work in writing with your colleagues via text, email or messaging apps?",,ESS10e03_3,2020-06-01
colhlp,"Colleagues give work-related help, how likely: ASK IF RESPONDENT DID NOT REPORT HAVING NO COLLEAGUES AT G53 (IF G53 = 01, 02, 03, 04, 05, 06, 07, 77, 88)
CARD 82How likely would your colleagues be to give you work-related help or advice, if needed?",,ESS10e03_3,2020-06-01
colphone,"Speak with colleagues about work using a phone, how often: STILL CARD 83How often do you speak about work with your colleagues using a phone or other device? Please include calls you make or receive, but exclude calls where you and your colleagues see each other on a screen.",,ESS10e03_3,2020-06-01
colprop,"Proportion of colleagues based at the same location: ASK IF CURRENTLY IN PAID WORK AT F17a OR F18 (IF 01 AT F17a OR F18 = 1)
Now let's talk about the colleagues you work with on a regular basis.
CARD 81If you have colleagues, what proportion of them are based at the same physical location as you on a normal working day?INTERVIEWER: If the respondent asks which colleagues to consider, ask them to refer to the colleagues they work with on a regular basis. If the respondent works at more than one location, ask them to think about the location they work at most frequently.",,ESS10e03_3,2020-06-01
colscrn,"Speak with colleagues about work and see each other on a screen, how often: STILL CARD 83How often do you speak about work with your colleagues such that you can see each other on a screen?",,ESS10e03_3,2020-06-01
colspeak,"Speak with colleagues in person, how often: CARD 83How often do you speak about work with your colleagues in person? Please only include occasions where you are physically in the same location.",,ESS10e03_3,2020-06-01
comnlng,"Better for a country if almost everyone speak one common language: CARD 38Using this card, please tell me how much you agree or disagree with each of these statements. Firstly ...It is better for a country if almost everyone is able to speak at least one common languageREAD OUT",,ESS1e06_7,2002-06-01
como12,"Communicate with child aged 12 or over via text, email or messaging apps, how often: STILL CARD 64How often do you communicate with each other via text, email or messaging apps?",,ESS10e03_3,2020-06-01
compnt,"Communicate with parent via text, email or messaging apps, how often: STILL CARD 67How often do you communicate with each other via text, email or messaging apps?",,ESS10e03_3,2020-06-01
contplt,"Contacted politician or government official last 12 months: ASK ALLThere are different ways of trying to improve things in [country] or help prevent things from going wrong. During the last 12 months, have you done any of the following? Have you... ...contacted a politician, government or local government official?READ OUT...",,ESS11e04_1,2023-06-01
cpimpop,"Country's number of immigrants compared to European countries same size: CARD 41Compared to other European countries of about the same size as [country], do you think that more or fewer people to come and live here from other countries?Please use this card",,ESS1e06_7,2002-06-01
cptppol,"Confident in own ability to participate in politics: CARD 8And using this card, how confident are you in your own ability to participate in politics?",,ESS7e02_3,2014-06-01
cptppola,Confident in own ability to participate in politics: CARD 8And how confident are you in your own ability to participate in politics?,,ESS11e04_1,2023-06-01
crmvct,Respondent or household member victim of burglary/assault last 5 years: Have you or a member of your household been the victim of a burglary or assault in the last 5 years?,,ESS11e04_1,2023-06-01
crpdwk,"Control paid work last 7 days: ASK IF NOT IN PAID WORK AT F17a (IF NOT 01 at F17a)Can I just check, did you do any paid work of an hour or more in the last seven days?",,ESS11e04_1,2023-06-01
crpdwkp,"Partner, control paid work last 7 days: ASK IF PARTNER NOT IN PAID WORK AT F45a (IF NOT 01 AT F45a)Can I just check, did he/she do any paid work (of an hour or more) in the last 7 days?",,ESS11e04_1,2023-06-01
crspce,"Find pace of course slow/fast: Do you find the pace of your course(s) too slow, about right, or too fast?",,ESS2e03_6,2004-06-01
crvctef,"Worry about becoming victim of violent crime has effect on quality of life: ASK IF ANY WORRY AT C9 (CODES 1,2,3)Does this worry about becoming a victim of violent crime have a...READ OUT...",,ESS5e03_6,2010-06-01
crvctwr,"How often worry about becoming a victim of violent crime: CARD 21 AGAINHow often, if at all, do you worry about becoming a victim of violent crime? Please choose your answer from this card.",,ESS5e03_6,2010-06-01
ctbfsmv,"All countries benefit if people can move where their skills needed: CARD 34Using this card, please say how much you agree or disagree with the following statements. Firstly...All countries benefit if people can move to countries where their skills are most neededREAD OUT",,ESS1e06_7,2002-06-01
ctfrdc,"How often the courts make fair, impartial decisions based on available evidence: STILL CARD 37How often do you think the courts make fair, impartial decisions based on the evidence made available to them?Use the same card.",,ESS5e03_6,2010-06-01
ctinplt,"The courts' decisions are unduly influenced by political pressure: CARD 41Using this card, please say to what extent you agree or disagree with each of the following statements about [country] nowadays. The decisions and actions of the courts are unduly influenced by pressure from political parties and politicians.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
ctjbcnt,"Courts doing good or bad job in country: CARD 36Taking into account all the things the courts are expected to do, would you say they are doing a good job or a bad job?Choose your answer from this card.",,ESS5e03_6,2010-06-01
ctmtgfr,How often the courts make mistakes that let guilty people go free: CARD 37Please tell me how often you think the courts make mistakes that let guilty people go free?Use this card where 0 is never and 10 is always.,,ESS5e03_6,2010-06-01
ctprpwr,"Courts protect rich and powerful over ordinary people: CARD 41Using this card, please say to what extent you agree or disagree with each of the following statements about [country] nowadays. Courts generally protect the interests of the rich and powerful above those of ordinary people.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
ctrlife,"How much control over life in general nowadays: CARD 33Using a scale of 0 to 10, where 0 means no control at all and 10 means complete control, how much control do you feel you have over your life in general nowadays?Please use this card.",,ESS11e04_1,2023-06-01
ctstogv,"The courts able to stop the government acting beyond its authority: STILL CARD 37And still thinking generally rather than about [country], how important do you think it is for democracy in general... ...that the courts are able to stop the government acting beyond its authority?READ OUT...",,ESS6e02_7,2012-06-01
cttresa,"The courts treat everyone the same: STILL CARD 35Still thinking generally rather than about [country], how important do you think it is for democracy in general... ...that the courts treat everyone the same?READ OUT...",,ESS10e03_3,2020-06-01
cttresac,"In country the courts treat everyone the same: STILL CARD 36Still using this card, please tell me to what extent you think each of the following statements applies in [country]. The courts in [country] treat everyone the same.READ OUT EACH STATEMENT",,ESS10e03_3,2020-06-01
ctzchtx,"Citizens should not cheat on taxes: CARD 32Using this card, how much do you agree or disagree with each of these statements? Citizens should not cheat on their taxes.",,ESS2e03_6,2004-06-01
ctzhlpo,"Citizens should spend some free time helping others: CARD 32Using this card, how much do you agree or disagree with each of these statements? Citizens should spend at least some of their free time helping others.",,ESS2e03_6,2004-06-01
cuthheq,"To what extent had to cut back on holidays or household equipment last 3 years: CARD 70Using this card, please tell me to what extent each of the following has applied to you in the last three years. I have had to cut back on holidays or new household equipmentREAD OUT EACH STATEMENT AND CODE IN GRID.",,ESS5e03_6,2010-06-01
dbctvrd,"Everyone's duty to back the court's final verdict: CARD 41Using this card, please say to what extent you agree or disagree with each of the following statements about [country] nowadays. Everyone has a duty to back the final verdict of the courts.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS5e03_6,2010-06-01
dcadmms,"Doctors are willing to admit mistakes to their patients: CARD 31Using this card, please indicate how often you think the following applies to doctors in general: Doctors are willing to admit their mistakes to their patients.",,ESS2e03_6,2004-06-01
dcdfcwr,"Doctors use words that patients find difficult to understand: CARD 31Using this card, please indicate how often you think the following applies to doctors in general: Doctors use words or phrases that their patients find difficult to understand.",,ESS2e03_6,2004-06-01
dcdisc,"Doctors discuss treatment with patient before they decide: CARD 31Using this card, please indicate how often you think the following applies to doctors in general: Before doctors decide on a treatment, they discuss it with their patient.",,ESS2e03_6,2004-06-01
dckptrt,"Doctors keep whole truth from patients: CARD 31Using this card, please indicate how often you think the following applies to doctors in general: Doctors keep the whole truth from their patients.",,ESS2e03_6,2004-06-01
dclagr,"Preferred decision level of agricultural policies: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...agricultureREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dclaid,"Preferred decision level of policies about aid to developing countries: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...aid to developing countriesREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dclcrm,"Preferred decision level of fighting against organised crime policies: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...fighting against organised crimeREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dcldef,"Preferred decision level of defence policies: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...defenceREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dclenv,"Preferred decision level of environmental protection policies: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...protecting the environmentREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dclintr,"Preferred decision level of interest rates policies: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...interest ratesREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dclmig,"Preferred decision level of immigration and refugees policies: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...immigration and refugeesREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dclvlf,"Free to decide how to live my life: CARD 26Using this card, please tell me to what extent you agree or disagree with each of the following statements. I feel I am free to decide for myself how to live my life.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS6e02_7,2012-06-01
dclwlfr,"Preferred decision level of social welfare policies: CARD 15Policies can be decided at different levels. Using this card, at which level do you think the following policies should mainly be decided? ...social welfareREAD OUT AND CODE ONE ON EACH LINE",,ESS1e06_7,2002-06-01
dcndleq,"Doctors, nurses give special advantages or deal with everyone equally: CARD 32Using this card, please tell me whether you think doctors and nurses in [country] give special advantages to certain people or deal with everyone equally? Choose your answer from this card where 0 means you think they give special advantages to certain people and 10 means you think they deal with everyone equally.",,ESS4e04_6,2008-06-01
dcsfwrk,"Current job: can decide time start/finish work: CARD 79Using this card, please tell me how true each of the following statements is about your current job. I can decide the time I start and finish work.",,ESS5e03_6,2010-06-01
dcsfwrka,Current job: can decide time start/finish work: CARD 70To what extent are you allowed to decide your own starting and finishing times at work?,,ESS10e03_3,2020-06-01
dctreql,"Regular general practitioner/doctor treat patients as equals: CARD 31Using this card, please indicate how often you think the following applies to doctors in general: GPs treat their patients as their equals.",,ESS2e03_6,2004-06-01
ddprsmd,Did last time doctor prescribed medicine you not had before: CARD 26Please think back to the last time a doctor prescribed you a medicine you had not had before. Which statement on the card comes closest to what you did with this prescription?,,ESS2e03_6,2004-06-01
deaimpp,Deal with important problems in life: CARD 30How difficult or easy do you find it to deal with important problems that come up in your life? Please use this card where 0 is extremely difficult and 10 is extremely easy.,,ESS6e02_7,2012-06-01
dfcnswk,Difficult to concentrate on work because of family responsibilities: STILL CARD 80How often do you... ...find it difficult to concentrate on work because of your family responsibilities?READ OUT...?,,ESS2e03_6,2004-06-01
dfcnswka,"Difficult concentrate on work because of family responsibilities: Using this card, how often do you... ...find it difficult to concentrate on work because of your family responsibilities?",,ESS5e03_6,2010-06-01
dfegcf,"Different race or ethnic group: have any close friends: Do you have any close friends who are of a different race or ethnic group from most [country] people? IF YES, is that several or a few?",,ESS7e02_3,2014-06-01
dfegcon,"Different race or ethnic group: contact, how often: CARD 38How often do you have any contact with people who are of a different race or ethnic group from most [country] people when you are out and about? This could be on public transport, in the street, in shops or in the neighbourhood.Please use this card. INTERVIEWER: Any contact should be included, whether verbal or non-verbal.",,ESS7e02_3,2014-06-01
dfeghbg,"Different race or ethnic group: contact, how bad or good: ASK IF CODES 02-07 AT D20 CARD 39Thinking about this contact, in general how bad or good is it? Please use this card.Please use this card.",,ESS7e02_3,2014-06-01
dfincac,"Large differences in income acceptable to reward talents and efforts: CARD 45Using this card, please say how much you agree or disagree with each of the following statements. Large differences in people's incomes are acceptable to properly reward differences in talents and efforts.READ OUT EACH STATEMENT AND CODE IN GRID",,ESS8e02_3,2016-06-01
dfprtal,"Different political parties offer clear alternatives to one another: ASK ALL 
CARD 35Using this card, please tell me how important you think it is for democracy in general... ...that different political parties offer clear alternatives to one another?READ OUT...",,ESS10e03_3,2020-06-01
dfprtalc,"In country different political parties offer clear alternatives to one another: CARD 36Using this card, please tell me to what extent you think each of the following statements applies in [country]. 0 means you think the statement does not apply at all and 10 means you think it applies completely. Different political parties in [country] offer clear alternatives to one another.READ OUT EACH STATEMENT",,ESS10e03_3,2020-06-01
discpol,"Discuss politics/current affairs, how often: CARD 45 AGAINStill using this card, how often would you say you discuss politics and current affairs?Please use this card",,ESS1e06_7,2002-06-01
ditxssp,"Government decrease/increase taxes and social spending: CARD 33Many social benefits and services are paid for by taxes. If the government had to choose between increasing taxes and spending more on social benefits and services, or decreasing taxes and spending less on social benefits and services, which should they do?Choose your answer from this card.",,ESS4e04_6,2008-06-01
dmcntov,How democratic [country] is overall: CARD 7How democratic do you think [country] is overall? Choose your answer from this card where 0 is not at all democratic and 10 is completely democratic.,,ESS6e02_7,2012-06-01
dngdk,"Doing last 7 days: don't know: CARD 47Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Don't knowSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngdkp,"Partner doing last 7 days: don't know: CARD 54Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Don't knowSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngna,"Doing last 7 days: no answer: CARD 47Using this card, which of these descriptions applies to what you have been doing for the last 7 days? No answerSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngnap,"Partner doing last 7 days: no answer: CARD 54Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? No answerSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngoth,"Doing last 7 days: other: CARD 47Using this card, which of these descriptions applies to what you have been doing for the last 7 days? OtherSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngothp,"Partner doing last 7 days: other: CARD 54Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? OtherSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngref,"Doing last 7 days: refusal: CARD 47Using this card, which of these descriptions applies to what you have been doing for the last 7 days? RefusalSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngrefp,"Partner doing last 7 days: refusal: CARD 54Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? RefusalSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dngval,"Feel what I do in life is valuable and worthwhile: CARD 28Using this card, please say to what extent you agree or disagree with each of the following statements. I generally feel that what I do in my life is valuable and worthwhileREAD OUT EACH STATEMENT AND CODE IN GRID",,ESS6e02_7,2012-06-01
dntmny,"Donated money to political organisation or group last 12 months: ASK ALLThere are different ways of trying to improve things in [country] or help prevent things from going wrong. During the last 12 months, have you done any of the following? Firstly ...Donated money to a political organisation or groupREAD OUT",,ESS1e06_7,2002-06-01
domicil,"Domicile, respondent's description: ASK ALL
CARD 45Which phrase on this card best describes the area where you live?",,ESS11e04_1,2023-06-01
donprty,"Donated to or participated in political party or pressure group last 12 months: ASK ALLThere are different ways of trying to improve things in [country] or help prevent things from going wrong. During the last 12 months, have you done any of the following? Have you... ...donated to or participated in a political party or pressure group?READ OUT...",,ESS11e04_1,2023-06-01
doplcsy,"Duty to: do what police say, even when don't understand or agree: CARD 33To what extent is it your duty to... ...do what the police tell you even if you don't understand or agree with the reasons?READ OUT...",,ESS5e03_6,2010-06-01
dosprt,"Do sports or other physical activity, how many of last 7 days: On how many of the last 7 days did you walk quickly, do sports or other physical activity for 30 minutes or longer?INTERVIEWER: To be included, physical activity does not have to have been continuous. WRITE IN NUMBER OF DAYS: ..",,ESS11e04_1,2023-06-01
dpcstrb,"Duty to: do what police say even if treated badly: CARD 33To what extent is it your duty to... ...do what the police tell you to do, even if you don't like how they treat you?READ OUT...",,ESS5e03_6,2010-06-01
dprschg,"Can discuss personal issues with children or grandchildren age 15 to 30: STILL CARD 60Which option on this card best describes whether or not you can discuss personal issues such as feelings, beliefs or experiences with any of these children or grandchildren?",,ESS4e04_6,2008-06-01
dprsf70,"Can discuss personal issues with members of family aged over 70: STILL CARD 60Which option on this card best describes whether or not you can discuss personal issues such as feelings, beliefs or experiences with any of these members of your family?",,ESS4e04_6,2008-06-01
dprso70,"Can discuss personal issues with friends aged over 70: CARD 60Which option on this card best describes whether or not you can discuss personal issues such as feelings, beliefs or experiences with any of these friends?",,ESS4e04_6,2008-06-01
dprsy30,"Can discuss personal issues with friends younger than 30: CARD 58Which option on this card best describes whether or not you can discuss personal issues such as feelings, beliefs or experiences with any of these friends?",,ESS4e04_6,2008-06-01
dsbld,"Doing last 7 days: permanently sick or disabled: CARD 47Using this card, which of these descriptions applies to what you have been doing for the last 7 days? Permanently sick or disabledSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dsbldp,"Partner doing last 7 days: permanently sick or disabled: CARD 54Which of the descriptions on this card applies to what he/she has been doing for the last 7 days? Permanently sick or disabledSelect all that apply.
PROMPT Which others?
CODE ALL THAT APPLY",,ESS11e04_1,2023-06-01
dscrage,Discrimination of respondent's group: age: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? AgePROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrdk,Discrimination of respondent's group: don't know: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? Don't knowPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrdsb,Discrimination of respondent's group: disability: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? DisabilityPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscretn,Discrimination of respondent's group: ethnic group: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? Ethnic groupPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrgnd,Discrimination of respondent's group: gender: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? GenderPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrgrp,Member of a group discriminated against in this country: Would you describe yourself as being a member of a group that is discriminated against in this country?,,ESS11e04_1,2023-06-01
dscrlng,Discrimination of respondent's group: language: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? LanguagePROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrna,Discrimination of respondent's group: no answer: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? No answerPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrnap,Discrimination of respondent's group: not applicable: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? Not applicablePROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrntn,Discrimination of respondent's group: nationality: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? NationalityPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscroth,Discrimination of respondent's group: other grounds: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? OtherPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrrce,Discrimination of respondent's group: colour or race: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? Colour or racePROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrref,Discrimination of respondent's group: refusal: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? RefusalPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrrlg,Discrimination of respondent's group: religion: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? ReligionPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dscrsex,Discrimination of respondent's group: sexuality: ASK IF YES AT C18 (IF C18 = 1)On what grounds is your group discriminated against? SexualityPROBE: 'What other grounds?' CODE ALL THAT APPLY,,ESS11e04_1,2023-06-01
dsdclve,"To what extent had to draw on savings/debt to cover ordinary living expenses last 3 years: CARD 70Using this card, please tell me to what extent each of the following has applied to you in the last three years. I have had to draw on my savings or get into debt to cover ordinary living expenses.READ OUT EACH STATEMENT AND CODE IN GRID.",,ESS5e03_6,2010-06-01
dsgrhwk,"How often disagree with partner about how to divide housework: CARD 6015. Couples sometimes disagree about household and family issues. Using this card, how often do you and your husband/wife/partner disagree about ... ...how to divide house-work?READ OUT...",,ESS2e03_6,2004-06-01
dsgrmny,"How often disagree with partner about money: CARD 6015. Couples sometimes disagree about household and family issues. Using this card, how often do you and your husband/wife/partner disagree about ... ...money?READ OUT...",,ESS2e03_6,2004-06-01
dsgrmnya,"How often disagree with husband/wife/partner about money: CARD 91Couples sometimes disagree about household and family issues. Using this card, how often do you and your husband/wife/partner disagree about money?",,ESS5e03_6,2010-06-01
dsgrpwk,"How often disagree with partner about time spent on paid work: CARD 6015. Couples sometimes disagree about household and family issues. Using this card, how often do you and your husband/wife/partner disagree about ... ...the amount of time spent on paid work?READ OUT...",,ESS2e03_6,2004-06-01
dshltdk,"Discussed health, last 12 months: don't know: CARD 48In the last 12 months, that is since [MONTH, YEAR], with which of the health professionals on this card have you discussed your health? Don't knowINTERVIEWER: Refer to the same month as the interview but of the previous year. For example, if the interview takes place in September 2014, use [September 2013]. CODE ALL THAT APPLY. INTERVIEWER PROBE: 'Any other'? INTERVIEWER: include any form of communication and home visits by the doctor.",,ESS11e04_1,2023-06-01
dshltgp,"Discussed health, last 12 months: general practitioner: CARD 48In the last 12 months, that is since [MONTH, YEAR], with which of the health professionals on this card have you discussed your health? General PractitionerINTERVIEWER: Refer to the same month as the interview but of the previous year. For example, if the interview takes place in September 2014, use [September 2013]. CODE ALL THAT APPLY. INTERVIEWER PROBE: 'Any other'? INTERVIEWER: include any form of communication and home visits by the doctor.",,ESS11e04_1,2023-06-01
dshltms,"Discussed health, last 12 months: medical specialist: CARD 48In the last 12 months, that is since [MONTH, YEAR], with which of the health professionals on this card have you discussed your health? Medical SpecialistINTERVIEWER: Refer to the same month as the interview but of the previous year. For example, if the interview takes place in September 2014, use [September 2013]. CODE ALL THAT APPLY. INTERVIEWER PROBE: 'Any other'? INTERVIEWER: include any form of communication and home visits by the doctor.",,ESS11e04_1,2023-06-01
dshltna,"Discussed health, last 12 months: no answer: CARD 48In the last 12 months, that is since [MONTH, YEAR], with which of the health professionals on this card have you discussed your health? No answerINTERVIEWER: Refer to the same month as the interview but of the previous year. For example, if the interview takes place in September 2014, use [September 2013]. CODE ALL THAT APPLY. INTERVIEWER PROBE: 'Any other'? INTERVIEWER: include any form of communication and home visits by the doctor.",,ESS11e04_1,2023-06-01
dshltnt,"Discussed health, last 12 months: none of these: CARD 48In the last 12 months, that is since [MONTH, YEAR], with which of the health professionals on this card have you discussed your health? None of theseINTERVIEWER: Refer to the same month as the interview but of the previous year. For example, if the interview takes place in September 2014, use [September 2013]. CODE ALL THAT APPLY. INTERVIEWER PROBE: 'Any other'? INTERVIEWER: include any form of communication and home visits by the doctor.",,ESS11e04_1,2023-06-01
dshltref,"Discussed health, last 12 months: refusal: CARD 48In the last 12 months, that is since [MONTH, YEAR], with which of the health professionals on this card have you discussed your health? RefusalINTERVIEWER: Refer to the same month as the interview but of the previous year. For example, if the interview takes place in September 2014, use [September 2013]. CODE ALL THAT APPLY. INTERVIEWER PROBE: 'Any other'? INTERVIEWER: include any form of communication and home visits by the doctor.",,ESS11e04_1,2023-06-01
dsplvpr,Generally feel disappointed when leave doctor without prescription: CARD 30Now please use this card to show how much you agree or disagree with each of these statements: I generally feel a bit disappointed when I leave a doctor?s surgery without a prescription.,,ESS2e03_6,2004-06-01
dspplvt,"Voters discuss politics with people they know before deciding how to vote: ASK ALL CARD 37Using this card, please tell me how important you think it is for democracy in general... ...that voters discuss politics with people they know before deciding how to vote?READ OUT...",,ESS6e02_7,2012-06-01
dspplvtc,"In country voters discuss politics with people they know before deciding how to vote: CARD 38Using this card, please tell me to what extent you think each of the following statements applies in [country]. 0 means you think the statement does not apply at all and 10 means you think it applies completely. Voters in [country] discuss politics with people they know before deciding how to vote.READ OUT EACH STATEMENT AND CODE IN THE GRID",,ESS6e02_7,2012-06-01
dvrcdev,"Ever been divorced: May I just check, have you ever been divorced?Version A: GO TO F69",,ESS4e04_6,2008-06-01
dvrcdeva,Ever been divorced/had civil union dissolved: ASK ALLCan I just check have you ever been divorced or had a civil union dissolved?,,ESS11e04_1,2023-06-01
earnpen,Higher or lower earners should get larger old age pensions: CARD 35Some people say that higher earners should get larger old age pensions because they have paid in more. Others say that lower earners should get larger old age pensions because their needs are greater. Which of the three statements on this card comes closest to your view?CODE ONE ANSWER ONLY,,ESS4e04_6,2008-06-01
earnueb,"Higher or lower earners should get larger unemployment benefits: CARD 36Some people say that higher earners should get more benefit when they are temporarily unemployed because they paid more in tax, whilst others think that lower earners should get more because they are in greater need. Using this card, please tell me which of the three statements you agree with most?CODE ONE ANSWER ONLY",,ESS4e04_6,2008-06-01
eatveg,"How often eat vegetables or salad, excluding potatoes: STILL CARD 43Using the same card, please tell me how often you eat vegetables or salad, excluding potatoes?INTERVIEWER: Frozen vegetables should be included.",,ESS11e04_1,2023-06-01
ecohenv,"Economic growth always ends up harming environment: CARD 16Using this card, please say to what extent you agree or disagree with each of the following statements Economic growth always ends up harming the environmentREAD OUT EACH STATEMENT AND CODE IN GRID",,ESS1e06_7,2002-06-01
edagefgb,"Father's age when completed full time education, United Kingdom: How old was your father when he completed continuous full-time education? (United Kingdom)",,ESS11e04_1,2023-06-01
edagegb,"Age when completed full time education, United Kingdom: How old were you when you completed your continuous full-time education? (United Kingdom)",,ESS11e04_1,2023-06-01
edagemgb,"Mother's age when completed full time education, United Kingdom: How old was your mother when she completed continuous full-time education? (United Kingdom)",,ESS11e04_1,2023-06-01
