question_text,vote_summary,vote_id,similarity_score,sample_type,llm_score,llm_label,llm_explanation,llm_scores,llm_flagged
"Q2b_1 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that the Covid-19 pandemic will be over soon | Base: If ""Later"" or ""Never"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6521400213241577,positive,0.6,retrospective,"The survey question refers to the reason for not getting vaccinated soon against COVID-19, which is a past or ongoing situation, not a forward-looking opinion that could directly influence a vote.",[0.6],False
"QB4. The European Green Deal, which aims to provide a just and inclusive climate transition for Europe, also applies to the EU’s partnerships with developing countries. In your opinion, how important or not is it for the EU to tackle climate change and its effects in developing countries?","The European Parliament adopted by 503 votes to 40, with 18 abstentions, a resolution on the implementation of the updated new industrial strategy for Europe: aligning spending to policy.
Parliament considered that the Green Deal for Europe must be accompanied by an ambitious industrial policy in order to become a competitive front runner in a net-zero greenhouse gas (GHG) emissions and sustainable economy, and to create synergies between businesses, small and medium-sized enterprises (SMEs) and start-ups, and that it needs to be supported by an ambitious R&D policy and SME-friendly framework. The current energy and climate crisis and Russia's war of aggression against Ukraine have considerably reinforced this need. A functioning European…",147524,0.6519249081611633,positive,0.6,retrospective,"The survey question asks about the importance of tackling climate change in developing countries, which is a topic already addressed by the European Green Deal mentioned in the vote summary. The vote is about implementing an updated industrial strategy for Europe, not specifically addressing climate change in developing countries.",[0.6],False
QA28 To what extent do you agree with the following statement: the EU should have more competences to deal with crises such as the Coronavirus outbreak?,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference in capacity between the Member States’ healthcare systems, and demonstrated that, in circumstances where an unexpected health threat emerges, some Member States may become reliant on their neighbouring countries having sufficiently resilient systems…",116295,0.6509594917297363,positive,0.6,retrospective,"The survey question asks about the EU having more competences to deal with crises such as the Coronavirus outbreak, but the vote is about a resolution on the EU’s public health strategy post-COVID-19, which implies that the decision has already been made.",[0.6],False
"QA7.4 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Boosting investment and growth, and increasing the number of jobs in the agriculture and food sectors (N)","Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6503830552101135,positive,0.6,retrospective,"The survey question asks about the importance of boosting investment and growth in the agriculture sector, while the vote summary focuses on a larger budget for the CAP, reinforced direct payments, reduced administrative burden for farmers, and removing barriers to becoming a farmer. Although these are related topics within the same domain (agriculture), the survey question does not directly relate to the specific actions proposed in the vote summary.",[0.6],False
"QB8.1. Do you think that currently, the EU is successful in driving positive, sustainable change around the world, in the following areas :-Addressing climate change  ","The European Parliament adopted by 550 votes to 80, with 59 abstentions, a resolution on the EU strategy on adaptation to climate change.
According to estimates by the European Environment Agency (EEA), extreme weather and climate events accounted for EUR 426 billion in monetary terms in the EU-28 over the period 1980-2017. Damage costs from climate change are expected to be high, even if the Paris Agreement is implemented. Only an ambitious global mitigation policy can significantly reduce climate change and its consequences.
The resolution called for a improved focus and increased attention to adaptation in its new strategy. The strategy should be an integral part of the European Green Deal and an opportunity for the EU to take the global…",126261,0.6486653089523315,positive,0.6,retrospective,"The survey question asks about the EU's success in driving positive, sustainable change around the world, while the vote is about adopting a resolution on the EU strategy on adaptation to climate change. The survey references an already existing strategy, making it retrospective.",[0.6],False
QE2.3. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Financing the purchase and supply of military equipment to Ukraine,"The European Parliament adopted by 354 votes to 147, with 53 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council suspending certain parts of Regulation (EU) 2015/478 as regards imports of Ukrainian products into the European Union.
Parliament adopted the Commission's proposal at first reading.
Russia's war of aggression against Ukraine has, since 24 February 2022, seriously undermined Ukraine's ability to trade with the rest of the world. This is the case, for example, in the iron and steel sector, due to the occupation or destruction of iron and steel production facilities, but also in other sectors of the Ukrainian economy…",175398,0.6486231684684753,positive,0.6,retrospective,"The survey question refers to the EU's actions in response to Russia's invasion of Ukraine, which are already decided, not expressing a preference before the vote",[0.6],False
QA7.2 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Strengthening the farmer's role in the food chain,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6485588550567627,positive,0.6,retrospective,"The survey question asks about the importance of strengthening the farmer's role in the food chain, while the vote summary focuses on a larger budget for the CAP and other specific measures. Although both questions are related to agriculture, the survey question does not directly relate to the specific actions proposed in the vote.",[0.6],False
QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137235,0.6475235819816589,positive,0.6,retrospective,"The survey asks about the EU's role in protecting the environment and tackling climate change through the Common Agricultural Policy (CAP), but the vote summary mentions a new policy that strengthens biodiversity and adheres to existing EU environmental and climate laws and commitments. The survey question is referring to an already-existing policy, not expressing a preference before the vote.",[0.6],False
QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137271,0.6475235819816589,positive,0.6,retrospective,"The survey asks about the EU's role in protecting the environment and tackling climate change through the Common Agricultural Policy (CAP), but the vote summary mentions a new policy that strengthens biodiversity and adheres to existing EU environmental and climate laws and commitments. The survey question is referring to an already-existing policy, not expressing a preference before the vote.",[0.6],False
QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137260,0.6475235819816589,positive,0.6,retrospective,"The survey asks about the EU's role in protecting the environment and tackling climate change through the Common Agricultural Policy (CAP), but the vote summary mentions a new policy that strengthens biodiversity and adheres to existing EU environmental and climate laws and commitments. The survey question is referring to an already-existing policy, not expressing a preference before the vote.",[0.6],False
Q12 The European Commission has decided to make 2022 the ‘European Year of Youth’ to support the generation that has sacrificed the most during the COVID-19 pandemic. What are the key themes you think the European Year of Youth should focus on? You can select up to three answers. [MULTIPLE ANSWERS] | Base: All,"Focus on including youth in European and national policymaking
Young people will co-create year’s programme
MEPs ensured budgetary top-ups for Erasmus+ and European Solidarity Corps to finance accompanying initiatives",137684,0.6475133895874023,positive,0.6,retrospective,"The survey references the European Year of Youth as already decided by the European Commission, not expressing a preference before the vote",[0.6],False
"QA12. Thinking about EU’s response to the coronavirus pandemic, to what extent do you trust or not the EU to make the right decisions in the future?   ","The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference in capacity between the Member States’ healthcare systems, and demonstrated that, in circumstances where an unexpected health threat emerges, some Member States may become reliant on their neighbouring countries having sufficiently resilient systems…",116295,0.6474257707595825,positive,0.4,retrospective,"The survey question asks about trust in the EU's future decisions regarding COVID-19 response, while the vote is a resolution on the EU’s public health strategy post-COVID-19, which implies it has already been decided upon.",[0.4],False
"DX1 To what extent are you aware of the EU’s efforts in responding to cross-border crises (health emergencies, natural disasters and conflicts) via, for example, financial assistance, or help on the ground?","Support from the EU Solidarity Fund for Italy, Slovenia, Austria, Greece, and France following severe floods in 2023
Assistance will cover part of the costs of emergency and recovery operations
EU aid should be expanded in view of the increasing number of natural disasters in Europe, MEPs say",169701,0.6471627354621887,positive,0.6,retrospective,"The survey question asks about awareness of EU's efforts in responding to cross-border crises, while the vote is about expanding aid following specific floods in 2023, making it a retrospective match.",[0.6],False
"QA15. The European Union has designed a recovery plan of 750 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure is to respond to the economic effects of the coronavirus pandemic?   ","The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",134333,0.6469561457633972,positive,0.6,retrospective,"The survey asks about the effectiveness of a recovery plan that has already been designed and adopted by the EU, not expressing a preference before the vote",[0.6],False
QA7.3. How important do you think the following priorities of the Common Agricultural Policy (CAP) are?  :-Encouraging young people to enter the agricultural sector,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6457224488258362,positive,0.6,retrospective,"The survey question asks about the importance of encouraging young people to enter the agricultural sector, while the vote summary mentions a larger budget for the CAP and removing barriers to becoming a farmer. However, the survey does not express a forward-looking opinion that directly relates to the specific legislative actions mentioned in the vote.",[0.6],False
QA5.1. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Ensuring a fair standard of living for farmers,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6450304985046387,positive,0.6,retrospective,"The survey question asks about the role of CAP in ensuring a fair standard of living for farmers, while the vote summary focuses on increasing the budget, reinforcing direct payments, reducing administrative burden, and removing barriers to becoming a farmer. Although both questions are related to the Common Agricultural Policy (CAP), the survey question is more about evaluating the current policy's effectiveness, while the vote summary presents actions that could be considered as future changes or improvements.",[0.6],False
QA31 And what should the European Union now prioritise in its response to the Coronavirus pandemic? MAX. 3 ANSWERS,"The European Parliament adopted by 499 votes to 67, with 5 abstentions, a resolution on the discharge for implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control.
This resolution includes, for the EU agencies, the cross-cutting observations accompanying the discharge decisions.
Members welcomed the agencies' efforts to maintain high standards of work and high quality outputs despite the limitations imposed by the COVID-19 pandemic. They stressed that the pandemic has demonstrated that agencies play a key role in EU policy , controlling the number of infections across Member States, authorising vaccines and treatments, issuing guidelines on workplace adaptation and…",142375,0.6448228359222412,positive,0.0,unrelated,"The survey question asks about the EU's response to the Coronavirus pandemic, while the vote is about discharging the budget of EU agencies for the financial year 2020 and their performance during the pandemic.",[0.0],False
"Q2a_4 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will make it possible for me to resume a more normal professional life | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6426745057106018,positive,0.4,retrospective,"The survey question asks about the importance of resuming a normal professional life, which is a potential consequence of getting vaccinated, but not directly related to the specific votes mentioned about defining COVID-19 cases, influenza season, or vaccine supply.",[0.4],False
"Q1_2 Generally speaking, do you think that…? Having the euro is a good or bad thing for the EU. | Base: All","The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",129471,0.6426539421081543,positive,0.6,retrospective,"The survey question asks about the general perception of having the euro, while the vote is about strengthening the international role of the euro. The survey references the existence of the euro as a currency, making it retrospective.",[0.6],False
QA5.1 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a fair standard of living for farmers,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6426334977149963,positive,0.6,retrospective,"The survey question asks about the role of CAP in ensuring a fair standard of living for farmers, while the vote summary focuses on increasing the budget, reducing administrative burden, and removing barriers to becoming a farmer. Although both questions are related to the Common Agricultural Policy (CAP), the survey question is asking about the current state of affairs, not expressing a preference before the vote.",[0.6],False
QA5.4. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Securing a stable supply of food in the EU at all times,"The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",155937,0.6424562931060791,positive,0.6,retrospective,"The survey question asks about the role of the Common Agricultural Policy (CAP) in securing a stable food supply, which is already in place. The vote summary discusses becoming food self-sufficient and other actions related to agriculture, but not specifically addressing the CAP.",[0.6],False
"QA32.3 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-Allowing national governments to make public deficit to support the economy in these exceptional circumstances.","The European Parliament adopted by 499 votes to 67, with 5 abstentions, a resolution on the discharge for implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control.
This resolution includes, for the EU agencies, the cross-cutting observations accompanying the discharge decisions.
Members welcomed the agencies' efforts to maintain high standards of work and high quality outputs despite the limitations imposed by the COVID-19 pandemic. They stressed that the pandemic has demonstrated that agencies play a key role in EU policy , controlling the number of infections across Member States, authorising vaccines and treatments, issuing guidelines on workplace adaptation and…",142375,0.6412851810455322,positive,0.4,retrospective,"The survey question asks about the effectiveness of measures already decided by the EU, not expressing a preference before the vote",[0.4],False
"Q2b_2 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that the risk of being infected with Covid-19 is very low or inexistent in my case | Base: If ""Later"" or ""Never"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6410586833953857,positive,0.4,retrospective,"The survey question asks about reasons for not getting vaccinated soon, which is a past or ongoing situation, not a forward-looking opinion that could directly influence the vote.",[0.4],False
"Q7_2 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. NextgenerationEU, i.e. a recovery plan to respond to the economic effects of the coronavirus pandemic and modernise the EU’s economy, by investing €750 billion in the EU economy.","The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas.
The protection of the EU’s financial interests is a key element of the EU policy agenda to strengthen transparency, democratic accountability and the ability to respond to citizens’ needs, increase public trust and ensure that taxpayers’ money is…",140921,0.6405573487281799,positive,0.4,retrospective,"The survey question refers to the effectiveness of NextGenerationEU, a recovery plan that has already been adopted by the European Parliament.",[0.4],False
"QA5.7. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Providing safe, healthy and sustainable food of high quality","The EU must become food self-sufficient
Investments in digitalisation and modernisation of agriculture needed
Call for campaigns against food waste, national food prevention programmes and cooperation of supermarkets with food banks
Agricultural entrepreneurship and activity must be maintained when implementing the Green Deal",155937,0.6399530172348022,positive,0.6,retrospective,"The survey asks about the role of the Common Agricultural Policy (CAP) in providing safe, healthy and sustainable food of high quality, while the vote discusses becoming food self-sufficient and other initiatives related to agriculture, which may or may not be part of the CAP.",[0.6],False
QA15 The EU is currently making subsidy payments to farmers for carrying out agricultural practices beneficial to the climate and the environment. Are you in favour or opposed to the EU continuing to do so? (M) (ONE ANSWER ONLY),"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137260,0.639370322227478,positive,0.6,retrospective,"The survey asks about the EU continuing to make subsidy payments, which implies a policy that is already in place. The vote summary does not mention any specific action related to the continuation of these payments.",[0.6],False
QA15 The EU is currently making subsidy payments to farmers for carrying out agricultural practices beneficial to the climate and the environment. Are you in favour or opposed to the EU continuing to do so? (M) (ONE ANSWER ONLY),"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137235,0.639370322227478,positive,0.6,retrospective,"The survey asks about the EU continuing to make subsidy payments, which implies a policy that is already in place. The vote summary does not mention any specific action related to the continuation of these payments.",[0.6],False
QA15 The EU is currently making subsidy payments to farmers for carrying out agricultural practices beneficial to the climate and the environment. Are you in favour or opposed to the EU continuing to do so? (M) (ONE ANSWER ONLY),"New policy strengthens biodiversity and adheres to EU environmental and climate laws and commitments
10% of direct payments will go to small and medium-sized farms
Permanent crisis reserve to be used when prices or markets are unstable
Penalties for those who breach labour rules",137271,0.639370322227478,positive,0.6,retrospective,"The survey asks about the EU continuing to make subsidy payments, which implies a policy that is already in place. The vote summary does not mention any specific action related to the continuation of these payments.",[0.6],False
QA7.7. How important do you think the following priorities of the Common Agricultural Policy (CAP) are?  :-Ensuring reasonable food prices for consumers,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6387968063354492,positive,0.6,retrospective,"The survey question asks about the importance of ensuring reasonable food prices for consumers, while the vote summary focuses on budget, direct payments, administrative burden for farmers, and barriers to becoming a farmer. Although both are related to the Common Agricultural Policy (CAP), the survey question does not directly relate to the specific actions proposed in the vote.",[0.6],False
QA11. And what should the European Union now prioritise in its response to the coronavirus pandemic? (MAX. 3 ANSWERS) ,"The European Parliament adopted by 499 votes to 67, with 5 abstentions, a resolution on the discharge for implementation of the budget of the European Union agencies for the financial year 2020: performance, financial management and control.
This resolution includes, for the EU agencies, the cross-cutting observations accompanying the discharge decisions.
Members welcomed the agencies' efforts to maintain high standards of work and high quality outputs despite the limitations imposed by the COVID-19 pandemic. They stressed that the pandemic has demonstrated that agencies play a key role in EU policy , controlling the number of infections across Member States, authorising vaccines and treatments, issuing guidelines on workplace adaptation and…",142375,0.638430655002594,positive,0.0,unrelated,"The survey question asks about the EU's response to the coronavirus pandemic, while the vote is about discharging the budget of EU agencies for the financial year 2020, which is not directly related to the pandemic response.",[0.0],False
Q6_6 How much do you agree or disagree with each of the following statements? Gas storage in the EU should be filled up to avoid risks of shortage for next winter,"Obligation for a minimum 80% gas storage level by 1 November 2022
Measures to shield reserves from outside interference
Proposal to be negotiated with EU ministers before final adoption",141902,0.6381575465202332,positive,0.6,retrospective,"The survey question asks about the agreement with the statement 'Gas storage in the EU should be filled up to avoid risks of shortage for next winter', which is a past or ongoing situation rather than expressing a preference before the vote",[0.6],False
"QB5. The EU digital transition strategy, which aims at finding digital solutions for people and businesses, also applies to the EU's partnerships with developing countries. In your opinion, how important or not is it for the EU to support developing countries in going digital?  ","The European Parliament adopted by 484 votes to 45, with 98 abstentions, a resolution on virtual worlds – opportunities, risks and policy implications for the single market.
Digitalisation brings with it a wealth of opportunities in fields such as medicine, culture, education, the economy, security and law enforcement and has the potential to contribute to solving global problems related to poverty and inequality, sustainability as well as to democratise processes and access to education and knowledge. T he digital transformation also entails significant challenges that might lead to review the concepts and norms that have hitherto underpinned economic and social progress while keeping intact fundamental core principles and values…",163060,0.637535035610199,positive,0.6,retrospective,"The survey question asks about the importance of supporting developing countries in going digital, while the vote is about virtual worlds and policy implications for the single market. Although both are related to digitalization, the vote does not directly act on the specific topic the survey asked about.",[0.6],False
QA28 To what extent do you agree with the following statement: the EU should have more competences to deal with crises such as the Coronavirus outbreak?,"Evaluation of the effectiveness of EU and national measures
Recommendations to improve EU crisis management and preparedness for future health emergencies
Increase parliamentary oversight of measures, coordination, solidarity",157227,0.6372368335723877,positive,0.6,retrospective,"The survey question asks about the EU having more competences in dealing with crises such as the Coronavirus outbreak, which is a past event. The vote summary discusses evaluating and improving crisis management, but it does not explicitly reference the specific event of the Coronavirus outbreak.",[0.6],False
QA3 To what extent do you agree or disagree with the following statement: the Common Agricultural Policy (CAP) benefits all European citizens and not only farmers. (ONE ANSWER ONLY),"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6372183561325073,positive,0.6,retrospective,"The survey question refers to the Common Agricultural Policy (CAP) benefiting all European citizens, which is a policy already in place. The vote summary mentions actions related to CAP, but it does not ask for citizens' opinion or preference about what should be done with CAP.",[0.6],False
"QA15. The European Union has designed a recovery plan of 750 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure is to respond to the economic effects of the coronavirus pandemic?   ","The European Parliament adopted by 459 votes to 33, with 56 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2021.
Members recalled that 2021 was a challenging year in which the impact of the COVID-19 pandemic required the adaptation of control strategies and a focus on prevention through specific mitigating measures and targeted actions to detect irregularities and fraud.
In 2021, EU funding was available under the Multiannual Financial Framework (MFF) 2014-2020, under the MFF 2021-2027 and under NextGenerationEU (NGEU). Together with NGEU, the new MFF 2021-2027 provides the EU with EUR 1.8 trillion. The unprecedented increase in EU spending under the 2021-2027 MFF and…",151811,0.636566698551178,positive,0.4,retrospective,"The survey asks about the effectiveness of a recovery plan that has already been designed and adopted, not expressing a preference before the vote",[0.4],False
QA5.6. To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in…?  :-Protecting the environment and tackling climate change,"The European Parliament adopted by 568 votes to 18, with 21 abstentions, a legislative resolution on the proposal for a regulation of the European Parliament and of the Council amending Council Regulation (EC) No 1217/2009 as regards conversion of the Farm Accountancy Data Network into a Farm Sustainability Data Network.
The European Parliament's position, adopted at first reading under the ordinary legislative procedure, should amend the proposal as follows:
To meet the needs of the common agricultural policy (CAP), including the evaluation of its impact on the agricultural sector, a farm sustainability data network (FSDN) is set up for the collection and analysis of farm-level sustainability data covering the economic, environmental and…",159006,0.636203408241272,positive,0.6,retrospective,"The survey asks about the EU's role in protecting the environment and tackling climate change through the Common Agricultural Policy (CAP), but the vote is about setting up a Farm Sustainability Data Network to meet the needs of the CAP, not directly related to the specific environmental and climate change concerns mentioned in the survey.",[0.6],False
QA3. To what extent do you agree or disagree with the following statement: the Common Agricultural Policy (CAP) benefits all European citizens and not only farmers.,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6358296871185303,positive,0.6,retrospective,"The survey question asks about the perception of whether the CAP benefits all European citizens, while the vote focuses on specific changes to the CAP (budget, direct payments, administrative burden, barriers to farming). The survey question does not directly relate to the specific actions proposed in the vote.",[0.6],False
Q7 At which level should decisions about EU regional policy projects primarily be taken? | Base: All,"The European Parliament adopted by 412 votes to 129, with 98 abstentions, a legislative resolution on the proposal for a Council decision on the guidelines for the employment policies of the Member States.
Parliament approved the Commission's proposal without amendments.
The proposal for a Council decision stipulates that the guidelines for the employment policies of the Member States, set out in the Annex to Decision (EU) 2024/3134 , are maintained for 2025 and are to be taken into account by the Member States in their employment policies and reform programmes.
This year, the update of the recitals aims to introduce more elements concerning i) the evolving geopolitical context (trade tensions, etc.), ii) the Union of Skills initiative, iii)…",179203,0.6358136534690857,positive,0.4,retrospective,"The survey question asks about the level decisions should be taken at, while the vote is about maintaining and implementing guidelines for employment policies that are already set out in a decision.",[0.4],False
"Q2b_6 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I don’t think that Covid-19 vaccines are effective | Base: If ""Later"" or ""Never"" in Q1","Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",117283,0.6356122493743896,positive,0.4,retrospective,"The survey question asks about reasons for not getting vaccinated soon, which is a past or ongoing decision, not a forward-looking opinion that could directly influence the vote.",[0.4],False
Q12_1 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… loans to help interested Member States keep people in employment? | Base: All,"The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas.
The protection of the EU’s financial interests is a key element of the EU policy agenda to strengthen transparency, democratic accountability and the ability to respond to citizens’ needs, increase public trust and ensure that taxpayers’ money is…",140921,0.6350379586219788,positive,0.4,retrospective,"The survey question refers to the EU financial support for Member States during the COVID-19 crisis, which is already decided in the vote summary",[0.4],False
QA28 To what extent do you agree with the following statement: the EU should have more competences to deal with crises such as the Coronavirus outbreak?,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",115400,0.633766770362854,positive,0.6,retrospective,"The survey question refers to the EU's competences in dealing with crises such as the Coronavirus outbreak, which is a past event. The vote summary discusses institutional shortcomings that have already surfaced during the crisis.",[0.6],False
QA7.8. How important do you think the following priorities of the Common Agricultural Policy (CAP) are?  :-Ensuring sustainable management of natural resources,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6332459449768066,positive,0.6,retrospective,"The survey question asks about the importance of ensuring sustainable management of natural resources in the Common Agricultural Policy (CAP), while the vote summary focuses on budget, direct payments, administrative burden for farmers, and barriers to becoming a farmer. Although they are related to CAP, the specific topics are different, making it retrospective as it references an already-decided policy.",[0.6],False
QA8.6 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU (N),"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",178500,0.6332323551177979,positive,0.6,retrospective,"The survey question asks about the contribution of the Common Agricultural Policy (CAP) to securing a stable supply of food in the EU, while the vote summary mentions a larger budget for CAP and other specific actions related to it. However, since the survey question does not ask for citizens' opinion or preference on these specific actions, but rather about the general contribution of CAP, it can be considered retrospective.",[0.6],False
